proginc_other_pooled_mean_se
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.030554041
""
""
""
""
""
""
""
0.016437998
""
""
""
0.038480043
""
0.054221828
""
""
""
""
""
""
""
0.037696231
""
""
""
""
""
""
""
""
""
""
0.016280733
""
""
""
""
-0.00014173097
""
""
""
""
""
""
""
""
0.041108649
""
""
""
""
""
""
""
""
""
""
""
""
""
0.014068829
""
""
""
""
""
0.0098479763
""
""
0.015766049
""
""
-0.0079067666
""
""
""
""
0.0048225396
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
-0.0046999445
""
""
""
""
""
0.01980276
""
""
""
""
""
0.0031389152
""
""
""
0.0056050173
""
""
0.024711683
""
""
0.0088733854
""
0.022137266
0.020080391
""
0.039899174
""
""
0.018951295
""
""
""
0.0039225272
""
0.0091061564
""
""
0.024873752
""
""
0.018780027
0.01263831
-0.012423086
0.0065527163
0.00090513949
""
0.013717483
0.010952202
""
0.010049369
0.0070520067
0.010603398
0.015542099
0.076871634
0.0085511096
0.018042641
0.00812604
-0.0036223375
0.014252853
""
""
0.016923005
0.017835084
0.023675108
0.0019313936
""
""
0.027940946
""
0.0083609894
0.032358643
0.048293758
0.023771154
""
0.014899451
""
""
""
0.042528443
""
""
""
""
""
""
""
""
""
0.0073974044
""
0.0056173694
""
""
0.011738556
""
""
""
""
""
""
""
""
0.0069809956
""
""
""
""
-0.0076204087
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
-0.0019766355
""
0.014850653
0.01787225
""
""
0.015983611
0.042175781
""
""
-0.0027288275
0.036163941
-0.0065446054
0.020843709
""
""
0.0046169236
""
-0.0017751389
0.013025667
""
""
""
0.0015460127
""
""
""
""
0.021041108
0.030192027
""
""
""
""
""
""
""
""
""
""
""
0.016794123
""
""
""
""
""
""
0.0072157374
""
""
""
""
-0.0076963576
""
""
0.010785746
""
""
0.010495901
""
0.01170615
0.019626569
0.0043639126
0.022391649
0.00010042008
-0.00070844317
""
""
5.6972531e-06
0.073374867
0.0033261611
0.029289247
""
""
""
""
0.0027306634
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.032868635
""
""
""
""
""
0.058121841
""
0.025478147
""
""
""
""
""
""
""
""
""
""
-0.00050282828
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.027035296
""
""
""
""
""
""
0.017605213
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.058501609
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.018484913
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.019564852
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.013724972
0.0040721577
0.0074112127
0.01224205
0.035889897
""
""
""
""
""
""
""
""
""
""
""
""
