kfr_stycz_pooled_pooled_p100
0.64735979
0.63220686
0.63633341
0.66112256
0.63490593
0.61714107
0.65325361
0.62484223
0.69153059
0.66024631
0.66061836
0.68017685
0.64849448
0.63191748
0.64488435
0.65982735
0.64883381
0.60768932
0.62580764
0.62552756
0.65366745
0.59311861
0.61617911
0.66827857
0.68857872
0.65704012
0.66638833
0.65342897
0.67437273
0.65129328
0.70496792
0.68557197
0.69638157
0.65816647
0.66851431
0.66596735
0.75521761
0.69699293
0.73230112
0.64486516
0.71710867
0.71826774
0.75428742
0.88335663
0.69483894
0.65315825
0.71725696
0.79037952
0.74205059
0.70590383
0.70395392
0.75024444
0.71602482
0.71533871
0.74389982
0.71473873
0.74594712
0.73111856
0.66117203
0.64498919
0.70505959
0.68963915
0.64709985
0.65486062
0.63079435
0.63330728
0.66914362
0.58861387
0.65890157
0.67060214
0.69888228
0.70362413
0.67789811
0.68553162
0.65162808
0.6978336
0.68367594
0.65714717
0.71363485
0.6759879
0.67477942
0.68229866
0.683218
0.6218971
0.68617105
0.66667372
0.677405
0.64561236
0.66152662
0.67863512
0.68239099
0.61468637
0.64353675
0.6648134
0.65713769
0.61447275
0.64547491
0.64098328
0.64538181
0.64727396
0.61931866
0.63678414
0.62313658
0.63511527
0.58626437
0.63434464
0.58125657
0.64683425
0.65006751
0.60837346
0.62068313
0.66625291
0.66924417
0.64662743
0.6537599
0.66891217
0.63133717
0.69591945
0.65367538
0.63626075
0.68579781
0.69647241
0.59967649
0.6164211
0.68675858
0.64928246
0.63563323
0.70735914
0.5584538
0.63704646
0.68165749
0.63894039
0.61986613
0.66710222
0.65303969
0.66742384
0.6592775
0.62169701
0.63291109
0.64734256
0.63559109
0.613469
0.62342799
0.68435347
0.62153274
0.63624865
0.67803848
0.74348253
0.72143555
0.70370233
0.65915936
0.69353688
0.69001108
0.69410342
0.6191107
0.69332969
0.69128484
0.68006688
0.77610368
0.63610446
0.54016083
0.65918738
0.66954321
0.73288369
0.63135135
0.71337599
0.65765285
0.6661377
0.57409555
0.61833543
0.66337204
0.63815308
0.6745916
0.63927752
0.6575197
0.61950815
0.65273237
0.70818073
0.61659163
0.60129935
0.63722551
0.59619623
0.66536319
0.63506657
0.61811876
0.73208517
0.66319185
0.69225729
0.65940803
0.62568349
0.6578694
0.65994895
0.69910514
0.69042808
0.72229433
0.7256313
0.66837466
0.73287266
0.66754931
0.63650841
0.66829228
0.64977568
0.66773355
0.60552853
0.60674202
0.68918735
0.69893944
0.66365081
0.66333306
0.66061342
0.63818896
0.73657155
0.70972502
0.73817044
0.69384855
0.68632728
0.64193326
0.69542575
0.66493553
0.72399616
0.64335287
0.70228314
0.67544603
0.63465744
0.70953381
0.66362345
0.66664106
0.71604371
0.73809922
0.67480588
0.66291463
0.65276551
0.62387079
0.72345752
0.69197541
0.65488172
0.66054803
0.64791745
0.70466548
0.63573092
0.64717215
0.66737568
0.64493042
0.68436438
0.67620713
0.64833152
0.63110268
0.68775833
0.62707102
0.63643879
0.70218068
0.63937372
0.66224194
0.68194705
0.67538452
0.67284763
0.66359597
0.70425987
0.67187446
0.66762376
0.68874705
0.70567161
0.71680105
0.70706433
0.67252511
0.74632883
0.69836712
0.73508078
0.74026972
0.68517983
0.6756382
0.69686234
0.6394695
0.62550831
0.53798723
0.65688384
0.64618021
0.66413707
0.62355059
0.62061179
0.69860363
0.68869865
0.59118652
0.73906213
0.68408167
0.62455696
0.67278349
0.71273154
0.61766315
0.63074023
0.68126059
0.62965113
0.62180024
0.68871427
0.66527486
0.69867176
0.66835147
0.70368773
0.67270213
0.70018357
0.74220991
0.68167108
0.68103087
0.68516243
0.66448426
0.64208537
0.68453735
0.65331888
0.71965456
0.67816293
0.6697368
0.69305611
0.69265527
0.65868789
0.7148838
0.70491999
0.66753042
0.68678325
0.66633981
0.67292804
0.70969802
0.69751215
0.70960051
0.65933025
0.76528567
0.691176
0.69806904
0.68280953
0.64361715
0.69836777
0.66500187
0.72116286
0.67280149
0.73692143
0.69897032
0.7428866
0.66433203
0.63121545
0.70925111
0.73414612
0.65690672
0.68886274
0.70656759
0.71303827
0.71655828
0.63967431
0.64543265
0.66602045
0.66503662
0.64407355
0.70635635
0.66102195
0.69980335
0.65168279
0.74441892
0.70990527
0.73671198
0.70461589
0.61674511
0.70152104
0.67552608
0.6857391
0.70926577
0.3942664
0.76539069
0.63328308
0.72922575
0.76927376
0.69403505
0.67293441
