has_dad_pooled_male_p75
0.99084979
1.0042276
0.99681985
0.97256058
0.96242976
1.0063744
0.97055227
1.0066791
1.0154911
0.97654629
0.97958112
0.95728421
0.98263407
1.0000354
0.98385745
0.99702185
0.99410528
0.97252941
0.99087626
1.0126561
0.9952544
0.99489129
0.97214735
0.97608447
0.94196731
0.99412149
1.0122229
0.99385554
0.98150855
1.0019382
1.0158616
0.98913616
0.94428432
0.98242408
1.0033629
0.99296796
1.0425972
1.0057703
1.0288745
1.0158941
0.95339978
1.0290527
1.02876
0.99878401
0.98745316
0.96536726
0.95647061
1.0111026
0.96847475
0.99172312
0.99861282
0.99953407
0.98335701
1.0356144
0.9871875
0.96990383
1.0105214
1.0297681
1.0056926
0.98563927
1.0110947
0.96224511
1.002921
1.0074016
1.001357
0.98498422
1.0015478
0.98947316
1.0178719
0.99870276
0.99265587
0.98974347
0.96637845
0.98148495
0.99619472
1.0031847
1.0048431
1.0002226
1.0264693
0.92687631
0.99862105
0.98179615
1.0044985
0.97950542
0.95236343
0.99398458
0.99365515
1.0056471
0.96284074
1.0001843
0.99253273
0.99456203
0.99576211
0.97113127
0.98803002
1.0042986
0.99752814
0.98867905
0.94848394
0.97802156
0.95926636
0.91110569
0.93875563
0.95255566
0.97277641
0.9534086
0.97863418
0.96076947
1.0079869
0.9858104
0.96727628
0.99781787
0.96637571
0.99996662
0.98094547
0.97686589
0.97187144
1.006716
1.0322568
1.009581
1.0171165
0.99465519
0.96535212
1.0266384
1.0115714
0.96749717
0.96119201
1.0184045
0.97937715
1.0146904
0.92328626
1.0019534
0.96045274
1.0072843
0.97137803
1.0037884
0.98577261
0.98722404
0.97711265
0.95463294
0.95411497
1.0033981
1.025239
1.0015399
0.96999729
0.99982464
0.99853379
1.012725
1.0133154
1.0221095
1.0003238
0.95293218
0.96837848
1.0195131
0.99388659
0.980362
1.0183212
0.96858603
1.0250499
1.004457
1.0042503
0.98942792
0.9635644
0.92367834
0.9878934
0.89994419
0.99482936
1.0096277
0.99440885
0.97266263
0.92881751
0.94869328
0.98253721
0.96921408
1.0000138
0.9950971
0.96318454
0.97616619
0.98249876
0.99668884
1.0001634
0.99460232
0.97722018
1.0041032
0.98545796
0.96766257
0.99358511
0.98630732
0.96102232
0.97285658
0.98826063
0.99982202
0.96382505
0.99282032
0.98961216
1.0017253
1.0059774
1.0068401
0.97380519
0.99960816
0.9820472
0.98933703
0.9894734
0.96103388
0.9825049
0.98471588
0.94981116
0.98502696
0.98916066
0.9873895
0.98494416
0.98717761
1.0218188
1.0081968
0.97255272
1.0023351
0.98827779
0.96737975
0.99754167
1.0130128
1.0093523
1.0013578
0.99909586
0.99041754
0.962506
1.0008346
1.0026306
1.0062424
0.97781086
0.99575377
0.99703306
0.97854912
