hours_wk_white_pooled_mean_se
0.35072139
0.58975053
1.160112
0.32377246
0.41003087
1.0423396
0.30161771
0.9640249
1.0728683
0.48539129
0.44986722
0.25126529
1.0222874
0.67844486
0.45479867
1.3988379
1.5599287
0.45710677
1.2310925
1.0774031
0.42163146
0.43568954
0.51413226
0.68218899
0.26017529
1.4000967
0.70837533
0.43837932
0.2729907
0.94975418
0.76991987
0.52242196
0.28763163
0.37142578
1.0295044
0.46084577
1.1603764
0.84847313
2.0669146
1.8823069
0.49411172
1.2457095
1.7005043
2.2256584
1.4281206
1.1477237
0.28141472
0.59474605
0.37246978
0.72428566
0.50602371
0.43715775
0.66404939
2.4063606
1.6616011
0.4752585
1.2675582
2.0327945
1.8420329
0.81432176
0.93091071
0.34805378
1.481926
0.89115524
0.76424843
0.78240639
1.3016312
0.99044162
0.76913863
0.78112894
1.5335716
1.0321654
1.1309913
0.61230201
0.92617393
1.0748688
0.66054273
0.73506653
1.1342213
0.30600128
0.92016011
0.59596992
0.72114587
0.61347175
0.24217445
0.68699503
0.63206822
0.55591094
0.37593547
0.45932254
0.56097114
0.85285151
0.8221578
0.40069813
0.88803214
1.4982982
0.64226383
0.45615184
0.20609069
0.40841067
0.34812093
0.243485
0.27583483
0.3717775
0.37976161
0.24586882
0.41085392
0.27930528
0.85710728
0.51762348
0.60307723
0.67941517
0.36207035
1.4476705
0.40339431
0.30570954
0.44570184
1.4389447
1.8500764
1.6341349
0.65515399
0.90408635
1.147305
0.94843364
1.0349969
0.49429977
0.51151723
0.93508506
1.2971209
1.0505174
0.18145488
0.83912432
0.6636942
1.0330294
0.56344128
0.74170232
0.42994839
0.62878317
1.3692187
0.94454134
0.49004835
0.62116182
1.8106328
1.1248227
0.79709059
1.3054974
0.46590686
0.89690071
1.1326495
1.0834075
0.76041025
0.30669191
0.67012435
1.9402952
0.35900757
0.41356531
1.1609633
0.49969575
0.90299207
0.6687001
1.8530145
1.1073728
0.5030725
0.1817625
1.2033672
0.14583661
0.53426218
0.50849551
0.84485418
0.36232367
0.11482871
0.31288326
0.49141741
0.26586151
0.51079386
0.74856305
0.30384088
0.18998782
0.51017451
0.58651197
0.599002
0.57530916
0.21277158
0.64151645
0.64474785
0.17378052
1.0963173
0.50724649
0.35373244
1.3094085
0.81694794
0.51850933
0.22174628
1.0107528
0.78336465
0.51383889
0.37755853
0.34678218
0.25036991
0.58568698
0.27948871
0.35338122
