lpov_nbh_other_pooled_p50
0.29886597
0.29945534
0.29216966
0.41173074
0.39250344
0.36287108
0.36594212
0.22617306
0.32869655
0.30748522
0.28172722
0.40803441
0.31215903
0.30040953
0.35354817
0.47407162
0.10673846
0.39169288
0.33086446
0.15936324
0.36412364
0.34770456
0.34957135
0.41551405
0.44758686
0.18081032
0.40890849
0.3930667
0.58420497
0.40041316
0.31713602
0.39362076
0.55206078
0.54527104
0.29512587
0.4060331
0.42548338
0.30625787
0.18717982
0.21548387
0.36555174
0.15037917
0.073437728
""
0.16092314
0.3222208
0.38520047
0.28687802
0.4775039
0.30181557
0.35679874
0.32747149
0.3093206
""
0.3702324
0.39010918
0.35022411
0.076219656
0.28234392
0.30937812
0.3026433
0.34908345
0.43977186
0.26888728
0.16978261
0.36478364
0.30003756
0.17508632
0.35943031
0.29106253
0.40180555
0.33896959
0.33149388
0.3631629
0.25258061
0.29915765
0.29472938
0.17132089
0.30719376
0.43124223
0.4227272
0.2976926
0.20997198
0.29625279
0.46092021
0.29164666
0.25732541
0.38387552
0.39219329
0.26029778
0.31092319
0.16507234
0.25953537
0.34839582
0.31331438
0.27090436
0.28812918
0.25379711
0.44794211
0.42144206
0.43712869
0.43822914
0.45745403
0.47939172
0.52201217
0.47148845
0.41943279
0.49748108
0.28078061
0.3541199
0.35229701
0.3863259
0.44343776
0.33432859
0.48656648
0.37409267
0.42427564
0.29742029
0.26265585
0.22268273
0.37389788
0.28107914
0.56573886
0.35973573
0.22664407
0.44909671
0.44198573
0.23072395
0.25263399
0.33882296
0.46840468
0.38402131
0.43187612
0.20576783
0.32112086
0.30763453
0.35235375
0.37764716
0.25430375
0.39317846
0.35509235
0.43256891
0.16418594
0.14497058
0.27764893
0.2987299
0.27771944
0.38986853
0.26887161
0.30411923
0.18919346
0.44286785
0.42585549
0.32128012
0.44034386
0.38070959
0.22403683
0.45139968
0.21846403
0.22232173
0.33896244
0.16359557
0.70878655
0.58100766
0.60808504
0.66966641
0.33363372
0.42154312
0.31511065
0.36904526
0.43835336
0.33057943
0.30622318
0.36848953
0.2429243
0.3116928
0.33490399
0.40764701
0.43835369
0.49105287
0.33775124
0.35905781
0.41711831
0.28642648
0.30456746
0.43406981
0.0045328466
0.46024773
0.34650272
0.25239432
0.16874221
0.38713449
0.4262926
0.17337494
0.1834646
0.2785086
0.38913971
0.37880293
0.38328758
0.39760992
0.35581702
0.3597568
0.51321542
0.35176024
0.31021211
0.38653207
0.45285967
0.42638776
0.32210812
0.41738796
0.36952171
0.47643447
0.20245822
0.21267246
0.41791123
0.40851235
0.41192847
0.45689657
0.33637124
0.28496137
0.32314503
0.29827619
0.29415622
0.20893975
0.41354239
0.39879435
0.43203631
0.47130364
0.44677716
0.36155686
0.38300076
0.42525503
0.39238098
0.34658426
0.12594776
0.21989796
0.27792004
0.334593
""
0.1555427
0.2804625
0.41052303
0.38728148
0.6126225
0.39845979
0.56512845
0.50230807
0.44485605
0.40681809
0.40468791
0.44342667
0.35649529
0.37598929
0.54692024
0.42760825
0.42346501
0.35446975
0.53991163
0.38048533
0.41015965
0.4074356
0.53718841
0.56880069
0.5399434
0.49055144
0.49424186
0.65696979
0.60144657
0.53175253
0.54768878
0.488013
0.60359979
0.29288134
0.44807455
0.40194091
0.31456798
0.45058182
0.51154453
0.42397055
0.48316637
0.46009383
""
""
0.5056082
0.5733012
0.5464465
0.46850577
0.5574131
0.47678515
0.39775404
0.39878356
0.6468417
0.31438527
0.54045266
0.46264729
0.5635041
0.5061478
