staycz_black_female_n
574.0
200.0
32.0
1913.0
3717.0
831.0
9838.0
121.0
56.0
3392.0
2678.0
15502.0
""
275.0
1616.0
""
""
898.0
""
1422.0
9447.0
9799.0
3242.0
4141.0
13404.0
1294.0
3137.0
6734.0
17302.0
1516.0
2422.0
1757.0
14170.0
8806.0
3190.0
4820.0
1898.0
2362.0
1055.0
1351.0
12444.0
2308.0
780.0
180.0
1606.0
2390.0
25066.0
2946.0
13027.0
2788.0
3908.0
7091.0
4791.0
416.0
459.0
10167.0
1155.0
180.0
275.0
3608.0
1525.0
7210.0
599.0
385.0
47.0
131.0
""
64.0
104.0
44.0
2312.0
3151.0
4922.0
2739.0
1315.0
101.0
2296.0
520.0
548.0
24940.0
3221.0
598.0
145.0
869.0
9104.0
375.0
447.0
2488.0
4286.0
974.0
917.0
85.0
55.0
3222.0
35.0
""
296.0
1500.0
12499.0
4174.0
2520.0
39808.0
11520.0
2438.0
2869.0
12747.0
2942.0
12953.0
1235.0
1652.0
2350.0
4783.0
12715.0
1650.0
9596.0
7415.0
9698.0
748.0
489.0
828.0
3508.0
1250.0
1179.0
2265.0
1446.0
6720.0
6770.0
1196.0
1532.0
1427.0
51775.0
1941.0
1865.0
688.0
767.0
2015.0
5095.0
6588.0
1246.0
2303.0
5019.0
1086.0
641.0
1089.0
4285.0
1211.0
2619.0
2760.0
2229.0
2146.0
366.0
13947.0
4803.0
1674.0
4650.0
8675.0
1125.0
7727.0
948.0
241.0
51.0
34.0
2153.0
30131.0
526.0
52089.0
22.0
25.0
""
589.0
43256.0
1774.0
51.0
2045.0
90.0
""
2024.0
3826.0
46.0
""
22.0
28.0
6571.0
117.0
203.0
10435.0
79.0
34.0
2291.0
30.0
176.0
1161.0
7160.0
23.0
213.0
281.0
236.0
742.0
3874.0
95.0
3874.0
731.0
64.0
368.0
1290.0
2187.0
10376.0
99.0
351.0
625.0
150.0
908.0
""
31.0
6615.0
1550.0
1582.0
19299.0
104.0
229.0
269.0
145.0
235.0
98.0
9368.0
672.0
106.0
251.0
7571.0
3154.0
935.0
1696.0
""
199.0
""
394.0
""
681.0
""
59.0
274.0
187.0
570.0
827.0
130.0
276.0
1781.0
2553.0
60.0
326.0
9328.0
407.0
78.0
""
401.0
57.0
44.0
2102.0
66.0
970.0
294.0
1020.0
1477.0
3030.0
2771.0
88677.0
3170.0
34139.0
44025.0
5258.0
4121.0
1095.0
408.0
57.0
""
""
224.0
98.0
""
41.0
2424.0
""
""
10952.0
507.0
29.0
1566.0
12913.0
117.0
""
""
""
""
21.0
""
""
""
50.0
53.0
109.0
7109.0
""
32.0
160.0
28.0
26.0
""
36.0
553.0
""
224.0
253.0
47.0
63.0
181.0
156.0
""
81.0
83.0
105.0
23.0
913.0
53.0
52.0
23.0
517.0
1890.0
148.0
168.0
1172.0
69.0
1711.0
2158.0
11358.0
925.0
64581.0
2064.0
439.0
51.0
22090.0
95.0
84.0
1089.0
1154.0
264.0
""
""
""
20.0
61.0
465.0
516.0
451.0
35.0
251.0
707.0
42.0
804.0
133.0
1472.0
440.0
""
84.0
""
""
124.0
92.0
26.0
""
""
""
""
""
""
""
""
""
""
""
114.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
127.0
""
""
""
""
""
""
29.0
""
""
90.0
71.0
""
""
""
26.0
""
""
""
""
""
""
""
""
""
""
""
""
""
25.0
""
""
""
""
""
21.0
64.0
980.0
""
""
""
111.0
""
""
""
""
""
135.0
""
""
33.0
""
""
""
35.0
147.0
""
351.0
""
""
3231.0
""
""
""
""
""
""
2267.0
""
""
116.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
155.0
5382.0
""
""
34.0
33.0
68.0
""
""
""
""
""
""
111.0
""
""
876.0
945.0
2190.0
37.0
66.0
37.0
45.0
304.0
510.0
11205.0
195.0
99.0
""
""
1012.0
23.0
290.0
38.0
189.0
""
113.0
621.0
554.0
219.0
116.0
3918.0
297.0
""
175.0
1661.0
162.0
""
29.0
""
103.0
""
190.0
1208.0
250.0
77.0
703.0
86.0
""
20.0
""
160.0
42.0
""
""
83.0
""
""
34.0
515.0
260.0
60.0
4920.0
31.0
5667.0
58.0
39.0
""
841.0
39.0
""
""
""
""
32.0
199.0
942.0
1364.0
1661.0
38052.0
5521.0
1412.0
786.0
292.0
""
""
""
55.0
""
146.0
43.0
48.0
640.0
27.0
""
744.0
""
""
79.0
113.0
20.0
2157.0
765.0
3929.0
10985.0
26764.0
1086.0
2833.0
2835.0
2353.0
1472.0
231.0
48.0
306.0
56.0
127.0
6102.0
92.0
482.0
1474.0
288.0
""
882.0
""
""
""
""
""
""
""
""
""
""
""
""
376.0
""
""
74.0
""
""
""
""
""
""
""
""
36.0
""
""
""
""
""
""
""
""
28.0
""
""
38.0
""
1659.0
""
28.0
""
43.0
""
""
""
870.0
""
5656.0
""
1561.0
43.0
""
49.0
121.0
""
64.0
27.0
""
""
186.0
""
""
21.0
""
""
""
""
68.0
667.0
27.0
58.0
""
""
""
""
""
""
64.0
""
""
85.0
31.0
71.0
""
28.0
1092.0
1633.0
2346.0
306.0
7460.0
3168.0
""
""
""
480.0
354.0
17355.0
6206.0
""
""
6743.0
277.0
535.0
45792.0
""
22.0
50.0
24.0
326.0
""
54.0
2435.0
""
324.0
""
152.0
219.0
""
""
29.0
""
""
""
57.0
29.0
7765.0
