coll_white_female_n
2396.0
1056.0
266.0
3005.0
1707.0
294.0
3339.0
309.0
240.0
1296.0
1598.0
4591.0
259.0
550.0
1500.0
167.0
109.0
1381.0
209.0
206.0
1704.0
1665.0
1184.0
562.0
4229.0
141.0
656.0
1670.0
3981.0
357.0
412.0
873.0
3405.0
2046.0
288.0
1696.0
295.0
528.0
90.0
82.0
1389.0
272.0
145.0
98.0
196.0
204.0
3910.0
1126.0
2406.0
731.0
1470.0
1921.0
805.0
62.0
114.0
1707.0
273.0
136.0
100.0
516.0
321.0
2523.0
187.0
475.0
558.0
494.0
201.0
321.0
377.0
504.0
175.0
289.0
254.0
802.0
372.0
223.0
710.0
581.0
243.0
3206.0
389.0
792.0
486.0
818.0
5108.0
646.0
714.0
979.0
1968.0
1382.0
1001.0
429.0
451.0
1913.0
433.0
157.0
867.0
1559.0
7383.0
2002.0
2634.0
5258.0
4034.0
2161.0
2255.0
4993.0
1923.0
4090.0
435.0
1261.0
959.0
688.0
2190.0
137.0
1990.0
3240.0
1616.0
122.0
86.0
134.0
684.0
356.0
238.0
368.0
296.0
1222.0
1196.0
335.0
184.0
226.0
9756.0
468.0
715.0
319.0
1015.0
505.0
1873.0
844.0
150.0
363.0
1173.0
822.0
109.0
215.0
488.0
144.0
1259.0
439.0
258.0
283.0
631.0
3532.0
709.0
95.0
2552.0
1883.0
224.0
1246.0
347.0
701.0
102.0
292.0
1157.0
8267.0
141.0
12583.0
946.0
1025.0
306.0
2206.0
21805.0
2757.0
1211.0
3900.0
1187.0
527.0
3090.0
7754.0
1104.0
747.0
791.0
875.0
6426.0
723.0
686.0
9301.0
255.0
993.0
2331.0
198.0
440.0
1083.0
5281.0
296.0
423.0
1078.0
1794.0
2065.0
4530.0
737.0
3660.0
2537.0
931.0
1246.0
2345.0
3400.0
6513.0
925.0
1506.0
2040.0
1421.0
2267.0
429.0
374.0
3041.0
4170.0
2450.0
11281.0
1136.0
1294.0
660.0
1177.0
1199.0
737.0
7313.0
1915.0
2157.0
3216.0
13228.0
4408.0
4578.0
1632.0
260.0
1237.0
198.0
589.0
267.0
1437.0
109.0
657.0
1501.0
726.0
724.0
2132.0
788.0
553.0
931.0
5917.0
1060.0
1712.0
10521.0
2343.0
1644.0
316.0
1605.0
904.0
659.0
4641.0
1422.0
4652.0
1855.0
2943.0
6160.0
5882.0
3203.0
18905.0
4565.0
14934.0
19776.0
2369.0
1685.0
705.0
96.0
1685.0
213.0
512.0
3465.0
1680.0
638.0
1410.0
5514.0
27.0
""
15305.0
5521.0
662.0
2574.0
11507.0
836.0
492.0
341.0
250.0
534.0
1064.0
680.0
833.0
388.0
1503.0
1002.0
2434.0
15712.0
492.0
1360.0
2050.0
747.0
659.0
692.0
929.0
1824.0
254.0
1164.0
1630.0
1117.0
1697.0
4273.0
2175.0
642.0
3724.0
2951.0
1972.0
1399.0
3985.0
1514.0
647.0
852.0
1350.0
2241.0
1044.0
928.0
2412.0
585.0
3644.0
3314.0
8340.0
873.0
23422.0
3701.0
591.0
792.0
10654.0
244.0
626.0
1707.0
2414.0
1049.0
276.0
556.0
410.0
300.0
374.0
904.0
581.0
690.0
166.0
1233.0
1513.0
225.0
1056.0
398.0
483.0
982.0
231.0
2289.0
""
112.0
479.0
443.0
238.0
122.0
101.0
298.0
243.0
886.0
20.0
85.0
29.0
125.0
69.0
46.0
578.0
121.0
""
""
22.0
78.0
""
37.0
36.0
69.0
122.0
243.0
153.0
214.0
343.0
162.0
1447.0
390.0
205.0
140.0
""
63.0
436.0
1053.0
292.0
342.0
987.0
1497.0
148.0
344.0
35.0
1475.0
1059.0
159.0
116.0
59.0
98.0
442.0
257.0
208.0
125.0
60.0
57.0
166.0
29.0
1087.0
674.0
621.0
723.0
610.0
571.0
517.0
917.0
3399.0
356.0
350.0
515.0
1120.0
""
24.0
""
""
484.0
634.0
118.0
83.0
496.0
576.0
339.0
260.0
646.0
1402.0
188.0
2002.0
377.0
455.0
5037.0
304.0
136.0
""
61.0
108.0
310.0
3058.0
30.0
36.0
678.0
76.0
77.0
59.0
35.0
110.0
147.0
71.0
41.0
152.0
430.0
383.0
75.0
349.0
""
170.0
2208.0
9327.0
193.0
""
226.0
336.0
556.0
288.0
71.0
48.0
182.0
117.0
118.0
425.0
228.0
215.0
884.0
1756.0
2899.0
605.0
379.0
443.0
351.0
942.0
659.0
8408.0
1134.0
609.0
333.0
171.0
1623.0
450.0
2519.0
759.0
1660.0
403.0
668.0
1506.0
504.0
1712.0
421.0
4583.0
264.0
184.0
675.0
1060.0
275.0
25.0
92.0
""
373.0
""
302.0
1070.0
309.0
109.0
1116.0
342.0
47.0
22.0
""
171.0
243.0
106.0
68.0
168.0
111.0
116.0
136.0
548.0
131.0
58.0
3445.0
193.0
3703.0
75.0
225.0
""
1025.0
100.0
25.0
""
""
""
45.0
450.0
1074.0
544.0
1153.0
10475.0
1619.0
530.0
327.0
429.0
77.0
24.0
69.0
67.0
""
202.0
108.0
142.0
855.0
35.0
60.0
735.0
134.0
""
82.0
270.0
251.0
985.0
372.0
1151.0
6755.0
9764.0
865.0
1530.0
1184.0
910.0
817.0
271.0
47.0
592.0
315.0
407.0
5265.0
368.0
822.0
829.0
431.0
""
1435.0
""
""
""
""
""
41.0
168.0
45.0
66.0
""
""
""
398.0
123.0
94.0
591.0
71.0
236.0
118.0
217.0
245.0
97.0
""
""
973.0
""
58.0
476.0
405.0
314.0
40.0
103.0
604.0
684.0
354.0
101.0
537.0
""
1110.0
50.0
136.0
51.0
373.0
27.0
27.0
139.0
1847.0
28.0
10394.0
126.0
2754.0
954.0
55.0
593.0
1063.0
124.0
249.0
149.0
654.0
298.0
2367.0
354.0
43.0
871.0
333.0
50.0
218.0
""
2999.0
9268.0
1400.0
2008.0
65.0
50.0
164.0
276.0
131.0
659.0
733.0
38.0
43.0
1005.0
478.0
1186.0
195.0
727.0
2224.0
1841.0
2949.0
1450.0
7455.0
4760.0
292.0
77.0
58.0
1707.0
2020.0
8955.0
4514.0
""
74.0
6336.0
436.0
1796.0
25154.0
516.0
339.0
339.0
453.0
2966.0
375.0
1097.0
7689.0
318.0
4327.0
342.0
903.0
1607.0
283.0
48.0
692.0
""
45.0
63.0
704.0
423.0
14171.0
