has_dad_pooled_male_mean
0.85599583
0.83742219
0.88107008
0.84186518
0.79433793
0.78703022
0.78293049
0.87626237
0.87700379
0.78387284
0.79588675
0.77755857
0.86960268
0.83398551
0.81690669
0.85858995
0.86373138
0.83351868
0.86890036
0.70036745
0.72143966
0.7499938
0.7785421
0.70705217
0.79299974
0.6685074
0.7809028
0.79028243
0.77130419
0.78006053
0.78824085
0.82377201
0.76652598
0.78608227
0.69929886
0.79547524
0.76425707
0.76293445
0.67752987
0.66389841
0.69587106
0.7291832
0.77060366
0.86854643
0.72350562
0.66711545
0.72949576
0.85812283
0.77189833
0.7606557
0.82646269
0.81710827
0.72552669
0.74298328
0.75880378
0.71673018
0.76904666
0.87102908
0.8180216
0.71667778
0.77886939
0.76593673
0.76650095
0.85745496
0.87225133
0.85407412
0.89600992
0.89331716
0.87653327
0.8776229
0.68169332
0.68579501
0.61092699
0.75970483
0.74269211
0.84842491
0.77909356
0.83667248
0.82278931
0.67521203
0.68105215
0.84590346
0.89009142
0.83830208
0.79930717
0.84961563
0.83207971
0.82420361
0.82676971
0.83037561
0.83996737
0.84041744
0.85236233
0.79118854
0.84768182
0.86396629
0.84979463
0.81838065
0.76235563
0.78083116
0.78207093
0.71431917
0.77012968
0.78075862
0.81698883
0.76394057
0.77411085
0.77481019
0.79462832
0.79386908
0.76850325
0.75146705
0.75327659
0.72457552
0.75791943
0.80583358
0.75891626
0.70495939
0.72751898
0.70907193
0.73710173
0.77234656
0.7338233
0.80205512
0.75456536
0.72887462
0.74916697
0.78165585
0.69992894
0.72473097
0.75229305
0.73802328
0.76822603
0.81657863
0.83268684
0.74306953
0.78789818
0.72312695
0.69166952
0.712313
0.73077834
0.79925716
0.72506231
0.71630758
0.67088163
0.68878102
0.78918386
0.7272318
0.70845377
0.71473205
0.85997593
0.76393837
0.71491045
0.6915834
0.80873048
0.75716197
0.76099092
0.72016114
0.75195104
0.89399451
0.89864242
0.91059208
0.86930454
0.75506812
0.78960127
0.78112835
0.87100571
0.89564741
0.83198267
0.85989529
0.79004437
0.84126872
0.85799533
0.84214735
0.86877853
0.86818445
0.82959676
0.85211307
0.87015712
0.86894929
0.87776327
0.86771262
0.82954699
0.86509645
0.84292102
0.83163357
0.8650052
0.90230739
0.81057179
0.84415066
0.85932708
0.87708062
0.79866344
0.86008787
0.85495609
0.87526673
0.88909906
0.89376408
0.83757454
0.90273583
0.82066101
0.86871356
0.89653164
0.85140169
0.83371216
0.8544426
0.7981149
0.86615503
0.86369991
0.86588836
0.87057358
0.86685109
0.89160013
0.86865228
0.82615328
0.88203013
0.85164493
0.81675398
0.88622946
0.87164992
0.8863185
0.89192933
0.87108052
0.89159697
0.81694424
0.8731032
0.9018656
0.88791829
0.8570717
0.85348135
0.86742824
0.841829
0.89347404
0.88375074
0.89544046
0.85642987
0.8895064
0.86378616
0.9037286
0.90174448
0.86801535
0.88000691
0.85841197
0.86748046
0.88014042
0.86272573
0.82391101
0.85447812
0.86638188
0.86622691
0.85538435
0.8640129
0.87847155
0.90972728
0.8845163
0.8680771
0.83741671
0.86013764
0.89001155
0.86614549
0.85799086
0.86485237
0.87305212
0.85835898
0.86494571
0.73660976
0.87474996
0.82097572
0.79300326
0.78533757
0.77730501
0.81067747
0.75276959
0.87054491
0.86546153
0.90536934
0.8705411
0.87116611
0.86882788
0.86046773
0.85029584
0.86317849
0.87389994
0.84877145
0.87645262
0.86112964
0.82866055
0.83239084
0.86007214
0.89626575
0.88758653
0.88003999
0.90691304
0.89452559
0.8788417
0.92459375
0.93945229
0.90101469
0.90639788
0.90930259
0.86488992
0.89257503
0.88725823
0.90570992
0.88666105
0.89360422
0.92854017
0.90063763
0.88518769
0.92102963
0.8961699
0.88935435
0.89408445
0.91254181
0.91335952
0.90052426
0.89152956
0.90938234
0.90270489
0.89533263
0.91552645
0.87035733
0.9196853
0.88339227
0.9040029
0.86812121
0.83654761
0.87610424
0.86346036
0.85306251
0.89631957
0.86541116
0.85692477
0.81867248
0.81177443
0.79950351
0.85955036
0.88747895
0.86587524
0.79565567
0.84148598
0.88070434
0.8218978
0.86164242
0.8745783
0.86925739
0.87262696
0.88161021
0.87527013
0.86901253
0.87050736
0.85290396
0.84757495
0.87907922
0.87773639
0.86153781
0.87553793
0.83422017
0.84430015
0.73435122
0.84912419
0.93536949
0.87907839
0.96464795
0.89561707
0.87662339
0.84965479
0.90149564
0.90038228
0.8680867
0.89288944
0.87008208
0.91160369
0.94799966
0.91693807
0.96670181
0.88721359
0.92811698
0.80029917
0.90616024
0.93808484
0.93470329
0.90743405
0.96268678
0.91761231
0.86728001
0.82979882
0.95053798
0.89083886
0.91841811
0.90171123
0.91945618
0.91068447
0.89199591
0.93618035
0.86813831
0.91001213
0.936243
0.90547699
0.88582158
0.90626264
0.8949666
0.88730013
0.92731094
0.91160846
0.90137893
0.90469313
0.94873559
0.89737755
0.93495691
0.93157566
0.91510981
