kfr_white_female_mean
0.48349082
0.45733586
0.43966576
0.51030481
0.55197334
0.50474095
0.53686488
0.49839377
0.49466151
0.52045506
0.49445972
0.56302488
0.50494522
0.48314232
0.51364392
0.49310398
0.49355155
0.51755148
0.48454335
0.49249578
0.51413053
0.51351953
0.52218056
0.5679698
0.59588617
0.51099563
0.53095013
0.5356611
0.56253511
0.53394616
0.54357648
0.56319082
0.60171717
0.57923073
0.55265802
0.51006335
0.53693527
0.53939998
0.54990089
0.54669464
0.58065748
0.53276557
0.54078132
0.56618685
0.55610704
0.56331265
0.58184767
0.58267635
0.59122479
0.54144061
0.55588627
0.57286525
0.54920578
0.51744276
0.56763852
0.56597865
0.57587552
0.56418914
0.52501708
0.52100712
0.54797024
0.54431623
0.51548868
0.5177182
0.46044353
0.47427747
0.44654515
0.45390671
0.48826119
0.45686486
0.5375104
0.53726709
0.57485694
0.53738809
0.49685127
0.48983741
0.51360548
0.48698404
0.50225836
0.57269275
0.51853001
0.5113259
0.50301325
0.51619405
0.54975998
0.50937605
0.4986859
0.51426435
0.54092616
0.49533808
0.51538336
0.47692019
0.49432653
0.51534945
0.46335056
0.47079882
0.48877627
0.48370084
0.52074534
0.50161612
0.52819204
0.57661533
0.55088145
0.53784364
0.52058488
0.53841406
0.50112295
0.52668399
0.47314352
0.48422235
0.53300399
0.53633922
0.56329602
0.52886963
0.54416215
0.5256483
0.54821754
0.54548585
0.50639242
0.50241804
0.5178743
0.49403974
0.51321644
0.49852967
0.52067316
0.55389011
0.5370298
0.49975491
0.52370262
0.52599657
0.59398705
0.49867812
0.54777586
0.49878368
0.52034789
0.50213981
0.51003456
0.51295412
0.52761865
0.55959201
0.53990519
0.49767327
0.5014323
0.55546707
0.52893162
0.54169214
0.53199786
0.54025108
0.5661782
0.57053882
0.49393582
0.56550401
0.55846053
0.57412201
0.51508772
0.54102218
0.53921783
0.55926239
0.52897406
0.51438171
0.48932311
0.48306027
0.58964634
0.61470616
0.5501976
0.65664667
0.56476086
0.56282616
0.51861626
0.53329062
0.57964492
0.57454234
0.52592254
0.55780894
0.51660115
0.52789217
0.54933918
0.56905478
0.54094332
0.52690345
0.52149367
0.50902134
0.53946596
0.490895
0.49073598
0.56957591
0.48569721
0.55866641
0.52306187
0.46872732
0.48458201
0.5155912
0.54908109
0.52627295
0.55344886
0.53715008
0.55136341
0.58480567
0.56713527
0.55913556
0.552046
0.53953385
0.5456537
0.52564657
0.50115609
0.56857914
0.56026864
0.52877706
0.53079277
0.55755615
0.52031547
0.57550514
0.55164915
0.54393476
0.59035099
0.54500937
0.54088849
0.57709807
0.52015585
0.50095487
0.53494644
0.55880898
0.46922785
0.4933953
0.55358213
0.52028137
0.56630814
0.56202334
0.60557765
0.55044562
0.54984188
0.54103559
0.50477046
0.55020171
0.51647133
0.51750642
0.49952152
0.52636015
0.5034858
0.48882377
0.49138612
0.54129887
0.52773845
0.53948635
0.52629268
0.5587002
0.56659424
0.5720374
0.54311162
0.55635136
0.59245777
0.54461586
0.53447974
0.58512783
0.54107976
0.54672629
0.52936178
0.59893942
0.5639475
0.57128453
0.54997402
0.60937434
0.59550965
0.5895831
0.60259205
0.67151356
0.63661885
0.67656761
0.62769747
0.58974653
0.54580432
0.56408435
0.52999806
0.51742429
0.48007357
0.52937156
0.53900141
0.57611597
0.53359789
0.5570035
0.59310454
0.61897653
0.59084094
0.63423735
0.58619255
0.55132717
0.5899204
0.63597506
0.55252153
0.57021487
0.57666999
0.55673277
0.55908698
0.56477535
0.56968749
0.63702351
0.64090437
0.62397277
0.61678749
0.62604761
0.63696265
0.57538986
0.57370538
0.62794089
0.59285516
0.60934526
0.63340855
0.59797966
0.61710185
0.61188793
0.61178499
0.60493845
0.5848186
0.60222667
0.60591215
0.6102525
0.5631898
0.59881788
0.59261417
0.58899325
0.60494637
0.60865825
0.63811469
0.5457443
0.57650375
0.59904987
0.58017921
0.56723714
0.55006564
0.5895164
0.5901705
0.58362764
0.57423222
0.61875701
0.57683593
0.64612359
0.57341158
0.50484359
0.50732416
