stayhome_pooled_pooled_n
34678
15281
2988
47347
31076
5088
65262
4902
3442
23582
26079
96494
3395
8897
24735
2413
1962
23065
2951
4780
37457
44402
21941
13426
84779
3639
13993
36454
92173
6864
9193
15531
74307
46349
7840
35247
7406
10633
2269
2632
39074
7202
3314
1222
4797
6237
100416
20210
56679
13579
25679
38514
18556
1225
1926
38428
5038
1415
1446
11584
6335
45814
2470
6025
7394
6617
1720
3271
4976
6390
5504
8044
9455
14443
6497
2889
12616
7952
3656
87234
9081
11786
5957
13190
89131
9782
10259
19077
37042
18985
14469
5659
6562
33877
5997
2319
12900
27001
153677
41059
47844
250051
98507
44143
45149
129058
39386
92663
9080
24589
18713
17045
52017
4053
45511
60093
40208
2465
1992
2466
15562
7101
6363
9393
5900
30061
28644
5931
4897
4813
250201
9797
13174
5553
18268
9619
34344
23759
3562
8782
26689
14772
2376
4236
12729
3088
16763
10674
6631
6360
8500
70486
16939
3622
51376
40903
4443
28673
4889
9860
1045
3574
22340
172192
2793
316360
9151
9365
3781
26134
358788
36218
10771
45103
10008
4596
39795
103013
12128
6684
7442
8467
94921
9331
8407
147211
3281
11592
35992
2358
5726
16693
79846
3681
5554
12982
21824
23471
67379
8884
53575
31961
10716
15589
29858
46979
111459
12407
18650
24855
17592
29517
3879
3875
57934
54579
36507
184413
13779
14690
8760
12706
15660
8554
117157
26817
19031
28206
163269
59122
47904
27791
2501
14223
2200
7493
2701
19387
1430
7053
20051
10895
12580
29378
8849
8514
17801
75716
10364
21139
156872
25009
14464
3298
17625
10271
7122
65716
13131
53096
16235
45848
82274
78086
55723
637520
78752
348280
368323
43229
30427
10319
1683
17990
1725
4465
45274
19497
5553
15404
96766
446
293
280369
84265
7707
42894
212596
10544
3881
3073
2136
5013
7452
5010
6568
2826
13717
10304
23376
213304
3982
11614
20266
6344
6959
6379
9607
18781
2771
15274
20056
11729
17550
46303
25784
5590
33150
24968
17939
10571
43033
14588
7225
8089
15958
27819
11292
10676
32714
6394
43258
48767
126971
11376
535701
51174
8528
10050
184560
2881
6253
21096
30844
11951
3554
5927
4859
3483
4057
11008
7848
9922
2117
11259
16935
2294
12612
4249
7092
11812
1648
23155
177
1000
4721
3952
1903
1117
830
2478
2265
9462
176
492
192
1313
590
575
6412
1017
96
56
202
569
42
429
299
586
1019
2323
1376
2009
3273
1330
16819
3641
1637
1349
166
549
4120
8309
2304
2448
9726
15918
1265
3334
213
10886
6995
1179
758
433
881
3912
2387
1820
1127
642
407
1963
220
7900
5005
5947
5784
5744
4818
4955
9040
45484
3230
3341
4726
14581
168
134
47
161
6126
9706
1637
737
5270
5983
3476
2285
7267
16609
1951
24419
3593
4219
69883
3526
1348
128
535
1010
3676
54358
303
285
14393
1525
742
636
516
925
1399
806
296
1669
4235
4192
1010
5354
115
2118
36563
173732
1820
60
3476
4317
7199
3597
875
462
1816
904
1032
5995
2146
1677
13053
25551
44146
7097
4545
4730
4361
12379
9853
137535
12572
6990
2669
1433
22282
5498
31720
8985
19621
4115
8631
20173
9184
25240
5581
66733
3482
1850
7637
72054
6236
503
3496
76
9596
320
7343
22952
6949
2449
20029
4574
560
412
34
4521
4356
1327
772
2715
1356
1410
2551
12115
2945
1228
84777
3369
134890
2843
4487
64
24871
2840
1230
907
1457
1251
15750
64871
41126
12541
26926
325127
34691
11122
5330
9945
1526
349
2273
4008
3713
4284
1638
2320
16091
610
823
12451
1858
332
1732
4121
3498
19701
5864
28907
142864
240339
12249
27961
20657
15187
14477
4001
554
6811
3882
4726
83873
4024
11352
13354
5036
95
26700
263
33
208
301
179
886
2413
787
1033
682
204
97
7613
1505
1338
8195
1015
3176
1300
2711
3359
1087
24
315
12503
75
726
5926
5528
4247
527
1251
7990
9581
4312
1144
7178
54
47026
2104
7090
2662
10330
711
343
2654
54834
920
217582
2287
67819
15010
748
12306
18291
2113
8400
4785
9666
4183
39035
5389
435
11888
3825
746
2051
61
38936
136686
16062
27464
777
507
2454
3138
1449
7905
9713
436
618
16333
7547
19050
2757
11418
56934
52034
99084
26890
179480
158346
4208
1561
918
33226
37976
283407
104012
113
1443
185030
22160
41973
980850
6452
3967
6183
7204
42785
5306
15863
129133
4577
67529
4738
18420
26368
3534
493
11695
99
375
574
11893
6159
249498
