has_dad_black_male_mean
0.6591664
0.62526429
0.52803648
0.55456531
0.51310986
0.61545509
0.5374639
0.68527895
0.4885121
0.53785247
0.53187746
0.50889772
0.61673075
0.55038685
0.51931983
""
""
0.54268694
0.73887575
0.51572013
0.54226255
0.59771472
0.53622806
0.50479239
0.54291284
0.52058375
0.60209596
0.5917092
0.56603408
0.58183593
0.63859266
0.55905503
0.54326868
0.58485019
0.56400549
0.56689668
0.55460548
0.51751363
0.53850496
0.53988791
0.52021426
0.56701535
0.53902233
0.64752638
0.55800927
0.504978
0.52157658
0.63944316
0.56394708
0.54713106
0.63580114
0.62825179
0.50874579
0.54033947
0.50360173
0.52089304
0.52603728
0.67390424
0.55583423
0.53887016
0.57664931
0.50631219
0.55520511
0.58501458
0.70448017
0.52129793
""
0.73339194
0.76290059
0.85107446
0.52855653
0.52654248
0.50240195
0.51590693
0.48995793
0.54461288
0.53842562
0.56655103
0.64208549
0.47711164
0.52282161
0.53878027
0.6648643
0.55509359
0.52171612
0.57058072
0.55872947
0.61545473
0.5676136
0.54544032
0.57618934
0.60460997
0.45599067
0.48924148
0.74206078
""
0.61137152
0.53059441
0.48812401
0.5292303
0.46652183
0.53698528
0.55531216
0.51865667
0.58168572
0.52844584
0.50151736
0.53375185
0.55742759
0.55187047
0.47612697
0.60894632
0.56838888
0.6067977
0.58106357
0.54026276
0.57384568
0.53850573
0.48196322
0.54572958
0.51268256
0.53344506
0.49612871
0.70128214
0.55461073
0.52456999
0.55239052
0.53645581
0.49654874
0.51942402
0.51860356
0.48326835
0.48479709
0.57013959
0.52636802
0.49547035
0.52328473
0.57080191
0.49625888
0.50127459
0.49700272
0.57461029
0.53338456
0.51741326
0.50563228
0.52922225
0.55229807
0.51536202
0.53252918
0.54569811
0.59840536
0.51178825
0.51719767
0.57897145
0.55339801
0.53823489
0.55162418
0.52237296
0.49083737
0.6555208
0.70014739
0.6611343
0.69958812
0.47631717
0.5867399
0.55686218
0.81251484
0.8593964
""
0.59506339
0.45894355
0.55436569
0.54355597
0.50047189
0.5833962
0.66128355
0.52164924
0.44777647
0.79528689
""
0.76022762
0.76092291
0.51169521
0.71396816
0.50681776
0.48615122
0.61221337
0.72248977
0.47713467
0.70231605
0.62115651
0.74876785
0.45690191
0.64259851
0.51883715
0.57705665
0.64864868
0.55966377
0.46421587
0.72085446
0.47332308
0.55835563
0.8307752
0.59925991
0.5173282
0.48285082
0.47228521
0.63443387
0.65218586
0.56301171
0.60112947
0.52488798
""
0.71429235
0.52602243
0.54076499
0.54404485
0.49396199
