somecoll_pooled_pooled_mean
0.65479028
0.55790561
0.60965109
0.66227579
0.72647309
0.64495599
0.69266462
0.65841436
0.5988729
0.6477524
0.63498867
0.70478481
0.68217289
0.64851379
0.66701502
0.66373408
0.66937232
0.72327936
0.68109304
0.53287286
0.6279887
0.67040843
0.71661317
0.65117615
0.76235896
0.60831463
0.68668824
0.70401615
0.68521613
0.71500576
0.64569581
0.68963927
0.70657283
0.72654742
0.62288481
0.65246308
0.623321
0.67378402
0.6196053
0.56415552
0.69858259
0.6006515
0.67339849
0.56809384
0.66486728
0.61879325
0.69180381
0.54729038
0.67766625
0.57696623
0.61546987
0.60358298
0.58563924
0.48698035
0.70076185
0.60656434
0.63475221
0.55565804
0.62546188
0.63326323
0.64576638
0.67330229
0.63104361
0.58919293
0.60711604
0.62846941
0.60045326
0.67819118
0.58796352
0.59396148
0.59281516
0.63418806
0.58389032
0.6187399
0.54461217
0.56461239
0.62960255
0.60156101
0.62868017
0.64373332
0.55124176
0.64730281
0.57104427
0.58592027
0.6666171
0.5942933
0.57632446
0.63436222
0.6897288
0.63251281
0.64968872
0.54520553
0.55533576
0.66128647
0.54634351
0.60850024
0.57065266
0.58903521
0.66763854
0.59598142
0.65800738
0.700396
0.68661225
0.65488416
0.72245502
0.68437338
0.6660074
0.65269965
0.58502609
0.61022997
0.70947194
0.61424309
0.70984966
0.61661887
0.65564364
0.68301082
0.680848
0.49697646
0.60513008
0.59946936
0.62012982
0.57192671
0.65024495
0.62513345
0.6308288
0.6547007
0.67049372
0.61908036
0.57381803
0.56562269
0.7239942
0.58512646
0.65956372
0.5713324
0.60850471
0.61812145
0.60986292
0.64641863
0.57847512
0.69281936
0.6969434
0.65722007
0.63775319
0.64377618
0.63267237
0.60084397
0.65595353
0.67088407
0.62398452
0.66259539
0.64629078
0.69397354
0.6355527
0.59706527
0.67826164
0.64853472
0.61305821
0.63627493
0.59644336
0.68474966
0.59760743
0.67129695
0.6802879
0.70906007
0.63946348
0.78292471
0.75391984
0.72318947
0.66291326
0.67675638
0.73968071
0.77150148
0.66710669
0.70580423
0.6221236
0.69486368
0.70461565
0.69375676
0.67930961
0.68308371
0.69522732
0.66332352
0.69126469
0.6057086
0.61705172
0.71214551
0.60687828
0.64623928
0.70526344
0.57647163
0.62200588
0.63457137
0.70543545
0.61530972
0.6226818
0.66616648
0.68778324
0.70058131
0.72500193
0.6540485
0.68426454
0.59156948
0.62412393
0.67208266
0.63091886
0.69784576
0.70446807
0.641563
0.66332698
0.67582852
0.64945757
0.72297245
0.72822368
0.6915527
0.71756327
0.64383668
0.69181556
0.73082554
0.70221555
0.64952064
0.72637796
0.73372519
0.609779
0.66128027
0.69718134
0.64770138
0.64538985
0.6568495
0.76304609
0.68212026
0.660546
0.70977205
0.59341764
0.71344519
0.67850971
0.65869319
0.63864094
0.68223763
0.56365848
0.64429522
0.68289787
0.61211383
0.61451036
0.60316318
0.62590712
0.66428345
0.65773833
0.74862808
0.69036013
0.73185861
0.76704317
0.67456108
0.64499253
0.68215662
0.68060142
0.68679136
0.67334479
0.78140914
0.59878826
0.71776652
0.61744821
0.7363236
0.62999076
0.64362144
0.7651521
0.768933
0.78559017
0.80563927
0.74494666
0.68633068
0.63873267
0.66442424
0.62039977
0.68629199
0.64099729
0.69991255
0.71884781
0.69738084
0.6466288
0.6927374
0.73649687
0.84550548
0.75355244
0.7990194
0.74825197
0.68322361
0.73481107
0.78942561
0.71965027
0.70486122
0.71007353
0.76274258
0.70451105
0.66671473
0.67091632
0.72887468
0.82387161
0.75693655
0.75025016
0.74195081
0.78886074
0.64564782
0.72518653
0.75507277
0.74533039
0.78521955
0.76315117
0.73852807
0.76861513
0.7541573
0.76947039
0.76604444
0.73264891
0.71723223
0.70154184
0.72565633
0.66263735
0.69640905
0.71992409
0.7147271
0.71118468
0.74563146
0.78537232
0.6918872
0.72362649
0.73862571
0.72172594
0.75395113
0.72551405
0.75016367
0.76320159
0.73122591
0.70032275
0.74004668
0.70746368
0.76800841
0.711371
0.66271842
0.61392474
0.75498664
0.63167715
0.65225923
0.72571927
0.73217136
0.68897426
0.60716069
0.61594933
0.57473052
0.57746613
0.66091114
0.65821958
0.63692063
0.70544362
0.75398821
0.72320563
0.70463204
0.6945861
0.64323831
0.58164078
0.55219525
0.59836143
0.71958315
0.75394535
0.74949294
0.75418115
0.65538812
0.68484437
0.63542265
0.60059637
0.60834235
0.73185253
0.65746504
0.80326653
0.7147693
0.79334265
0.77269667
0.72965342
0.81806296
0.79431236
