marr_29_black_female_n
499.0
731.0
610.0
151.0
37.0
379.0
505.0
1389.0
809.0
52.0
201.0
320.0
640.0
72.0
41.0
425.0
428.0
292.0
135.0
268.0
151.0
39.0
704.0
1547.0
42.0
702.0
515.0
812.0
99.0
60.0
118.0
421.0
455.0
330.0
1286.0
83.0
13291.0
57.0
458.0
251.0
1184.0
431.0
533.0
831.0
3017.0
579.0
25.0
61.0
6969.0
348.0
5946.0
695.0
378.0
485.0
546.0
211.0
1049.0
208.0
550.0
425.0
1322.0
541.0
2415.0
187.0
193.0
386.0
""
""
""
858.0
""
""
""
""
374.0
""
""
""
""
""
""
""
""
27.0
""
""
""
""
""
""
""
""
""
""
""
""
""
399.0
73.0
""
""
""
""
5548.0
69.0
38.0
1189.0
209.0
""
50.0
152.0
359.0
279.0
""
67.0
""
174.0
46.0
""
411.0
284.0
""
""
38.0
364.0
125.0
339.0
57.0
1374.0
223.0
142.0
427.0
261.0
334.0
""
""
401.0
27.0
""
364.0
176.0
163.0
49.0
""
146.0
2323.0
22.0
104.0
""
303.0
148.0
122.0
""
255.0
""
""
578.0
1035.0
227.0
""
154.0
""
593.0
""
793.0
""
98.0
""
70.0
33.0
6584.0
""
656.0
155.0
""
""
474.0
35.0
""
""
786.0
""
153.0
124.0
123.0
""
9076.0
""
""
106.0
""
""
4573.0
""
58.0
1705.0
""
31.0
128.0
""
1645.0
304.0
28.0
""
35402.0
176.0
239.0
""
""
461.0
""
""
610.0
104.0
24.0
2377.0
155.0
""
5115.0
5509.0
26.0
8338.0
6790.0
2407.0
1837.0
146.0
1532.0
403.0
2494.0
111.0
68.0
""
30.0
3197.0
314.0
653.0
91.0
20.0
""
271.0
""
850.0
191.0
119.0
912.0
""
2509.0
""
""
""
110.0
23.0
""
""
""
""
""
""
""
""
3288.0
""
130.0
""
""
2252.0
26.0
""
""
""
""
""
""
""
315.0
""
""
""
""
100.0
""
""
""
38.0
""
""
""
""
""
""
""
""
""
""
""
108.0
""
""
""
""
""
""
""
""
""
""
57.0
""
4131.0
4271.0
95.0
344.0
3905.0
627.0
149.0
88.0
1427.0
5119.0
1153.0
16144.0
1989.0
118.0
974.0
151.0
2339.0
18668.0
61.0
401.0
153.0
835.0
664.0
497.0
152.0
35.0
11404.0
3370.0
219.0
51.0
1333.0
""
23.0
86.0
131.0
50.0
189.0
384.0
442.0
7844.0
30.0
569.0
468.0
236.0
""
1061.0
1828.0
2949.0
162.0
32.0
277.0
1303.0
1517.0
316.0
24517.0
220.0
241.0
974.0
116.0
9250.0
995.0
9115.0
583.0
4203.0
3726.0
615.0
454.0
2070.0
329.0
858.0
2286.0
209.0
199.0
154.0
97.0
2181.0
112.0
126.0
99.0
184.0
41.0
102.0
39.0
818.0
36.0
246.0
370.0
348.0
96.0
3771.0
131.0
24.0
327.0
154.0
591.0
597.0
278.0
63.0
411.0
107.0
754.0
42.0
77.0
4863.0
547.0
77.0
298.0
1455.0
88.0
8163.0
99.0
5655.0
428.0
526.0
808.0
247.0
940.0
135.0
502.0
""
""
436.0
20892.0
221.0
289.0
3062.0
1380.0
236.0
""
218.0
301.0
333.0
141.0
""
852.0
589.0
70.0
96.0
18349.0
""
""
1043.0
95.0
302.0
345.0
4894.0
37.0
527.0
332.0
73.0
237.0
197.0
67.0
1798.0
1805.0
178.0
174.0
145.0
100.0
377.0
172.0
122.0
348.0
243.0
89.0
822.0
194.0
1632.0
139.0
124.0
1630.0
""
438.0
134.0
286.0
113.0
114.0
372.0
81.0
578.0
254.0
52.0
249.0
""
4843.0
928.0
111.0
94.0
525.0
496.0
""
92.0
75.0
235.0
113.0
290.0
40.0
""
209.0
5766.0
1006.0
32.0
313.0
140.0
1060.0
134.0
117.0
690.0
161.0
54.0
158.0
118.0
161.0
297.0
824.0
594.0
380.0
""
118.0
1018.0
207.0
220.0
""
404.0
124.0
461.0
550.0
201.0
531.0
303.0
55.0
40.0
21.0
179.0
71.0
231.0
163.0
360.0
27.0
1665.0
""
28.0
105.0
""
26.0
""
""
""
""
""
""
27.0
""
""
""
37.0
""
""
""
""
""
58.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
133.0
166.0
24.0
38.0
""
""
""
""
""
1009.0
""
""
""
32.0
45.0
58777.0
""
""
110.0
""
""
2131.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
45.0
""
291.0
""
136.0
""
""
""
1579.0
921.0
98.0
125.0
2544.0
55.0
""
29.0
21.0
22.0
25.0
120.0
490.0
891.0
30.0
1105.0
93.0
""
""
49.0
""
""
""
""
73.0
""
24.0
1622.0
31.0
""
""
""
120.0
""
68.0
""
592.0
4079.0
41.0
1063.0
""
""
""
""
244.0
36.0
""
451.0
""
""
""
""
""
44.0
3451.0
69.0
1631.0
""
""
2166.0
74.0
""
""
21.0
""
""
""
438.0
""
""
""
""
24.0
""
""
427.0
""
585.0
23.0
206.0
""
""
""
48.0
316.0
""
232.0
40.0
""
132.0
26.0
299.0
""
""
""
""
20.0
""
48.0
24.0
44.0
""
6581.0
580.0
""
548.0
10219.0
""
""
52.0
