stayhome_pooled_female_p50
0.092010714
0.18596773
0.10775998
0.081125967
0.075171709
0.1622788
0.14605401
0.084895678
0.089326635
0.15006541
0.10170541
0.15067096
0.13068323
0.21044718
0.116028
0.075109743
0.14293508
0.11762852
0.13251424
0.080176383
0.1382795
0.13049403
0.15875281
0.1821963
0.18848816
0.12459537
0.081271142
0.18553375
0.14528337
0.16288437
0.11558494
0.15523662
0.18027622
0.10927899
0.081048295
0.090849049
0.17371152
0.12130916
""
0.14871512
0.15525727
0.12087566
0.15832193
0.092714198
0.081816867
0.032362904
0.14771356
0.11871526
0.16011763
0.155341
0.11028299
0.091220059
0.088580042
0.10161442
0.10077693
0.11327536
0.13623571
0.092644013
0.15151389
0.096609794
0.098950416
0.090535775
0.12164485
0.1130419
0.056791093
0.0015671077
0.071141452
0.10277349
0.1437071
0.091734141
0.15539551
0.15190372
0.2026695
0.15605573
0.14259197
0.1557986
0.17786263
0.10512903
0.27315041
0.1601533
0.25052392
0.11456924
0.15451859
0.0584604
0.084292717
0.1078716
0.13097149
0.11708769
0.13897169
0.09239354
0.059882294
0.087793812
0.085763603
0.10638089
0.12763077
0.10547363
0.31634149
0.084600084
0.16158134
0.077131473
0.058137324
0.085080199
0.11846213
0.10442138
0.10615858
""
0.085453749
0.12907726
0.14974663
0.14871691
0.15462936
0.13501897
0.17405748
0.12107374
0.14291094
0.12421666
0.07448148
0.066468164
0.094561651
0.12438001
0.099387847
0.11264627
0.1065821
0.091825917
0.18100192
0.18754764
0.11577822
0.07545577
0.1726446
0.11309398
0.07156197
0.09821105
0.064053521
0.13061316
0.1907717
0.12035071
0.085970543
0.17674939
0.13927987
0.1820371
0.10267738
0.026813915
0.12346051
0.12366416
0.11403251
0.14829005
0.069712415
0.15190633
0.11418811
0.075036861
0.11714401
0.13513207
0.1012996
0.077767469
0.079389952
0.095071413
0.10969285
0.041077469
0.097162202
0.09379711
0.12259408
0.067943834
0.10097243
0.12370902
0.12176407
0.077570386
0.17904963
0.05744784
0.094557211
0.071797527
0.1459264
0.086895943
0.11264987
0.11524531
0.095863916
0.12551972
0.16201937
0.14982428
0.095869638
0.15763511
0.069626398
0.071616441
0.043049708
0.092603087
0.13446432
0.13108404
0.12283205
0.094616309
0.068681791
0.14408484
0.14194699
0.11361711
0.12558399
0.11360965
0.05166791
0.09036126
0.10234229
0.16284123
0.18073656
0.012958628
0.080530077
0.18244749
0.0090271989
0.034838803
0.10858143
0.067031793
0.15653792
0.11172365
0.084634975
0.063112214
0.055504609
0.093310967
0.073193744
0.099669337
0.093643643
0.14094217
0.14185593
0.11531971
0.079343334
0.050523367
0.12193167
0.056222569
0.097623058
0.057157468
0.11947858
0.093243428
0.058084179
0.038462531
0.14318003
0.058904372
0.16706283
0.24553333
0.11850238
0.093820564
0.1312656
0.095576704
0.094803311
0.10318933
0.17465103
0.10849705
0.071567334
0.10992249
0.16029805
0.021982117
0.11142465
0.10344596
0.15781276
0.059955731
0.080219403
0.13125835
0.21405989
0.010325962
0.073991016
0.1326564
0.080837563
0.10258375
0.097853728
0.066070154
0.090526223
0.10734712
0.11520019
0.18318082
0.1351364
0.12888761
0.12739328
0.0067644813
0.11731916
0.1040495
0.095814288
0.075792894
0.091511987
0.099927068
0.089493923
0.13123326
0.10301401
0.14851429
0.15356064
