hs_natam_pooled_n
""
""
""
29.0
""
""
62.0
""
""
""
20.0
107.0
""
""
""
""
59.0
23.0
""
42.0
39.0
737.0
68.0
""
80.0
21.0
37.0
34.0
85.0
""
""
""
69.0
36.0
35.0
37.0
""
""
""
""
31.0
""
""
""
""
""
88.0
163.0
24.0
29.0
46.0
22.0
""
""
""
52.0
""
39.0
""
""
""
56.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
42.0
""
""
""
""
65.0
""
""
23.0
139.0
53.0
""
""
""
28.0
""
""
""
""
70.0
30.0
25.0
95.0
57.0
""
33.0
78.0
22.0
63.0
""
""
""
""
28.0
""
38.0
31.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
97.0
""
""
""
""
""
""
23.0
""
""
""
23.0
""
""
""
""
21.0
86.0
""
""
""
34.0
""
""
81.0
66.0
20.0
""
""
""
""
""
""
100.0
""
194.0
89.0
47.0
260.0
26.0
310.0
51.0
66.0
58.0
25.0
""
55.0
144.0
53.0
80.0
""
""
31.0
""
""
52.0
""
""
""
""
""
""
38.0
""
""
""
""
""
45.0
""
41.0
29.0
""
""
20.0
26.0
51.0
""
""
""
""
21.0
""
""
25.0
22.0
""
59.0
""
""
""
""
""
""
66.0
""
""
""
47.0
25.0
29.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
72.0
""
""
191.0
""
71.0
""
31.0
29.0
""
27.0
""
""
""
""
38.0
28.0
""
198.0
""
104.0
113.0
""
34.0
""
""
42.0
26.0
31.0
40.0
""
""
""
74.0
""
""
116.0
36.0
""
""
125.0
""
83.0
53.0
""
50.0
106.0
33.0
""
""
""
""
56.0
405.0
31.0
118.0
29.0
""
""
""
39.0
""
""
""
""
""
""
107.0
134.0
146.0
72.0
42.0
34.0
""
35.0
""
""
""
""
""
""
""
32.0
""
22.0
29.0
145.0
""
173.0
25.0
""
""
100.0
""
""
""
20.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
175.0
""
""
""
""
""
""
""
""
""
74.0
""
""
""
97.0
""
136.0
32.0
""
""
""
""
""
""
56.0
""
""
""
""
36.0
""
43.0
""
83.0
""
""
89.0
73.0
23.0
41.0
274.0
""
""
55.0
60.0
""
""
""
""
""
""
""
""
""
28.0
""
""
42.0
62.0
""
48.0
""
""
""
""
""
""
""
""
""
29.0
""
""
""
187.0
63.0
""
""
67.0
""
""
""
97.0
""
""
""
""
""
57.0
66.0
41.0
""
""
86.0
""
""
""
""
""
""
68.0
""
""
21.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
46.0
247.0
""
""
""
""
""
""
""
""
""
""
""
""
33.0
""
25.0
125.0
137.0
""
26.0
""
""
240.0
""
159.0
20.0
""
""
""
24.0
""
61.0
""
281.0
""
35.0
637.0
923.0
334.0
100.0
1929.0
219.0
""
86.0
67.0
61.0
""
""
""
""
""
""
28.0
""
""
27.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
58.0
""
76.0
""
""
""
24.0
""
""
""
""
""
""
""
26.0
""
32.0
215.0
57.0
""
""
""
""
""
""
""
""
""
""
""
21.0
""
""
20.0
""
""
""
""
""
20.0
""
25.0
163.0
309.0
30.0
27.0
25.0
23.0
217.0
20.0
""
244.0
55.0
168.0
1260.0
307.0
149.0
""
234.0
28.0
452.0
""
""
164.0
183.0
86.0
24.0
60.0
37.0
61.0
542.0
126.0
""
218.0
130.0
116.0
71.0
""
""
""
90.0
102.0
""
""
43.0
113.0
""
""
25.0
23.0
""
""
""
108.0
56.0
""
""
21.0
""
39.0
""
""
""
163.0
""
""
""
778.0
28.0
947.0
81.0
409.0
21.0
""
957.0
484.0
98.0
1320.0
""
""
""
60.0
""
""
44.0
""
""
""
""
42.0
192.0
22.0
104.0
""
""
""
33.0
""
""
78.0
""
""
73.0
101.0
49.0
35.0
59.0
78.0
81.0
210.0
94.0
266.0
125.0
76.0
""
""
195.0
103.0
228.0
208.0
""
53.0
236.0
70.0
53.0
783.0
43.0
""
""
""
133.0
98.0
85.0
234.0
41.0
186.0
30.0
133.0
83.0
""
""
38.0
""
""
""
122.0
71.0
744.0
