kfr_stycz_asian_male_p50
""
""
""
""
""
""
""
0.48641536
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.30307618
""
0.49580842
""
""
""
0.34224927
""
""
""
0.51425958
""
""
""
0.50506979
""
0.48562822
""
""
""
""
""
""
""
0.50275552
""
""
""
0.43312013
""
""
""
""
""
""
0.40314215
""
""
""
""
0.52209336
""
""
0.38002315
""
0.40231034
0.2863254
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.4444215
0.52342623
""
""
""
""
0.51080108
0.46917754
""
0.44024044
0.43849462
""
0.43988544
0.35651994
""
""
""
0.47490442
""
""
""
""
""
""
""
""
""
""
""
""
0.4484995
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.47151652
""
""
0.46073923
""
""
0.36801392
""
""
""
""
""
0.44325566
""
""
""
0.58868831
""
""
0.47466439
""
""
0.55706829
""
0.4884817
0.49152565
0.56911027
0.29592893
0.52900165
""
0.49378556
0.46143171
""
""
0.54785615
0.490554
0.56974244
""
""
0.45824954
""
""
0.489916
0.53504401
0.37052661
0.54600728
0.48815241
""
0.52671379
0.50479949
0.63354284
0.52889836
0.51916528
0.58792347
0.4968957
0.55778402
0.56629628
0.49999961
0.56832093
0.49371198
0.41975352
""
""
0.54453814
0.48621002
0.48120087
0.53717577
""
""
0.46310365
""
0.53269142
0.52207196
0.47826254
0.48636532
""
0.50344747
""
""
""
0.52325851
0.4666492
""
""
""
""
""
""
""
""
0.46557745
""
0.52780783
""
""
0.44484046
""
""
""
""
""
""
""
""
0.51414537
""
""
""
""
0.40459263
""
""
""
0.51033604
""
""
""
""
""
""
""
""
""
""
""
0.48947966
""
""
""
""
""
""
""
""
""
""
0.53388512
""
0.55270016
0.52229828
0.49954239
0.56596285
0.52887177
0.47524089
0.53008765
0.40934062
0.52810144
0.52639973
0.50589496
0.53239733
0.39175555
""
0.38967243
""
0.46808252
0.49988431
""
0.45652768
0.40981627
0.47827151
0.42941654
""
""
""
0.4713636
0.41241723
0.42695329
""
""
""
""
""
""
""
""
0.39160174
""
0.50460011
""
""
""
""
""
0.46731293
0.42142773
0.40040448
""
""
""
0.42862037
0.41493335
0.48099959
0.47184122
0.57300693
""
0.39083606
""
0.50445634
0.422286
0.51874614
0.47090471
0.45312339
0.44414416
""
0.50139582
0.44116977
0.40656638
0.4382467
0.48515978
""
""
""
""
0.46517339
""
""
""
""
""
""
""
""
""
0.48272347
""
""
""
0.39064577
""
""
""
""
""
""
""
""
""
""
0.46301508
""
""
0.5424881
""
""
0.56390083
0.31811041
""
0.45613742
""
0.55113018
""
""
0.54036123
""
""
""
""
""
""
""
0.49035609
""
""
""
0.51662755
""
""
""
""
""
""
""
0.5504632
""
0.55154282
""
0.50087398
""
""
""
""
""
""
0.54864812
0.42448199
0.39847159
""
""
""
""
""
0.49750921
0.39885557
""
""
""
""
""
""
""
""
""
""
""
""
0.51964909
""
""
0.40829867
""
""
""
""
""
""
""
""
""
""
""
""
""
0.46482
""
""
""
0.59099525
""
""
""
""
