staytract_asian_male_mean_se
0.032642398
0.073402368
""
0.019889636
0.027313521
""
0.016030081
""
""
0.028157176
0.030625397
0.011418305
""
0.03281587
0.025187116
""
""
0.043291871
""
""
0.033515375
0.019866157
0.043120146
0.050094139
0.01140241
""
0.039153606
0.024573579
0.010427967
0.10015719
0.083244033
0.045105834
0.01386188
0.015963754
0.074564084
0.020182645
""
0.067313746
""
""
0.029864855
""
""
""
""
0.08210887
0.010815851
0.031288993
0.018399142
0.04682406
0.027535757
0.024614615
0.050672691
""
""
0.031333059
""
""
""
0.069248565
0.063571408
0.024054563
""
""
""
0.073571928
""
""
""
""
0.072199188
""
0.053042006
0.056955609
""
""
0.088893279
0.093115889
""
0.015302704
0.050913446
0.053272527
""
0.067981601
0.014971564
0.06706655
0.071971513
0.037432857
0.019935757
0.068469748
0.057006106
""
0.051277138
0.02408161
""
""
0.050320845
0.032243907
0.0096444413
0.021116765
0.02093409
0.0083105415
0.012938083
0.02059279
0.017977057
0.0092922114
0.024882356
0.011696897
0.066042207
0.025364893
0.02338884
0.054085169
0.019496452
""
0.020204758
0.023366269
0.017707998
""
""
0.10622893
0.041726444
0.088785872
0.073625572
0.03492168
0.065232471
0.025125884
0.028041102
0.081617884
0.073761299
0.08396396
0.0060277465
0.065323144
0.034140613
0.083228156
0.031581063
0.11541031
0.033966772
0.030524179
0.060861297
0.050878007
0.027937008
0.036103629
""
""
0.044783089
""
0.041697763
0.059377834
0.064636476
0.048960257
""
0.0216818
0.051630422
""
0.016495567
0.023309931
""
0.030605897
""
0.03623366
""
""
0.029913951
0.0078678513
""
0.0038523232
0.075542502
0.062962867
""
0.038486395
0.0058611524
0.018499153
0.056758001
0.027228884
0.037937921
""
0.022417502
0.014763421
0.043609753
0.053548805
""
0.080004774
0.015535319
0.1135153
0.047156546
0.013112076
""
0.098331146
0.024994811
""
""
0.040114373
0.018084744
""
""
0.068760112
0.040364388
0.033267125
0.019855063
0.069982581
0.017947027
0.030669577
0.078745142
0.056132406
0.030357175
0.022344567
0.013677699
0.047770955
0.048162822
0.030152066
0.048338581
0.04182253
""
""
0.019829437
0.030574579
0.03294437
0.0098110121
0.06089988
0.05405058
0.089595534
0.053883526
0.062553689
0.046210933
0.011610551
0.034894854
0.031828191
0.036592156
0.012149334
0.030280273
0.027306058
0.028014146
""
0.038941272
""
0.067314982
""
0.03995942
""
0.079373449
0.04612321
0.057358798
0.051556218
0.028271379
0.067431889
0.060294803
0.0360367
0.014572131
0.060387485
0.027325964
0.010015442
0.027449986
0.055235945
""
0.042528544
0.071242511
0.080636181
0.014998683
0.070627138
0.020925585
0.058160245
0.016196322
0.015351853
0.014860787
0.016249701
0.0025496767
0.011013927
0.003468324
0.0049895025
0.017134015
0.023365933
0.029730337
""
0.049759775
""
0.10157811
0.022076108
0.032363053
""
0.048530757
0.012286289
""
""
0.0053224307
0.016564587
0.067473665
0.020736061
0.0073056635
0.052586507
""
""
""
""
0.082545049
""
""
""
0.03822311
0.050793249
0.037622679
0.0059859026
""
0.036715116
0.024176659
