jail_white_female_n
1832.0
4528.0
499.0
524.0
1744.0
61.0
486.0
3759.0
804.0
658.0
1143.0
265.0
564.0
330.0
406.0
1399.0
1640.0
259.0
202.0
1098.0
334.0
2748.0
1607.0
671.0
1934.0
2208.0
863.0
3176.0
493.0
901.0
759.0
41.0
196.0
438.0
2642.0
1702.0
14697.0
391.0
2729.0
1008.0
2442.0
2139.0
112.0
117.0
7456.0
368.0
792.0
2934.0
9225.0
433.0
4893.0
3851.0
102.0
324.0
536.0
501.0
1203.0
2123.0
5427.0
59.0
2063.0
1100.0
3697.0
1990.0
307.0
110.0
747.0
""
""
8139.0
37.0
""
34.0
""
2839.0
35.0
30.0
897.0
1090.0
358.0
297.0
""
""
1433.0
45.0
20.0
""
34.0
64.0
207.0
""
97.0
117.0
32.0
""
29.0
231.0
2749.0
2717.0
1043.0
657.0
183.0
194.0
73067.0
4684.0
1424.0
17555.0
3434.0
163.0
4774.0
2069.0
581.0
647.0
1329.0
5593.0
1245.0
282.0
122.0
860.0
214.0
566.0
641.0
928.0
294.0
585.0
717.0
2610.0
2203.0
1235.0
514.0
170.0
354.0
474.0
2929.0
636.0
418.0
2905.0
554.0
1549.0
533.0
1073.0
341.0
1423.0
323.0
491.0
1776.0
714.0
123.0
598.0
157.0
267.0
326.0
805.0
2288.0
464.0
408.0
1292.0
1411.0
248.0
228.0
245.0
323.0
684.0
318.0
379.0
330.0
828.0
637.0
2063.0
202.0
9553.0
679.0
499.0
3452.0
307.0
259.0
4049.0
413.0
551.0
364.0
1254.0
617.0
5090.0
2471.0
165.0
567.0
19574.0
25.0
972.0
5864.0
909.0
352.0
20180.0
848.0
5422.0
12044.0
769.0
3444.0
943.0
495.0
14120.0
2341.0
1214.0
829.0
83198.0
2395.0
5425.0
518.0
2197.0
4127.0
237.0
124.0
5255.0
3121.0
3235.0
47019.0
9052.0
393.0
29515.0
27251.0
1086.0
31779.0
47496.0
4782.0
11122.0
6486.0
9953.0
7056.0
24654.0
5240.0
5884.0
53.0
1401.0
9067.0
12163.0
11114.0
2323.0
1908.0
196.0
6230.0
1651.0
17009.0
3580.0
1895.0
10740.0
381.0
18884.0
247.0
146.0
156.0
7982.0
2108.0
514.0
31.0
239.0
121.0
""
100.0
109.0
955.0
9195.0
23.0
7577.0
358.0
941.0
18988.0
1611.0
1655.0
133.0
65.0
373.0
""
156.0
25.0
20590.0
64.0
276.0
215.0
1410.0
9165.0
325.0
159.0
796.0
4702.0
""
669.0
707.0
1310.0
894.0
602.0
95.0
592.0
192.0
291.0
426.0
3251.0
276.0
265.0
245.0
88.0
""
54.0
108.0
131.0
849.0
228.0
5834.0
486.0
19586.0
21295.0
6455.0
4893.0
20010.0
8431.0
4898.0
3811.0
3712.0
12773.0
4153.0
2518.0
4756.0
771.0
5671.0
708.0
15327.0
28002.0
327.0
4517.0
3625.0
6587.0
5133.0
1458.0
554.0
287.0
20523.0
8659.0
1766.0
215.0
554.0
443.0
175.0
342.0
215.0
439.0
558.0
4439.0
2067.0
23719.0
541.0
3380.0
1131.0
284.0
188.0
6223.0
12157.0
5233.0
947.0
170.0
303.0
7343.0
6798.0
3732.0
13526.0
1935.0
2178.0
6487.0
1076.0
20123.0
5025.0
22852.0
11132.0
23142.0
13156.0
1618.0
4775.0
5556.0
4973.0
9281.0
13226.0
1097.0
1078.0
500.0
330.0
13044.0
773.0
1340.0
649.0
471.0
119.0
318.0
34.0
752.0
502.0
1531.0
2630.0
459.0
436.0
3122.0
282.0
313.0
348.0
920.0
1114.0
432.0
549.0
28.0
1519.0
189.0
2941.0
2093.0
203.0
5077.0
515.0
747.0
