hours_wk_black_male_mean
28.23769
""
""
22.908476
23.775782
20.218513
25.49082
""
""
26.295418
26.695276
26.135271
""
""
23.108147
""
""
23.844582
""
28.020174
26.515974
26.117031
27.714661
25.773996
27.120998
22.407892
24.3866
24.625298
26.964308
24.663977
23.136494
26.02903
27.070528
27.172329
24.900864
23.904551
25.064846
27.25132
23.75065
26.496321
28.033482
27.211319
28.591213
""
31.269402
23.57761
26.011164
25.456352
28.847311
26.050213
28.010204
29.487686
28.407368
23.300257
34.869606
24.814278
30.089575
""
""
24.349585
20.787979
25.616842
28.983469
""
""
""
""
""
""
""
25.269165
22.914402
21.68433
25.418833
19.93207
""
24.391306
33.555706
24.622282
24.770124
22.755102
23.033272
""
26.842016
26.222918
26.49078
29.841345
24.541338
26.63205
31.644024
26.91357
""
""
23.338364
""
""
""
29.743324
22.172937
22.887375
20.170462
25.574314
25.695257
23.313316
24.295
22.903311
24.215994
24.810671
20.327742
22.593914
22.989531
27.221861
26.519648
20.053772
28.730423
22.863014
27.906086
19.887188
26.659744
27.89109
21.189796
23.331018
23.935228
22.488792
22.059971
23.38698
25.32839
23.378691
28.194416
24.671638
25.212976
20.105631
28.501875
28.232342
27.932262
26.787134
24.668657
27.410307
20.508152
26.655552
23.094202
26.162708
29.264322
23.466267
23.503639
25.353741
24.921038
28.523336
24.720982
24.228834
25.278198
26.864597
24.96723
29.673855
21.703678
23.962624
23.343996
25.226265
27.927687
""
""
""
30.877886
25.847878
28.016439
29.06884
""
""
""
24.93449
23.252138
24.01717
""
22.39826
""
""
24.414909
23.250601
""
""
""
""
21.399307
""
""
24.77677
""
""
29.165514
""
""
31.547855
27.083361
""
""
27.417105
""
27.686007
21.807444
""
22.660997
24.127064
""
""
27.472412
21.384516
24.554712
""
""
24.827547
""
30.205271
""
""
23.962551
24.817884
23.56263
24.122316
""
""
""
""
""
""
24.674643
22.882189
""
""
25.485851
22.854317
28.640587
29.380613
""
""
""
33.146034
""
25.739935
""
""
""
""
28.222534
27.867491
""
""
24.309977
22.276388
""
31.760134
24.507927
32.77457
""
""
22.616434
""
""
22.139404
""
29.416737
""
33.243858
27.126221
26.713358
27.330465
27.149086
29.363829
27.285912
24.426552
20.319725
25.667971
27.086142
33.35033
""
""
""
""
""
""
""
29.318056
""
""
29.63835
37.118683
""
31.288435
26.058783
""
""
""
""
""
""
""
""
""
""
""
""
25.883728
""
""
""
""
""
""
""
23.776955
""
""
""
""
""
""
""
""
""
""
""
""
23.809196
""
""
""
29.227638
19.712507
""
""
18.908585
""
23.992601
22.098892
22.935768
23.292124
22.24851
27.013311
""
""
23.480152
""
""
17.159361
19.669485
""
""
""
""
""
""
22.115034
23.850695
25.104435
""
""
19.691015
""
21.43803
""
23.294262
19.922621
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
23.594494
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
29.014906
""
""
28.620203
""
""
""
""
""
""
26.278461
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
24.547985
""
""
""
""
""
""
""
""
""
""
""
""
""
""
37.241673
33.541119
25.147358
""
""
""
""
""
28.592455
25.824131
""
""
""
""
21.581545
""
""
""
""
""
""
21.496267
20.553358
""
""
28.725658
""
""
""
32.448437
""
""
""
""
""
""
""
21.713797
""
""
15.200988
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
24.813902
""
28.211569
""
""
""
30.917404
""
""
""
""
""
""
""
28.541168
24.583101
34.176582
25.188526
26.558376
22.429644
28.308733
""
""
""
""
""
""
""
""
""
30.598249
""
""
29.619755
""
""
""
""
""
23.895409
23.507847
27.20849
23.950567
25.737759
23.228617
23.436293
27.107557
24.542528
23.062412
""
""
""
""
""
27.573715
""
16.290863
22.704475
""
""
30.02527
""
""
""
""
""
""
""
""
""
""
""
""
32.292488
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
31.542183
""
""
""
""
""
""
""
29.415224
""
28.373661
""
26.976538
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
27.523895
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
26.006525
25.929014
22.44002
30.090824
22.249702
29.087191
""
""
""
""
42.675938
22.46497
25.456583
""
""
24.478781
""
28.165867
23.23205
""
""
""
""
28.602278
""
""
27.124174
""
""
""
""
""
""
""
""
""
""
""
""
""
29.358179
