working_asian_pooled_p1
0.58612257
0.63394564
1.3619686
0.65557832
0.62201977
0.86141253
0.50084794
0.67691213
""
0.66932011
0.69866484
0.64040071
""
0.73622102
0.79424012
0.7589373
""
0.82449114
""
0.66580302
0.75481123
0.68470615
0.54391783
0.66387892
0.64022291
0.40248051
0.73729712
0.76590574
0.76140141
0.91895443
0.40072882
0.70635676
0.66695881
0.66085982
0.59883583
0.51628476
1.0367343
0.68458623
""
""
0.71156865
0.30669281
""
""
""
0.38253903
0.63195866
0.47020096
0.57530057
0.19627638
0.44943124
0.60286272
0.84399933
""
""
0.57515627
0.96421301
""
""
0.43150452
0.73473477
0.71211469
""
0.8431859
0.57182854
0.62399882
""
-0.26778725
1.0065733
1.567242
0.50333136
0.65425086
0.47766963
0.78640956
0.87645417
""
0.75330848
1.0252845
""
0.59943366
0.72973543
0.54408604
1.1785898
0.75691152
0.61503953
0.46052352
0.44029471
0.69462043
0.72531062
0.83684981
0.39023873
1.4325211
0.88455808
0.74177587
1.1067241
""
0.70717233
0.63705999
0.59823656
0.67759258
0.60406852
0.66507137
0.73613721
0.67729831
0.67101079
0.64574629
0.72179168
0.60989708
0.72401929
0.65768969
0.70723403
0.71818334
0.62765723
""
0.69550979
0.65669471
0.69006407
""
""
0.59498668
0.70879346
0.70929182
0.46248716
0.6931203
0.42793384
0.67358238
0.62065935
0.58165652
1.0073138
0.59282148
0.56832057
0.80730152
0.79168105
0.46218204
0.42163005
0.61420572
0.59115529
0.74143869
0.89891291
0.77891701
0.67944187
0.7046904
""
0.71491182
0.91752642
""
0.59225661
0.55643612
0.82593101
0.40482411
0.86527538
0.68714529
0.69206816
""
0.51397324
0.64446533
1.0267466
0.67832732
0.73224252
0.66451031
""
0.94397742
0.70181018
0.66607052
""
0.70457929
0.84931433
0.72907639
-0.06422855
0.56090605
0.6538412
0.49631712
0.84402382
0.75269413
0.58642024
0.75772941
0.64661866
0.57886475
0.73026586
0.92433745
0.55040455
0.76747572
0.69862735
0.61470199
0.62826586
0.63820833
""
0.33747652
0.63717395
""
0.6935575
0.72807628
0.44131958
""
0.89555627
1.038188
0.82864875
0.94695109
0.69147223
0.58538455
0.76051033
0.71457326
0.90930235
0.6116842
0.65754968
0.51044387
0.53953469
0.42739618
0.59598356
0.77933758
0.876279
0.59235895
-0.18001685
0.71666324
0.77044356
0.63673162
0.70718098
0.70754546
0.69200373
0.50793028
0.46791306
0.74515969
0.84459603
0.42254916
0.68948257
0.89020795
0.52136987
0.71331906
0.74002647
0.64854079
0.70726764
0.56861222
""
0.45670795
""
1.0578595
""
0.70876163
""
0.36211827
0.39300007
0.71428937
0.8323034
0.69605744
1.027279
0.8662582
0.69928777
0.61245322
0.64670706
0.72660595
0.74080807
0.67784572
0.71600896
0.4831346
0.66903472
0.62562132
0.80841935
0.6831612
0.59126055
0.79460931
0.65280563
0.6946187
0.72870511
0.64915514
0.71691352
0.7082783
0.69498903
0.70952529
0.71134353
0.69298601
0.49560386
0.37897629
0.90880656
0.77526426
""
1.1289489
0.76497126
0.49370095
0.89671677
0.84481233
0.77703857
""
""
0.73732913
0.75337785
1.0346953
0.65221816
0.68975127
0.67328978
1.3072342
0.64839166
""
0.92757028
0.8297025
1.0109311
0.024492342
0.54998392
0.79428929
0.83736879
0.72334117
0.81534302
0.65710235
0.73988068
0.84524989
0.74816
0.58375639
0.62197083
0.60495478
0.66208923
""
0.83592814
0.66560733
0.54255593
0.88856965
0.7778132
0.83950317
0.82401139
0.8466379
0.78047997
0.82333094
0.52410334
