has_dad_other_female_p25
0.67477393
0.65258718
0.68115145
0.65634102
0.56116241
0.4613362
0.53219485
0.73626566
0.6120134
0.52403706
0.51592022
0.51466864
0.58209908
0.57348996
0.55353409
""
0.66457701
0.5356366
0.72212684
0.56004661
0.51453656
0.59500831
0.60088646
0.42592797
0.53443384
0.63141817
0.67351592
0.65276349
0.55806816
0.5554412
0.58778411
0.50900596
0.49978599
0.5364424
0.58643717
0.60369873
0.73970509
0.5201385
""
""
0.46392745
0.69487584
""
""
0.49935237
0.61313987
0.54974777
0.72343409
0.62485838
0.49624288
0.61350906
0.63779986
0.37253627
""
""
0.53414547
0.55304599
0.86398977
""
0.62290108
0.60223436
0.56317216
""
0.57502353
0.8379308
0.64887899
""
""
0.76659352
0.96019328
0.35819295
0.55749112
0.41555315
0.58150643
0.70633763
""
0.55759311
0.55919415
0.6721493
0.46586049
0.54139972
0.61112589
0.82863921
0.5301035
0.57220477
0.61126596
0.5534718
0.65824962
0.67563784
0.64710641
0.60736555
0.57095253
0.62717998
0.60212749
0.80626851
0.6995458
0.57467043
0.54841352
0.55792338
0.59727347
0.5372709
0.57823509
0.55160344
0.60096145
0.58360755
0.5954724
0.53528577
0.5589239
0.6054334
0.66266495
0.52379042
0.68735313
0.56366813
0.61039007
0.55134237
0.50067937
0.59935081
0.51919562
""
""
0.62953496
0.57640219
0.54592884
0.72500622
0.46959445
0.56373036
0.57529849
0.45427695
0.71351773
0.44103062
0.51501077
0.60097444
0.65215492
0.66361892
0.57666522
0.54956394
0.5150615
0.57357252
0.53843307
0.53253001
0.46045208
0.58062536
""
0.43882045
0.67088693
""
0.63246989
0.55412537
0.72755468
0.63101059
0.73254371
0.5749166
0.49702287
0.46906406
0.64628518
0.56465441
0.33005342
0.56949854
0.69689214
0.72910351
""
""
0.4947587
0.47740945
0.54058075
0.52767402
0.6814332
0.65784639
0.59252912
0.46008769
0.48245907
0.40818325
0.584993
0.55444539
0.6586026
0.6265564
0.46667078
0.46012709
0.55867153
0.57221627
0.69808435
0.76231784
0.49327663
0.53307956
0.5081566
0.4873502
0.79313666
0.60870624
0.52202231
""
0.54632837
0.716564
0.4724099
0.56354767
0.54322118
0.4862296
0.53259099
0.55129212
0.50938886
0.54269332
0.4851135
0.56881028
0.58766037
0.54214674
0.56032193
0.38965923
0.47603393
0.67955881
0.63379025
0.59579027
0.63243794
0.47637168
""
0.57683557
0.5267818
0.58465552
0.52759898
0.50043648
0.58047402
0.67341018
0.70745528
0.56302309
0.5599342
0.66210377
0.51481396
0.54585361
0.68392348
0.56366926
0.51150024
0.55686897
0.56641322
0.43592075
""
0.64310634
0.83838665
0.77798629
0.91466606
0.54509276
""
0.67716712
