stayhome_natam_male_p75_se
0.13398997
""
""
0.055690467
0.093524031
""
0.064403899
""
""
0.13020296
0.11040862
0.058964934
""
""
0.086904727
""
0.12516166
0.038942154
""
0.17202628
0.092374988
0.026351549
0.08075051
""
0.041265462
0.22616987
0.097262621
0.10209049
0.032259874
""
""
0.13617472
0.05993294
0.064351916
0.065319762
0.082437061
""
""
""
""
0.10233729
""
""
""
""
""
0.044844523
0.042841259
0.068955734
0.17798269
0.091707513
0.11733283
0.044394184
""
""
0.10013561
""
0.15778707
""
""
""
0.068308853
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.032665122
""
""
""
0.058655959
0.057062484
""
""
0.17823772
0.029708657
0.018033884
0.10368886
""
""
0.18286152
""
""
""
0.10895037
0.06127644
0.070537969
0.11813939
0.066356577
0.07443735
0.061168052
0.076450258
0.053728357
0.12502883
0.060078822
0.18095985
0.064303368
0.13998076
0.080577403
0.077529103
""
0.086040266
0.086513884
0.082061812
""
""
""
0.067193635
""
""
""
""
0.14926617
0.12200011
""
""
""
0.042896964
""
""
""
0.20050092
""
0.066582091
0.17806976
""
""
0.13902664
0.20595434
""
""
""
""
0.029457964
0.09829887
""
""
""
0.042411767
""
""
0.028898383
0.053325389
0.10613002
0.088249423
""
""
""
""
0.063345253
0.049962491
""
0.033013735
0.070649371
0.13555723
0.024691546
0.11425331
0.025815316
0.07201013
0.070690334
0.032565389
""
0.16562901
0.071347497
0.046108671
0.10826642
0.097014993
0.064464472
""
0.072207354
""
""
0.050765403
""
""
0.18528672
""
""
0.14178717
0.057248119
""
""
""
""
""
0.075864658
""
0.059132449
0.1313228
""
0.08085604
0.12240244
0.067540005
0.031791981
""
0.035315279
0.14100419
0.040039189
0.15579984
""
""
0.065851904
0.14444037
0.071585312
0.065795623
""
""
""
""
0.14666288
""
0.037525885
0.090614684
""
""
0.069087029
0.065431319
0.10350121
0.17084067
""
""
""
""
""
""
""
""
""
""
""
0.17029649
""
""
0.10967147
0.076969139
""
""
0.043990951
0.12376185
0.086053133
""
0.059277728
0.15382849
""
0.071534477
""
""
""
0.1808638
0.091403328
0.072632082
0.11426953
0.044856116
0.091595426
0.058274426
0.048876852
0.058962099
0.11700149
""
""
0.0944032
""
""
0.080080442
0.11448246
""
0.035896435
0.073360443
""
""
0.044106703
0.034081273
""
0.19916321
0.042712286
""
0.14023092
0.047499165
""
0.12254423
0.13731205
0.12128468
""
""
""
""
0.082559012
0.031066895
0.22160576
0.11685478
0.11378817
""
""
""
0.0924716
""
""
""
0.18743639
""
0.11196354
0.050095726
0.055057578
0.052238237
0.074118935
0.031042792
0.056980178
""
0.073429868
""
""
""
""
0.12896399
""
""
0.11317188
""
0.11852092
0.058220755
0.034913287
""
0.032765001
0.024780111
0.22807394
""
0.021782737
""
""
0.14338784
0.15273012
""
""
0.098074362
0.090910643
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.064536855
""
""
""
""
""
""
""
""
""
0.048308682
""
""
""
0.14688002
""
0.11193072
0.058871157
""
""
""
""
""
""
0.19630869
""
""
""
""
0.18020663
0.24787654
0.091590077
""
0.087581106
""
""
0.17235924
0.28807077
""
0.086610273
0.089162
""
""
0.1837444
0.12811846
""
""
""
""
""
""
""
""
0.11705143
0.074129686
""
""
0.26504365
0.19658437
""
0.11354642
""
0.18102588
""
""
""
""
""
""
""
0.11951432
""
""
""
0.078203276
0.21567397
""
""
0.24255604
0.074710757
0.15188751
""
0.060131013
""
""
""
""
""
0.097934939
0.2407883
0.12514627
""
""
0.05832601
""
""
""
""
""
""
0.063286521
""
""
0.11360866
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.063325368
0.034586605
""
""
""
""
""
""
""
""
""
""
""
""
0.19331856
""
0.030295542
0.056558155
0.041706469
0.04215391
0.041776597
0.17733207
""
0.034660667
0.046585564
0.032268565
0.037346486
0.078618839
""
""
0.096151866
""
0.095910132
0.048366122
0.037898369
""
0.085876502
0.031091388
0.026178785
0.041761212
0.077977605
0.011651586
0.073437035
""
0.084535241
0.073106892
0.12354471
""
""
""
0.083433799
""
0.16739811
0.10682279
""
""
0.031335883
""
""
""
""
""
""
""
""
""
""
