grad_hisp_male_p50
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.20752412
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.029223077
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.040491182
0.091931343
-0.035945073
0.048717283
""
""
0.038197737
0.031647533
""
0.044007275
0.055021338
0.080305107
0.070957795
0.05069188
""
""
""
0.028718313
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.01935683
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.041675966
""
""
0.0066477801
""
""
0.051781192
""
0.032876164
0.043303732
""
""
0.054792695
""
0.045139372
0.039779849
""
""
0.042603463
0.0092692804
0.10531315
""
0.037261982
0.048087057
""
""
0.035839751
0.021462088
""
0.043599464
0.018858278
""
0.040183436
0.035343792
0.0024669629
0.037856426
0.044755582
0.026976256
0.045492731
0.015781213
0.058277417
0.047384009
0.031750191
0.043694135
0.080948278
""
""
0.036496736
0.038791567
0.036842011
0.06640029
0.001854591
""
0.038138971
""
0.040243704
0.0066201822
0.031242292
0.047644328
""
0.011501059
""
""
""
0.062804341
0.11166779
""
""
""
""
""
""
""
""
0.034278024
""
0.093202472
""
""
0.052692685
""
""
""
""
""
""
""
""
0.03947904
""
""
""
""
0.076397784
-0.022057783
""
""
0.017386772
""
""
""
0.2386627
-0.00055083731
0.00017311668
""
""
""
""
""
0.065542057
""
""
""
""
""
""
""
""
""
""
0.022125144
""
0.035708491
0.064783394
""
""
0.09889774
0.052618615
""
-0.0090600764
0.078888953
0.060004208
""
0.044651087
""
""
""
""
0.13752599
0.091614045
""
""
""
""
0.12130775
""
""
""
0.018498797
0.30399987
""
""
""
""
""
""
""
""
0.031268526
0.058372416
0.058826931
0.072644316
""
""
""
""
""
0.0034500433
0.041467216
0.18493743
""
""
""
0.023130964
0.047822259
0.071470737
0.11036537
0.0045844144
""
0.028538708
0.0074261082
0.060264938
0.046721343
0.067282706
0.13896373
0.047362223
0.040616378
""
""
0.035476919
""
0.15531957
0.088106319
""
""
""
""
0.1018308
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.10877109
""
""
""
""
""
0.035196215
""
0.04061234
""
""
""
""
""
""
""
""
""
""
0.094620563
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.033535834
""
""
""
""
""
""
0.050072592
""
-0.015267516
""
""
""
""
""
""
0.10266893
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.10368988
""
""
""
""
""
""
""
""
""
""
""
""
""
""
-0.036804382
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.028849626
""
""
""
""
0.057380281
0.042490877
""
