kir_native_pooled_male_n
5468.0
2288.0
587.0
7209.0
4822.0
829.0
9742.0
836.0
547.0
3419.0
4016.0
13424.0
580.0
1543.0
3601.0
401.0
383.0
3542.0
482.0
871.0
5729.0
6531.0
3593.0
2060.0
12483.0
526.0
2389.0
5505.0
12464.0
1260.0
1433.0
2282.0
10299.0
6273.0
1416.0
4748.0
1190.0
1604.0
417.0
455.0
5747.0
1160.0
531.0
279.0
763.0
944.0
13554.0
2966.0
8192.0
2452.0
4524.0
5995.0
2984.0
225.0
454.0
6087.0
896.0
362.0
298.0
2105.0
1222.0
7296.0
571.0
1214.0
1349.0
1230.0
466.0
859.0
964.0
1204.0
850.0
1497.0
1698.0
2407.0
1106.0
527.0
2199.0
1601.0
646.0
11967.0
1658.0
1870.0
1167.0
2013.0
12703.0
1641.0
1891.0
2956.0
5563.0
3380.0
2533.0
986.0
1113.0
5065.0
976.0
395.0
1999.0
3726.0
18651.0
5285.0
5978.0
15427.0
10636.0
5143.0
5749.0
13359.0
4983.0
11413.0
1304.0
3066.0
2587.0
2440.0
7605.0
708.0
6228.0
8576.0
5631.0
454.0
324.0
428.0
2425.0
1095.0
901.0
1394.0
973.0
4154.0
3878.0
1025.0
807.0
948.0
29552.0
1492.0
1907.0
821.0
2633.0
1574.0
5200.0
3284.0
587.0
1283.0
3850.0
2027.0
426.0
634.0
1842.0
595.0
3841.0
1653.0
1145.0
1073.0
1611.0
10767.0
2453.0
697.0
6752.0
6030.0
775.0
4115.0
950.0
1677.0
299.0
783.0
3085.0
22357.0
455.0
36547.0
2269.0
2616.0
1160.0
5377.0
56078.0
6785.0
3117.0
10297.0
3160.0
1324.0
7306.0
18226.0
2996.0
2052.0
2067.0
2450.0
15236.0
1734.0
1479.0
22640.0
754.0
2074.0
5685.0
489.0
1022.0
2597.0
13405.0
647.0
1022.0
2400.0
4088.0
4723.0
11088.0
1695.0
9225.0
5821.0
1910.0
2531.0
5240.0
7705.0
15269.0
2043.0
3256.0
4596.0
2980.0
5146.0
938.0
718.0
8126.0
9095.0
5776.0
27545.0
2547.0
2778.0
1586.0
2573.0
2725.0
1651.0
17796.0
4401.0
4779.0
6780.0
29219.0
10206.0
10935.0
4021.0
699.0
2869.0
473.0
1542.0
666.0
3560.0
346.0
1689.0
3706.0
1827.0
1815.0
4585.0
1749.0
1361.0
2524.0
14154.0
2696.0
4190.0
24579.0
5677.0
4293.0
732.0
4083.0
2258.0
1567.0
11087.0
3185.0
10464.0
4511.0
6495.0
13613.0
13400.0
7793.0
50338.0
10187.0
35634.0
50374.0
6014.0
4647.0
1672.0
358.0
4339.0
589.0
1159.0
8593.0
4309.0
1754.0
3852.0
11591.0
74.0
73.0
34044.0
12819.0
1755.0
6142.0
26755.0
2040.0
1374.0
957.0
644.0
1450.0
2643.0
1763.0
2054.0
1092.0
3896.0
2677.0
5984.0
36891.0
1451.0
3658.0
5312.0
1834.0
1541.0
1560.0
2107.0
4090.0
720.0
2917.0
3684.0
2445.0
3874.0
10266.0
5402.0
1814.0
9152.0
6932.0
4745.0
3540.0
9506.0
3146.0
1360.0
1873.0
3036.0
5271.0
2516.0
2226.0
5726.0
1335.0
8480.0
8398.0
21397.0
2159.0
61452.0
8600.0
1645.0
2066.0
27797.0
670.0
1458.0
3913.0
5295.0
2446.0
750.0
1603.0
1078.0
730.0
990.0
1962.0
1524.0
1711.0
353.0
2835.0
3569.0
528.0
2783.0
1037.0
1547.0
2453.0
625.0
5804.0
50.0
222.0
1236.0
910.0
527.0
298.0
213.0
632.0
533.0
2146.0
76.0
191.0
76.0
420.0
193.0
244.0
1508.0
309.0
62.0
28.0
105.0
246.0
""
144.0
106.0
172.0
254.0
570.0
427.0
556.0
830.0
347.0
3328.0
884.0
527.0
487.0
91.0
176.0
977.0
2840.0
741.0
937.0
2444.0
3660.0
421.0
876.0
88.0
3633.0
2482.0
393.0
257.0
189.0
266.0
1104.0
594.0
435.0
442.0
211.0
144.0
440.0
66.0
2734.0
1563.0
1462.0
1843.0
1389.0
1429.0
1288.0
2233.0
7743.0
765.0
833.0
1160.0
2634.0
78.0
58.0
22.0
66.0
1316.0
1612.0
305.0
257.0
1384.0
1585.0
924.0
649.0
1619.0
3405.0
573.0
4492.0
933.0
1183.0
12038.0
799.0
395.0
47.0
192.0
326.0
839.0
7755.0
107.0
105.0
2388.0
334.0
233.0
183.0
101.0
250.0
356.0
156.0
96.0
458.0
1037.0
1065.0
205.0
867.0
45.0
331.0
5687.0
24156.0
489.0
""
681.0
914.0
1473.0
678.0
286.0
168.0
502.0
326.0
286.0
1183.0
576.0
518.0
2280.0
4407.0
7081.0
1454.0
996.0
1057.0
852.0
2518.0
1600.0
21646.0
2889.0
1522.0
775.0
473.0
3994.0
1211.0
5939.0
1887.0
4037.0
957.0
1756.0
4403.0
2260.0
4723.0
1232.0
12723.0
869.0
465.0
1763.0
5721.0
852.0
77.0
517.0
""
1405.0
97.0
1032.0
3692.0
1021.0
419.0
3075.0
898.0
169.0
125.0
""
741.0
726.0
250.0
161.0
486.0
297.0
315.0
410.0
2112.0
497.0
225.0
11091.0
553.0
16644.0
519.0
697.0
""
3439.0
436.0
177.0
110.0
186.0
168.0
1104.0
5030.0
5710.0
1687.0
3753.0
35286.0
5507.0
1676.0
1017.0
1430.0
304.0
98.0
365.0
355.0
207.0
724.0
322.0
396.0
2662.0
128.0
233.0
2128.0
387.0
54.0
270.0
839.0
688.0
3493.0
1241.0
3985.0
19368.0
30336.0
2459.0
4745.0
3516.0
2717.0
2696.0
819.0
152.0
1735.0
926.0
