kfr_26_pooled_female_p50
0.52141452
0.52703512
0.53095579
0.52282888
0.51623577
0.53456926
0.51122653
0.55440092
0.5575211
0.5146066
0.507227
0.51324064
0.52920669
0.53505868
0.52017027
0.54257071
0.53698915
0.51962382
0.54975599
0.49017802
0.50222617
0.48490345
0.49807119
0.51606071
0.51365399
0.51141614
0.52415293
0.51658177
0.52024221
0.50974917
0.54221869
0.54114771
0.52951616
0.52215791
0.52168185
0.51160234
0.53979373
0.51895714
0.5256834
0.49326748
0.50478232
0.53117192
0.54005951
0.60351914
0.51654309
0.49122971
0.497255
0.54237747
0.5178889
0.52277315
0.5268814
0.52714145
0.51102853
0.53989011
0.52777725
0.50937349
0.53568792
0.55862957
0.53536344
0.51091075
0.52426726
0.51673609
0.52802849
0.55460852
0.53891701
0.52397436
0.53943717
0.5257448
0.56386805
0.54678005
0.50072527
0.49408665
0.47156659
0.51783139
0.5060069
0.55219185
0.51952851
0.54295379
0.56104851
0.48846197
0.48746493
0.53437346
0.56882131
0.52819055
0.5210188
0.53228211
0.52949357
0.5148437
0.53056425
0.54564571
0.54368538
0.54035568
0.54676074
0.50964212
0.53462428
0.53407663
0.53245699
0.5213269
0.51479667
0.51720953
0.52021378
0.51696533
0.51098847
0.52905655
0.51328826
0.51438415
0.51006877
0.51269752
0.52220851
0.51606566
0.49715847
0.50803977
0.50538409
0.50963902
0.5080238
0.51122755
0.49010944
0.50478941
0.50675297
0.50296348
0.5046258
0.51356506
0.48922059
0.50618666
0.51283044
0.49960575
0.49386612
0.52615964
0.48743281
0.50692928
0.50417918
0.50229305
0.50636715
0.53349423
0.53456318
0.52091926
0.51786131
0.4861919
0.48557869
0.49726477
0.50649208
0.5335809
0.5040766
0.51901221
0.47898048
0.50640941
0.5294053
0.52733505
0.51213968
0.50604302
0.55912888
0.53057498
0.51426703
0.50209135
0.51918757
0.51345628
0.52615422
0.51771986
0.54411465
0.55364048
0.52075565
0.56973088
0.55425102
0.53133267
0.53337109
0.55058724
0.52817166
0.55158216
0.50227004
0.52038294
0.49824202
0.5172947
0.5256542
0.51487416
0.52585626
0.52833396
0.50971371
0.52758384
0.5242936
0.52094698
0.52747595
0.52866477
0.51543123
0.52973342
0.51707673
0.5266462
0.5484035
0.56662071
0.50602525
0.52951038
0.53341466
0.54381162
0.51569837
0.5583483
0.56272215
0.55122793
0.54101062
0.56242549
0.50941318
0.55422336
0.52277356
0.54048699
0.55745292
0.52417082
0.50899798
0.53567708
0.51784831
0.53746182
0.54220432
0.54608822
0.54470491
0.56082433
0.57643282
0.55883968
0.51403219
0.53546178
0.50543457
0.51108426
0.52760166
0.52458721
0.51581746
0.53370017
0.50998145
0.51568198
0.51392931
0.53627777
0.55805945
0.56600356
0.54696095
0.5253408
0.52994865
0.53810823
0.54313868
0.52472568
0.54296869
0.53765517
0.54665768
0.5167532
0.54092896
0.56034905
0.51533699
0.564273
0.54878473
0.55828232
0.55126691
0.55759466
0.53053576
0.52569693
0.54426903
0.53064728
0.52231252
0.52323145
0.54256135
0.55829483
0.53825635
0.53228968
0.53791559
0.53887612
0.56730801
0.54487085
0.54606974
0.55785441
0.56967247
0.55970138
0.53389382
0.5359171
0.55468488
0.55571163
0.53406221
0.52305961
0.53299803
0.54181641
0.52539617
0.5144161
0.50504005
0.54804695
0.52267706
0.5352031
0.54136211
0.53409475
0.54119313
0.54956126
0.51772094
0.54913646
0.54253602
0.52979261
0.52303255
0.54529899
0.51881826
0.56063282
0.56295967
0.54573172
0.55932534
0.576092
0.57709217
0.62292945
0.64828086
0.60347414
0.58702159
0.60471725
0.55935854
0.58228421
0.55993992
0.58686578
0.58194405
0.59156471
0.62920851
0.58481777
0.58104765
0.61042464
0.56221259
0.56682956
0.5910399
0.57724428
0.57568967
0.57081544
0.56319183
0.58242774
0.58144838
0.57286525
0.59975755
0.54953009
0.61016369
0.55071414
0.58530712
0.55151951
0.53279936
0.55066818
0.5379442
0.53003669
0.57629126
0.5379315
0.52638286
0.53546131
0.54264086
0.52449906
0.52812344
0.55178201
0.56137729
0.52520281
0.56962228
0.55408722
0.52858859
0.54344475
0.56064737
0.54311925
0.54375827
0.55153525
0.55958968
0.54844683
0.5421688
0.53882825
0.53922796
0.54083556
0.56605738
0.54266536
0.56982327
0.54689944
0.52835786
0.51287162
0.53295809
0.59337991
0.546628
0.59223121
0.54476643
0.56026059
0.56354427
0.61355269
0.60089952
0.57669985
0.61420423
0.56642145
0.59396195
0.6455034
0.67062062
0.6296398
0.565956
0.64108711
0.52005059
0.59038955
0.6226874
0.64639258
0.61005098
0.67470467
0.64794087
0.68690747
0.52950019
0.61774415
0.56734401
0.60509646
0.62230712
0.63066196
0.59866768
0.60696977
0.63234496
0.58114779
0.61999661
0.64284641
0.61009443
0.54300958
0.60642421
0.6095829
0.56915236
0.61246943
0.61805671
0.57330775
0.57795763
0.64105022
0.6187557
0.62694752
0.61081398
0.61583084
0.66264099
0.64595467
0.64795858
0.61853099
0.60639167
0.61661518
0.60040873
0.63407242
0.58632922
0.66770464
0.57193571
0.57165754
0.6207245
0.63453966
0.667458
0.63900256
0.62798434
0.60025662
0.6228503
0.59918243
0.57330233
0.60962719
0.63680285
0.64454031
0.55559701
0.43005934
0.63976365
0.53257418
0.47607276
0.5785687
0.55110109
0.58822215
0.55287433
0.60595405
0.61840081
0.59568059
0.62060851
0.58472562
0.57019579
0.62333572
0.55621153
0.61558169
0.6128456
0.54604685
0.59252989
0.59818977
0.59873807
0.58666372
0.62321925
0.56454259
0.52941453
0.57258767
0.58885449
0.51634651
0.54643041
0.61393338
0.62382352
0.63405269
0.63596177
0.60785621
0.60659766
0.64762533
0.61735898
0.59253758
0.58534443
0.55960822
0.56656325
0.58175623
0.54940206
0.53787965
0.53427798
0.58930635
0.65637922
0.5639776
0.60521632
