two_par_hisp_pooled_mean
0.68387532
0.67315656
0.52443939
0.66505754
0.56007159
0.55736816
0.53374124
0.55096865
0.66987556
0.5761382
0.5073418
0.57440007
0.79696661
0.57637399
0.51852649
0.75053638
0.60537952
0.61518461
0.63614893
0.37784174
0.58095306
0.70538658
0.61246532
0.51655257
0.57078952
0.52123863
0.5060038
0.67490053
0.70912617
0.51374018
0.6146118
0.70522946
0.6284008
0.69586474
0.38500339
0.67869157
0.63094854
0.60887074
0.55555463
0.31820136
0.52241743
0.52441019
0.47530892
""
0.64726233
0.46763018
0.63421434
0.71579826
0.69736063
0.61200005
0.7234928
0.69322747
0.61974853
0.6287818
0.39651009
0.64956534
0.60158288
0.67902499
0.70737159
0.62806058
0.64479935
0.65121484
0.51729554
0.64020365
0.63478309
0.57582629
""
0.80189794
0.66481388
0.7340917
0.52049607
0.58513087
0.43132275
0.60962933
0.61428177
0.77007246
0.60444146
0.68678731
0.4887453
0.55248684
0.52507812
0.70326561
0.61930192
0.77740145
0.60389173
0.65951174
0.6557557
0.72898358
0.68190736
0.55020297
0.59184361
0.56417143
0.57480186
0.69009584
0.65507931
0.42710251
0.63993096
0.4459196
0.62056136
0.58655775
0.59957683
0.62200814
0.595842
0.56306171
0.70040947
0.59161574
0.6606462
0.69872528
0.70884651
0.64442819
0.69846159
0.63492554
0.65521407
0.55287498
0.67269599
0.62057364
0.7208333
0.5048483
0.44282317
0.5210852
0.60824823
0.5572238
0.66391337
0.7459982
0.65216613
0.67080212
0.685974
0.5094409
0.51983279
0.49674246
0.57916999
0.58388209
0.55154335
0.66810852
0.46426204
0.59073597
0.6690315
0.6699093
0.55194211
0.64898795
0.64244658
0.72236335
0.35559672
0.48985291
0.56782436
0.56335306
0.73034096
0.5601185
0.66072655
0.49855191
0.66802716
0.60614616
0.54122764
0.41832089
0.7341522
0.62322676
0.59473091
0.62961715
0.63556314
0.89784598
""
0.78803581
0.77285361
0.65925741
0.65999281
0.59375387
0.6852349
0.63230169
0.74617267
0.68994206
0.67622745
0.68746346
0.67130685
0.68349731
0.76914775
0.71433252
0.67459011
0.61256635
0.69166011
0.78015095
0.77124381
0.76598275
0.71251577
0.64886183
0.65458024
0.6973421
0.53856826
0.6721282
0.65212476
0.70112503
0.72231096
0.7918852
0.63558805
0.69172555
0.75286734
0.76967597
0.68947411
0.73089141
0.66286546
0.68085176
0.60755855
0.60754555
0.64931941
0.68127668
0.65160853
0.66114485
0.60821825
0.69436479
0.73864251
0.67357051
0.76161069
0.65942425
0.68097526
0.69132239
0.7224226
0.71039617
0.64748871
0.60462242
0.7260862
0.77533257
0.76961732
0.73324478
0.69039512
0.77005941
0.62151623
0.66475552
0.82988423
0.7207433
0.70847178
0.63920093
0.60470301
0.66521823
0.68092364
0.85150158
0.85938197
0.70361364
0.70299917
0.73737383
0.80160302
0.79150236
0.66541523
0.44235533
0.60870981
0.66389674
0.75776887
0.69122988
0.74195278
0.60146797
0.7223897
0.68776792
0.57122028
0.68615299
0.69513315
0.78775924
0.7467556
0.75702888
0.5702408
0.62696594
0.74754822
0.63606614
0.69775772
0.50117242
0.47789231
0.55590159
0.65228069
0.38450781
0.66911179
0.51379663
0.46395293
0.53568071
0.58264393
0.65336853
0.62795419
0.75699717
0.73028177
0.83074856
0.72041351
0.75747848
0.78036773
0.74103659
0.48107985
""
""
0.47409078
0.66941947
0.75750446
0.42684051
0.50453377
0.65288407
0.80150485
0.73591298
0.85178369
0.83986694
0.70412332
0.72676146
0.63593137
0.67870063
0.59592867
0.65353072
0.73756337
0.64273763
0.65796202
0.72222841
0.69150788
0.55256099
0.61707765
0.67710364
0.42624304
0.62740874
0.65308011
0.68305731
0.75852334
0.65874559
0.67554605
0.67949331
0.55109346
0.62184697
0.73420078
0.68975008
0.69439858
0.75140464
0.65881854
0.78487366
0.60746002
0.75283343
0.68424034
0.68950742
0.71439481
0.63420415
0.63470608
0.77818692
0.6510644
0.64185822
0.62398046
0.58506417
0.62399167
0.64057207
0.83014685
0.7163536
0.7100448
0.80201507
0.55464518
0.64796728
0.71844953
0.69997174
0.71270633
0.81908542
0.54801518
0.78359032
0.67601418
0.78176975
0.57215989
0.70678902
0.69542283
0.71073145
0.71017075
0.87877637
0.65436625
0.71150231
0.56584609
0.66170424
""
0.76007718
""
0.54314113
0.70928013
0.64048368
0.6087665
0.66683596
0.26716247
0.81935954
0.7984823
0.76644218
""
""
""
""
""
0.42481822
0.79379469
""
""
""
""
""
""
""
""
""
0.75040311
0.71944833
0.80897868
0.81854534
0.6899876
""
0.6193561
0.62517035
""
""
""
""
0.81427228
0.69786274
0.68822968
0.68235481
0.67797619
0.68592185
0.79724407
0.72173029
""
0.70626169
0.73759675
0.74027568
""
""
""
