staytract_black_pooled_mean_se
0.01263805
0.023172852
0.059364207
0.007257917
0.004878616
0.011767108
0.0031727955
0.028736623
0.04674872
0.0056740879
0.0062790918
0.0025336707
0.056487512
0.018862925
0.0081849592
0.034008428
0.096394204
0.010225501
0.091258623
0.0091749607
0.0034896003
0.0031661768
0.0057343263
0.0049346662
0.0026799045
0.009453224
0.0058337604
0.0038106255
0.0022813315
0.0085057318
0.0070300954
0.0079558706
0.0026295613
0.0031838862
0.0061348942
0.0047243363
0.0080377422
0.006958886
0.010698906
0.009226569
0.0029746017
0.0071608541
0.012473011
0.026404029
0.0081468541
0.0067480057
0.0018379346
0.0063692322
0.0028822303
0.0061243027
0.0051271254
0.0040759374
0.0046358001
0.016078403
0.016384229
0.003170077
0.009862599
0.026188411
0.019538198
0.0050512692
0.0084299613
0.003642539
0.013761337
0.017655676
0.040878005
0.025986601
""
0.040101908
0.033287935
0.045574877
0.0069334931
0.0060729166
0.0044253045
0.0061230715
0.0094540874
0.033617321
0.0073390496
0.015208116
0.014976755
0.0019574058
0.0055173105
0.013363779
0.029698297
0.01171775
0.0032120121
0.017478861
0.015389844
0.0062165079
0.0049133892
0.010676912
0.010574413
0.036399633
0.035367243
0.0054408135
0.057388227
""
0.017450389
0.0084692463
0.0026926463
0.0048444979
0.0062512993
0.0015800991
0.0029012209
0.0062171579
0.0059439624
0.0027471618
0.0057486417
0.002651029
0.0093935868
0.0080172373
0.006471023
0.0048018261
0.0028717716
0.00866298
0.0033099831
0.0037715354
0.003224147
0.01278089
0.015818967
0.012159625
0.0055479696
0.0096288472
0.0096313329
0.0064541856
0.0088416301
0.0038685503
0.0038085207
0.010022677
0.0088209286
0.0092213023
0.0012962938
0.007829139
0.0073511968
0.013174368
0.011735082
0.0077643371
0.0047130133
0.003846722
0.0096156541
0.00692409
0.0045325137
0.0093363626
0.013125997
0.010032426
0.0047798133
0.0099387476
0.0062114582
0.0064109047
0.0072217407
0.0073523708
0.017002178
0.0026411277
0.0046470286
0.0083064223
0.0044329097
0.0033840099
0.010087031
0.0036220788
0.011261161
0.021002904
0.041127421
0.055544451
0.0067074527
0.0017670428
0.014641198
0.0013226171
0.04539505
0.047125794
0.054702789
0.011662219
0.0013199651
0.0064641894
0.037342358
0.006161653
0.030076269
0.060899865
0.0065089478
0.0047379392
0.03729216
0.068354718
0.054310191
0.05452136
0.0034443182
0.030717732
0.022167785
0.0027516056
0.037540767
0.039433599
