staytract_asian_male_mean_se
""
0.059508845
""
""
""
""
""
0.058736306
""
""
""
""
""
""
""
0.075283587
""
""
""
""
""
""
0.055830274
""
""
""
""
""
""
""
""
""
""
""
0.070173025
""
0.024662891
""
0.091719508
""
0.041293606
""
""
""
0.023268642
""
""
""
0.023778666
""
0.035747252
0.046463117
""
""
""
""
""
""
0.043499615
""
""
""
0.054526418
""
""
""
""
""
""
0.016149769
""
""
""
""
0.040641233
""
""
0.055405218
""
0.081446186
0.04753824
""
""
""
""
""
""
""
""
0.068178952
""
""
""
""
""
""
""
0.036556892
0.063454196
""
""
""
""
0.0078869611
0.053902075
0.035730556
0.015388095
0.038325481
""
0.060907394
0.048533104
""
""
""
0.04418141
""
""
""
""
""
""
""
""
""
""
""
""
0.070332177
""
""
""
""
""
""
""
""
0.054680031
""
""
""
""
""
""
""
""
0.081692211
""
""
""
""
""
""
""
0.050478194
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.032083098
""
0.028049449
""
""
0.073928669
""
""
0.028348891
""
""
""
""
""
0.039539915
""
""
""
0.0044489214
""
""
0.024988607
0.071964815
""
0.006191541
0.050562736
0.032721534
0.0081081456
0.07540606
0.031825453
0.04020603
""
0.012284068
0.022580406
0.0729229
""
0.0022182101
0.044216502
0.020846268
""
0.069748633
0.016114431
""
""
0.013198433
0.027821559
0.074809819
0.0036961127
0.02243763
""
0.0074590463
0.006072355
0.052788381
0.0066575315
0.0044225841
0.0051576952
0.0079418346
0.02893902
0.0059727998
0.016991967
0.0038136691
0.024880428
0.036448065
""
0.074572623
0.0081227226
0.017759236
0.013371996
0.023339443
0.074714221
""
0.018369513
0.085128792
0.0099505363
0.020995785
0.028378842
0.017204152
""
0.012468735
""
""
""
0.021416347
0.045519829
""
""
""
""
""
""
""
""
0.017167946
""
0.02686527
""
""
0.015595035
""
""
""
""
""
""
""
""
0.016376853
""
""
""
""
0.030160122
""
""
""
0.054656867
""
""
""
""
""
""
""
""
""
""
""
0.05068776
""
""
""
""
""
""
""
""
""
""
0.037359376
""
0.012116427
0.013396221
0.037785817
0.039112747
0.015683416
0.025680013
0.036260225
0.058290899
0.035159726
0.01816785
0.041011225
0.019085182
0.022750814
""
0.036102019
""
0.019877756
0.010738564
""
0.036514759
0.051372841
0.028326569
0.046068668
0.07365755
""
""
0.013186979
0.023319246
0.049411591
""
""
""
""
""
""
""
""
0.059702225
0.046573576
0.013665847
""
0.038785983
""
""
""
0.036564808
0.022650272
0.028558919
""
""
""
0.038903352
0.027736653
0.056463983
0.012006765
0.074969374
""
0.02737706
""
0.011498882
0.030730443
0.013805907
0.022732919
0.014896755
0.024606718
0.085410461
0.042867191
0.036724392
0.039956965
0.025985373
0.017397409
""
""
""
""
0.027714562
""
""
""
""
""
""
""
0.09954825
""
0.056280404
0.060565054
""
""
0.042553231
""
""
""
""
""
""
""
""
0.07784643
""
0.086180575
0.07115224
""
0.030402713
0.071832813
""
0.04417539
0.039441362
""
0.017812299
""
0.014594336
""
""
0.019554632
""
0.050803222
""
""
""
""
""
0.011845583
""
""
0.045573343
0.057053655
""
""
""
""
""
""
""
0.040016808
0.073595293
0.045416623
""
0.014015517
""
""
0.083164804
""
""
""
0.0098095434
0.068407007
0.043601934
""
""
""
""
""
0.033897758
0.040984318
""
0.07774616
""
""
""
""
""
""
""
""
""
""
0.03631309
""
""
0.045369402
""
""
""
""
""
""
""
""
""
""
""
""
""
0.034705617
0.097489335
0.1113017
""
0.080572508
""
""
""
""
""
""
""
""
""
""
0.03324255
0.046916746
""
""
""
0.064641707
""
""
0.080783352
""
""
""
""
""
""
""
""
""
""
""
0.080416411
""
""
""
""
""
