frac_below_median_white_pooled
0.51329339
0.58875483
0.71832937
0.43791109
0.33061546
0.50641149
0.36286303
0.56150442
0.59493184
0.40409261
0.41944221
0.30041164
0.56052089
0.51632088
0.40820935
0.56146026
0.5765667
0.43340605
0.61649454
0.53515106
0.46027115
0.4283548
0.40252829
0.34298551
0.24615526
0.46898437
0.44187146
0.40510577
0.33216929
0.42093226
0.46684965
0.35715896
0.24428278
0.29601079
0.4416036
0.49145848
0.54275775
0.49419561
0.52635491
0.49795741
0.34857515
0.55822372
0.50367504
0.58304656
0.49457827
0.37120855
0.34948325
0.42391819
0.32371372
0.48438326
0.42513776
0.43819806
0.46533787
0.64280635
0.38408387
0.39840651
0.42355028
0.55109924
0.40863907
0.47102138
0.43045947
0.39398718
0.55219704
0.55638337
0.64720851
0.55991405
0.72527176
0.61093557
0.67832524
0.70463437
0.46226075
0.47466731
0.39923632
0.41188738
0.51209825
0.56839383
0.47510031
0.57998127
0.53111303
0.28574246
0.50118613
0.47479355
0.62946492
0.4174836
0.34406069
0.4883979
0.5155468
0.4775317
0.364032
0.55359036
0.49242869
0.57967907
0.57276839
0.42452285
0.63100207
0.60625577
0.52920383
0.49654624
0.44036585
0.47947618
0.44979417
0.34502798
0.37366194
0.42329901
0.41143933
0.38352761
0.50018793
0.37313393
0.57060713
0.55536741
0.42719674
0.43638498
0.3248013
0.44433552
0.37089217
0.38903999
0.32705921
0.44334912
0.53219676
0.50434029
0.48546213
0.56739342
0.42496741
0.50855958
0.48390231
0.33362862
0.32548803
0.55125427
0.39257672
0.43098861
0.24294804
0.45711043
0.36135671
0.54562271
0.43619168
0.49756861
0.43738464
0.41718459
0.43020949
0.31979281
0.41227207
0.51022136
0.54143631
0.43888852
0.40811348
0.45912564
0.45026544
0.44397387
0.40003321
0.436322
0.56879401
0.33730876
0.36068353
0.37401828
0.45397681
0.40116152
0.47454026
0.34673768
0.56007171
0.54079115
0.5451082
0.58939123
0.23861974
0.23679321
0.4178254
0.15871677
0.35525399
0.40274853
0.47422478
0.34079
0.2376852
0.25887507
0.44986805
0.34251711
0.49337652
0.45149031
0.32582945
0.28159538
0.40431392
0.44641668
0.48141199
0.49240285
0.35795137
0.53314346
0.43545818
0.31018087
0.59108514
0.3540864
0.3885428
0.59686863
0.50973666
0.51602513
0.34811133
0.47511309
0.47948545
0.45314801
0.39179644
0.35631227
0.29597518
0.34050921
0.34076604
0.38702759
0.34889278
0.33911964
0.39283699
0.29243249
0.28503856
0.39357898
0.41801667
0.35015443
0.4446449
0.33964509
0.51702762
0.48242223
0.23511255
0.41871825
0.32509205
0.30704921
0.46596393
0.53612196
0.39956561
0.46312019
0.55487943
0.53750378
0.3442167
0.44623443
0.44449234
0.48354185
0.33685285
0.41841975
0.41039196
0.38565648
0.63434654
0.46923921
0.61028665
0.51250464
0.62804705
0.41577554
0.66711825
0.59246528
0.51046312
0.44008467
0.43444002
0.3964428
0.52464378
0.38367248
0.33555341
0.34615177
0.50055528
0.38985479
0.26986185
0.42998791
0.48648557
0.34796339
0.47406822
0.43782741
0.47312263
0.29371643
0.46283835
0.4127951
0.47005171
0.27302709
0.30962601
0.30298924
0.2660462
0.25681528
0.22034444
0.17883691
0.23858415
0.23180276
0.40290523
0.35998109
0.50296032
0.47394067
0.59485871
0.53009742
0.40147433
0.33875436
0.49168506
0.3935377
0.29196998
0.2381255
0.26808274
0.22348054
0.28021413
0.37234065
0.27699587
0.1916078
0.3615278
0.41822898
0.42376155
0.48754528
0.42061126
0.48460391
0.4046599
0.32919183
0.40038574
0.3170346
0.27560195
0.31096143
0.19564131
0.48900193
0.41847506
0.25634655
0.38633975
0.40050018
0.43036658
0.33100927
0.33534965
0.44935867
0.2798925
0.28013504
0.42709222
0.24399661
0.24769568
0.26445445
0.42631641
0.32255831
0.37673488
0.36383498
0.41836655
0.24987856
0.36301681
0.43451247
0.43389386
0.25564775
0.32061541
0.38650361
0.42744306
0.29157537
0.38106331
0.28343245
0.24941821
0.19914466
0.32022107
0.18790203
0.27718729
0.56857634
0.51192135
0.24962026
0.48721027
0.43797559
0.32232016
0.33421648
0.45160931
0.63412833
0.7166329
0.655581
0.6872884
0.59594214
0.4439798
0.46734104
0.40764657
0.45728153
0.39067847
0.46441516
0.50803077
0.46242025
0.65662348
0.58468133
