hours_wk_white_female_mean_se
1.5107582
1.0554576
2.4228206
3.2307966
1.650385
""
2.5601428
1.0631497
2.1700497
2.4950447
1.9230722
3.7386053
2.7569952
3.2400155
2.6164756
1.4540709
1.6598151
3.2973683
""
1.6317298
2.5905328
1.216204
1.2889415
2.7133441
1.553848
1.4421195
2.1983654
1.1114917
2.9685941
2.0335374
2.0458832
""
""
2.5654237
0.93897951
1.5779549
0.55473435
3.3143485
1.3303636
2.1847219
1.3604804
1.4218714
""
""
0.77999818
5.0405445
2.2162492
1.0938605
0.69998437
2.8707368
0.92649788
1.027086
""
3.6896279
2.3007488
2.900516
1.8716466
1.4808452
0.85278821
""
1.4277133
1.7530233
1.0421448
1.3755496
3.3533008
""
2.3595808
""
""
0.79238158
""
""
""
""
1.2572391
""
""
1.6234087
1.9659797
2.6724148
3.6381419
""
""
1.5677183
""
""
""
""
""
""
""
""
""
""
""
""
""
1.332068
1.330923
1.9923782
2.7131248
4.430532
4.1933041
0.25438702
1.0495399
1.984424
0.50713205
1.349607
""
1.0214493
1.4518459
2.5136282
2.6512196
1.8729626
0.92184252
1.9528033
3.8397682
""
2.4414527
""
2.1557393
2.2832992
2.007807
3.4741216
2.3006256
2.1095111
1.2315842
1.4227611
1.8065742
2.8629243
3.4014463
4.0217004
2.9000232
1.1677058
2.4842536
2.9266686
1.2757519
2.6768517
1.7284249
3.1525354
1.662093
""
1.527958
3.6674938
2.7585731
1.613974
2.3145187
""
2.8283088
4.8728466
4.872159
2.6395109
1.9651847
1.3935411
2.4867346
3.2312973
1.9544978
1.6217704
3.844764
""
3.6892147
3.3888469
2.4283476
2.9271655
3.517441
3.9370413
2.0307126
2.6919186
1.3777989
3.5159597
0.68637395
2.1192315
2.5503368
1.1531549
3.59956
3.2457247
1.0963676
3.2185824
2.3203068
2.9028642
1.8674134
2.8648932
0.97792321
1.381251
""
2.625773
0.4673779
""
2.0385635
0.85643876
2.2006094
""
0.46921137
2.011559
0.90381563
0.63361341
2.4898562
1.1973828
2.1384804
3.0266936
0.57540011
1.3141159
1.7557173
1.9147602
0.22994983
1.5654739
0.83897263
3.0528681
1.3369577
1.0488715
4.5395584
""
0.92199963
1.0594283
1.2432228
0.30966997
0.71029609
2.8395448
0.39974719
0.40871355
1.7844216
0.39206699
0.307574
0.91122013
0.62810731
0.82651168
0.63436198
0.79179984
0.42485821
0.89729482
0.9051891
""
1.5739024
0.69547522
0.59681636
0.64675087
1.4310038
1.5186608
""
0.79491824
1.7784305
0.51065034
1.0559783
1.3937
0.65074289
3.2323229
0.46988502
3.9440067
""
5.9327517
0.77194703
1.2675966
2.6982751
""
""
""
""
""
""
1.9139457
0.68403709
""
0.73761266
3.7654862
2.0076547
0.48372522
1.5544101
1.6662545
""
""
3.3346121
""
""
""
0.44022834
""
3.5739074
""
1.6339529
0.66593361
3.0016961
5.0870056
2.2870378
0.9936533
""
2.8844409
2.91026
1.9419727
1.8968567
2.4816163
""
2.8077931
4.673667
3.3408349
3.3802299
1.0386113
3.8973787
3.3823192
""
""
""
""
""
""
2.019573
3.2993793
0.84296042
2.4877217
0.4431757
0.42423925
0.75610113
0.81967086
0.41684836
0.69879758
0.87047654
0.9365446
1.1337544
0.50795174
0.89550734
1.2385217
1.0261372
2.4713209
0.90009129
2.7770672
0.58709049
0.42116609
3.3741372
1.0477911
1.2063894
0.90063113
0.96076924
2.1088104
2.5764506
""
0.47941875
0.77246714
1.6019144
3.7060673
2.3447204
3.0527022
""
3.445178
3.3759782
3.462003
3.2008872
1.1148326
1.4787213
0.44413707
2.8138652
1.2650309
2.0355523
4.2631555
""
0.88750005
0.60729915
0.86264551
2.0697436
""
3.9330688
0.79435277
0.86387151
1.131072
0.58204269
1.501766
1.4663224
0.84138685
2.1070585
0.4888491
1.0314332
0.44241682
0.67453057
0.4421801
0.61253452
1.9508066
1.0655373
0.93775117
0.98152882
0.70811254
0.58137429
2.2299843
2.7470429
3.3082924
3.5949543
0.62553203
3.6807413
1.7411529
2.4480317
2.6463675
""
3.1380637
""
2.683311
2.9432547
1.7329186
1.3468323
3.3353393
3.2889233
1.2415529
2.4853306
""
3.739428
2.5200567
2.0304065
2.7430959
2.9352827
""
1.8561127
4.2049255
1.4230299
1.6412077
""
0.98226386
2.7790992
2.2771738
1.0184833
1.4733802
""
1.086411
""
0.55174381
2.485009
1.8517231
1.0457876
2.8356757
1.2654879
""
2.7423265
2.9891779
3.0911574
2.3750455
0.82748884
3.2271688
4.3078265
1.6186947
1.1377645
""
""
1.6520925
3.442318
3.1944098
3.9841619
3.1996613
1.0478991
1.6227041
1.14862
2.6272519
0.63695949
2.6115255
""
1.8151907
1.4587545
2.5446577
