staytract_white_pooled_p75_se
0.0034437804
0.0061021145
0.017213535
0.0024187884
0.0029972182
0.0098504201
0.0020917822
0.011859208
0.013181973
0.0038382248
0.0033447873
0.0016950406
0.014155298
0.0065970048
0.0034125724
0.014833217
0.019542458
0.0034390129
0.014231894
0.012534415
0.0034622776
0.0035283309
0.003781992
0.0053981943
0.0016622884
0.013311924
0.0057401438
0.0030165466
0.0018147051
0.0075456742
0.007718524
0.0041495697
0.0019242953
0.0024913256
0.0090484917
0.0035924662
0.011263617
0.0071796109
0.019824319
0.018041383
0.003104036
0.012652081
0.013252221
0.024636373
0.011324448
0.0083855549
0.0019073823
0.0043678484
0.0027250848
0.0063183536
0.003787464
0.0031446547
0.0048804879
0.032576781
0.014077423
0.0032620297
0.0087488052
0.023534672
0.015022566
0.0066102189
0.0079655219
0.0025191989
0.016368037
0.0095207905
0.010052414
0.0088045159
0.02175777
0.013370524
0.013539014
0.011902337
0.01038901
0.0089578414
0.0078734588
0.005103555
0.0088289715
0.015458478
0.0063001611
0.0097487206
0.011985489
0.0019288168
0.0083631966
0.0056152027
0.011568205
0.0050186473
0.0016564073
0.0062200883
0.0065484699
0.0050015687
0.0028436547
0.0061429492
0.0051766466
0.011267239
0.0092414217
0.0030437133
0.011392604
0.017853446
0.0055238828
0.0038913474
0.0013967798
0.0030170765
0.002246087
0.0014933846
0.0017303271
0.002400191
0.0023672902
0.0015665307
0.0029969309
0.0018559578
0.0097712232
0.0045843013
0.0040844642
0.005247789
0.0025873063
0.012829203
0.0027923207
0.0022656813
0.0030053402
0.014091115
0.017524138
0.016289949
0.0060637905
0.011063767
0.0076133106
0.0082927104
0.0096613206
0.0033007902
0.003355996
0.011906594
0.0094708418
0.010038604
0.00098469015
0.0063110124
0.0046050712
0.010586318
0.0040455884
0.0070865415
0.0031823693
0.0042623603
0.011453891
0.0065328432
0.0035543377
0.0055484348
0.016322155
0.0097464006
0.0057591274
0.012851804
0.0047208397
0.006827943
0.0085356692
0.0087579321
0.0089664143
0.0021610314
0.0049139494
0.013964425
0.0025906002
0.0029519158
0.011296436
0.0034608976
0.011756684
0.0062094876
0.021683231
0.013287442
0.0030991782
0.0012370455
0.012261792
0.00087011303
0.0048239338
0.0051431651
0.010771186
0.0029831813
0.00078072614
0.0023851332
0.0050436547
0.0022909488
0.0060934941
0.0078836074
0.0023508007
0.0014240347
0.0044125668
0.0070550479
0.0062727095
0.0058090896
0.0016051241
0.0064439089
0.0056252289
0.0011919305
0.014515385
0.0048041269
0.0026168108
0.017173842
0.0080169989
0.005446949
0.0017537096
0.0096368641
0.0086869355
0.0047112918
0.0033233617
0.003328115
0.0017793439
0.005434758
0.0021303878
0.0027823697
0.0044659879
0.0037804015
0.0028411718
0.0020910006
0.0013809428
0.0046391021
