staytract_pooled_pooled_p10
0.25117192
0.26985413
0.26912588
0.39189455
0.35141706
0.42492598
0.32422948
0.27130595
0.31494069
0.34037852
0.35024786
0.37800124
0.34304351
0.37803239
0.38015953
0.24172455
0.27317318
0.30880061
0.2385436
0.28280193
0.36185881
0.30351186
0.22650377
0.23157351
0.32038125
0.28478765
0.33083633
0.28618616
0.33987525
0.31769201
0.36211434
0.30046222
0.37109149
0.30157828
0.24510746
0.35579538
0.21824731
0.39636812
0.25992167
0.36481744
0.24706252
0.29121742
0.34108487
0.2848624
0.22111495
0.30342507
0.33020911
0.28238595
0.22968213
0.28445095
0.19735864
0.25159213
0.35801753
0.37786466
0.30369732
0.37846708
0.2728174
0.31523561
0.21463166
0.33268896
0.2997382
0.30918056
0.25138995
0.32688168
0.37177128
0.37765297
0.36953229
0.40019622
0.23365128
0.17466298
0.53492475
0.087084137
0.13722755
0.3889176
0.20975348
0.13794178
0.20494379
0.24304609
0.24483983
0.27550945
0.21128242
0.61041903
0.41735804
0.20800483
0.46206069
0.49291888
0.54599214
0.28724635
0.26664561
0.29698297
0.16453098
0.27015308
0.17548545
0.22214848
""
0.34740213
0.24780148
0.18530871
0.20040648
0.19355384
0.23872827
0.16673261
0.23539557
0.15299663
0.1586595
0.22222355
0.1820015
0.19443288
0.2269361
0.14839695
0.18855324
0.28239426
0.26042211
0.2050516
0.19055852
0.26368254
0.26769641
0.29513884
0.25313491
0.23652866
0.25641829
0.31479052
0.2868793
0.38386211
0.29810634
0.28213048
0.23836005
0.26118788
0.23091856
0.29394448
0.25276023
0.25609025
0.27984801
0.22740984
0.35399753
0.29744074
0.22897793
0.31129813
0.27397579
0.28121376
0.31800479
0.3045001
0.28773028
0.27746117
0.29740661
0.21816579
0.29975122
0.32569247
0.30097729
0.25263426
0.31853265
0.30141747
0.30004537
0.2389269
0.25352615
0.25958681
0.25846609
0.27350274
0.2245709
0.26620567
0.32565373
0.18433082
0.24874283
0.28107116
0.20308566
0.2886461
0.34742996
0.25428495
0.24876456
0.34381944
0.20815967
0.32401985
0.25312421
0.24730289
0.35608888
0.34152275
0.20046659
0.29621518
0.24744129
0.35511568
0.26911667
0.29560634
0.19818935
0.28926128
0.32416171
0.2937949
0.21705444
0.24860705
0.18732053
0.18353173
0.20402178
0.27615511
0.20694359
0.23426363
0.15555409
0.21737896
0.31107581
0.20237423
0.26607493
0.22693732
0.21368459
0.23773871
0.19632635
0.1526356
0.25922734
0.2370884
0.18037468
0.17460583
0.25006685
0.22750543
0.26059914
0.16890331
0.22673264
0.19980907
0.17008324
0.23012973
0.15885301
0.24013734
0.19695146
0.17662893
0.24445273
0.20669346
0.20433152
0.29305646
0.19206116
0.2037393
0.25685045
0.22653264
0.22748519
0.2376413
0.15507104
0.20712775
0.21806562
0.19342625
0.19395509
0.20129889
0.20289855
0.22387125
0.1420228
0.22993818
0.19254088
0.23746689
0.22242129
0.20063247
0.18252082
0.2251821
0.14295204
0.17387207
0.22078075
0.2589933
0.15146235
0.14532362
0.16459171
0.23520036
0.12238447
0.28088009
0.23449552
0.30198649
0.15926389
0.2105149
0.18593785
0.25571102
0.13412297
0.21108498
0.1601911
0.14819218
0.18137014
0.20384234
0.18066174
0.17046432
0.1847955
-0.10184004
0.27761343
0.032791112
0.14843239
0.24950671
0.31451803
0.26240775
0.20538482
0.14209598
0.25087622
0.24552114
0.2145306
0.16901682
-0.0014420878
0.2184851
0.22038643
0.19289765
0.23971981
0.25313333
0.1000132
0.13850844
0.25596297
0.19707817
0.22406614
0.19040288
0.3052206
0.28735775
0.1552272
0.20483339
0.15666488
0.13859141
0.24100716
0.16191417
0.11349982
0.2330438
0.17621179
0.2912443
0.21512394
0.20225616
0.2194729
0.21506646
0.2218757
0.21230376
0.20129605
0.24737374
0.22679599
0.21838807
0.25708741
0.23318505
0.19385758
0.33882153
0.21073017
0.34925455
0.17918618
0.20160565
0.35434994
0.16135058
0.17829555
0.20055385
0.17231688
0.24762526
0.24954776
0.35836285
0.2007633
0.20504646
0.1658276
0.35390422
0.3154707
0.28652921
0.23329076
0.29722434
0.31206173
0.24084401
0.28153372
0.18167028
0.1961641
0.18446496
0.3506777
0.22301808
0.30061027
0.25525206
0.40141532
0.21122539
0.15435842
0.18433003
0.27413169
0.4258661
0.31640321
0.1733284
0.19612576
0.17124267
0.23583211
0.19402632
0.27676058
0.1869716
0.243644
0.19943389
0.20237093
0.19262342
0.17181127
0.17438437
0.20013779
0.2346739
0.20082033
0.20142984
0.22358559
0.16713826
0.17835197
0.2380798
0.28256166
0.31479561
0.32835454
0.18859766
0.31190446
0.2801373
0.27510977
0.35652664
0.38142005
