kfr_26_natam_female_p25_se
0.041719321
0.076916955
""
0.033200298
0.03883075
""
0.021710251
""
""
0.070318714
0.037467618
0.025413459
""
0.086455569
0.045291197
""
0.0229716
0.045541577
""
0.0353374
0.029342879
0.0060963407
0.030809587
0.055779301
0.025998497
0.035270814
0.041302819
0.036902986
0.027025718
""
""
0.072559655
0.037488177
0.044488743
0.032190453
0.032749042
0.069847822
""
""
""
0.031867485
""
""
""
""
""
0.022463005
0.017353985
0.041620683
0.041556034
0.034669206
0.041721519
0.069498748
""
""
0.039082911
""
0.056670014
""
""
""
0.034164518
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.027734542
""
""
""
0.085650772
0.032103065
""
""
0.043153293
0.027311629
0.039829537
0.074914619
""
""
0.050664805
""
""
0.069761246
0.040445451
0.021178888
0.037634946
0.035868481
0.02502783
0.028603598
0.039645523
0.04007991
0.026691569
0.039884776
0.02856406
0.075132161
0.052315194
0.048719119
0.055523533
0.036856633
""
0.032674085
0.038022373
0.037483621
""
""
""
0.053759739
""
""
0.072332248
""
0.058656733
0.061303325
""
""
""
0.021562366
""
""
""
0.059784215
""
0.044794329
0.048524685
""
""
0.048129067
0.050167963
""
""
""
""
0.052795846
0.019370815
""
""
0.10090852
0.03684641
0.1019834
""
0.026156191
0.027245048
0.047505319
0.063254915
""
""
""
""
0.096212633
0.020934522
""
0.020298392
0.031753156
0.040340122
0.017505979
0.048583418
0.015698316
0.040122449
0.051385298
0.034839954
0.045307618
0.058938108
0.034596901
0.021140389
0.038286369
0.034785021
0.059457116
0.055579979
0.032273483
""
""
0.030560823
""
""
0.068722546
""
""
0.059869602
0.035849165
""
""
""
0.070489481
""
0.03927891
""
0.037362531
0.03788032
0.078876048
0.078549899
0.069608368
0.057986408
0.035596792
""
0.075579599
0.072170414
""
0.068788305
""
""
0.045185573
0.040017605
0.042780988
0.027461128
""
0.062985204
""
""
0.057101317
""
0.024865562
0.04300034
""
""
0.03578914
0.043752778
0.033561092
0.069074146
""
""
""
""
""
0.063449383
""
""
""
""
0.071137346
0.062648736
""
""
""
0.027853454
""
""
0.01968875
0.070577927
0.03653333
""
0.035654318
0.035651706
""
0.04551727
""
0.058159277
""
0.053551503
0.039739944
0.045782823
0.057379935
0.012710722
0.065768689
0.024883969
0.021877995
0.059060238
0.036325365
""
""
0.047287673
0.033206988
0.048813339
0.039569631
0.047614053
""
0.089594923
0.02582432
""
""
0.024036702
0.032218039
""
0.06566754
0.02816367
""
0.031210667
0.043289866
""
0.046270281
0.026697261
0.044610057
""
""
0.089523166
""
0.038578231
0.0098466184
0.050787497
0.018882312
0.071862012
""
""
""
0.074269272
""
""
""
0.078655392
""
0.069879889
0.027922058
0.018932523
0.018840276
0.025691969
0.040469255
0.040549349
""
0.046793055
""
""
""
""
0.059774455
""
""
0.053686708
""
0.063564457
0.038590532
0.017602693
""
0.0185377
0.062187959
0.05855009
""
0.025391383
""
""
""
0.064142853
0.085318401
""
0.061659962
0.085823298
""
""
""
""
0.072396919
""
""
0.067359813
""
""
""
""
0.066426046
""
0.016478688
""
""
""
""
""
""
""
""
""
0.017478734
""
""
""
0.021575229
""
0.01412564
0.036219485
""
""
""
""
""
""
0.030017141
""
0.070521243
""
0.071421109
0.032422036
0.19888687
0.047037549
""
0.020919368
0.039735343
""
0.021943364
0.023520352
0.044668268
0.038949486
0.013902237
""
""
0.025669236
0.024959169
""
0.061564364
""
0.063063577
""
""
""
""
0.04595929
0.038730633
0.0477231
""
0.029430458
0.024034513
""
0.033324961
""
0.064953431
""
""
""
""
""
""
""
0.036097787
""
""
""
0.011145638
0.023301436
0.04998333
""
0.020421684
0.033032406
