kir_white_pooled_p75_se
0.0022344016
0.0035818068
0.008917789
0.0017298951
0.0021237915
0.0067133103
0.0016237937
0.0064361095
0.0080179153
0.00273793
0.0023898194
0.0012520271
0.0073765288
0.0044661015
0.0024630404
0.0087162498
0.010182137
0.0024600248
0.0083642406
0.008118799
0.0025544357
0.0024633033
0.0027303011
0.0038156586
0.00127516
0.0090274764
0.0039085643
0.0023416446
0.001391527
0.0051397933
0.0051627476
0.0030808002
0.001402577
0.0019200429
0.0066202371
0.002438348
0.0064188219
0.0046518212
0.013179927
0.012520962
0.002350068
0.0072239772
0.008708315
0.01389643
0.007954428
0.0063887499
0.0014404533
0.0029795186
0.0016877069
0.0041642478
0.0026926966
0.0021762718
0.0035670674
0.017800137
0.0093425978
0.0023024713
0.0064029093
0.012928344
0.010701977
0.0046270201
0.0058186334
0.0019282594
0.011108202
0.0058586299
0.0052109989
0.0051558088
0.011210343
0.0068793525
0.0073418189
0.0061739385
0.0073843272
0.0062248637
0.0060501085
0.0036398184
0.0059845177
0.0084451819
0.0040497649
0.0052955067
0.0078694113
0.0014821144
0.0057360195
0.0038124258
0.006595056
0.0033585764
0.001240616
0.0042553251
0.0042137862
0.0034079596
0.0020541311
0.0033357814
0.0035140887
0.0058702808
0.0054273875
0.0021131095
0.0059338445
0.0093047442
0.0037458276
0.0026370729
0.0010930748
0.0023087081
0.0018553402
0.0011239155
0.0013822956
0.0020496559
0.0018962182
0.0012832723
0.0022928542
0.0013688514
0.0050904988
0.0029922035
0.0030315558
0.003789417
0.0019107462
0.0088070771
0.0021063241
0.0016366382
0.0021285354
0.0095931618
0.011371644
0.010465961
0.0039388468
0.0060436488
0.0052842894
0.0056185103
0.0062574088
0.0024373729
0.0026425358
0.0065038251
0.006592954
0.0069550532
0.00080604438
0.0043806517
0.0035898644
0.0064757341
0.0028934039
0.0048433593
0.0022091966
0.0032326288
0.0082536181
0.0044974624
0.0027093249
0.0037296887
0.011058941
0.0070331586
0.0043694018
0.0095632402
0.0034816279
0.0046461257
0.0059677484
0.0064031095
0.0048653125
0.0014880382
0.0034386488
0.0091042761
0.001854357
0.0021263575
0.0074343961
0.0027016043
0.0072527514
0.0042905398
0.011142102
0.0071856403
0.0023916652
0.00087097852
0.0083027314
0.00068898359
0.0035981492
0.0037747705
0.007516352
0.002186869
0.00060294807
0.0018516136
0.0039096479
0.001712327
0.004251597
0.0058893175
0.001820351
0.0011033136
0.0033812514
0.0046899635
0.0049220212
0.004480192
0.0012248404
0.004488789
0.0040242625
0.00089156523
0.0078127915
0.0031445611
0.0019856286
0.0089209545
0.0054324702
0.0036135674
0.00133478
0.0067689382
0.0057765436
0.003447623
0.0025251287
0.0023802484
0.0013720734
0.0036439779
0.0015926231
0.0021214841
0.0033848889
0.0029787675
0.0021573829
0.0016051531
0.0010765673
0.0033109223
0.0027142356
0.0022869275
0.002930881
0.0019435327
0.0068158954
0.0065804273
0.0015471424
0.0016916525
0.0018896593
0.00086365035
0.0032677511
0.0036655623
0.0039095283
0.0034680674
0.0034954578
0.0044839755
0.0010776407
0.0024615929
0.0027913679
0.0025126655
0.00082196709
0.0016173786
0.0017450106
0.0022834504
0.0090834703
0.0032095555
0.0093376683
0.0045760432
0.0089052562
0.0025768215
0.012806668
0.0046022935
0.0028133595
0.0038075252
0.0035732626
0.0021377816
0.0044689453
0.0038458882
0.0027972814
0.001282133
0.0042064395
0.0025292365
0.0008809159
0.0024178938
0.0034387743
0.0060787876
0.0032139171
0.0037260232
0.0048404303
0.0012738941
0.0035418363
0.0015819937
0.0032114615
0.0015430183
0.0011586716
0.0012728078
0.0014039601
0.0005624161
0.0011819665
0.00061946356
0.00057691114
0.0017022075
0.0024574446
0.0038595137
0.011641482
0.0030439571
0.010600625
0.0065133455
0.0016763863
0.0024080554
0.0052982946
0.0028114289
0.0010514919
0.014694327
0.017385816
0.00062565919
0.0011397344
0.003916109
0.0015963273
0.00072697748
0.0034182607
0.0060783178
0.0069802883
0.0090384176
0.0053274878
0.0047577373
0.0050592362
0.0040925769
0.0068137189
0.0028512503
0.00321991
0.0021466638
0.00069798616
0.0067028073
0.0036497349
0.0022621318
0.0047188532
0.0044384585
0.0050074053
0.0033276358
0.0024754209
0.0077318088
0.0027838787
0.0022054557
0.0036383215
0.0025419798
0.0015491605
0.0019771515
0.0053017279
0.0017821982
0.0022568679
0.0027193604
0.0037487729
0.001514691
0.0028817288
0.0045290487
0.0042807199
0.002639198
0.0021745432
0.0034228112
0.0037359509
0.0019597479
0.0045276559
0.0016522771
0.0015630159
0.0009976069
0.0033721447
0.00050797244
0.0015547476
0.0052286452
0.0041238111
0.00081383938
0.007951214
0.0049411766
0.0023500205
0.0019884561
0.0035860175
0.0080231838
0.0068412428
0.0071394723
0.0088184495
0.0071507208
0.0035799064
0.0047050235
0.0037585443
0.0087642679
0.0033327723
0.0031370635
0.0086696437
0.0035061159
0.0068411152
0.0061323973
0.0041259807
0.0094836988
0.0021373983
0.024894247
0.010710184
0.0064392774
0.0071720169
0.010881661
0.014161164
0.018565271
0.0094911996
0.0090091713
0.0030780879
0.058436401
0.027493482
0.041584618
0.011563195
0.016563797
0.02338724
0.0044891243
0.013366251
0.061895486
0.054133665
0.032851685
0.019071311
0.070269316
0.02242326
0.026416056
0.015905412
0.012476778
0.007981997
0.011130506
0.0083674518
0.0063439272
0.011100347
0.0025244926
0.0065218806
0.010545689
0.012750657
0.056534778
0.019348945
0.0055442038
0.0048050256
0.008415712
0.0083548613
0.0034051051
0.0025108282
0.010015407
0.006863717
0.032063965
0.003804419
0.005368642
0.01602613
0.018649854
0.025317103
0.018398317
0.0067067947
0.0084028989
0.0094062453
0.014566578
0.018309629
0.025670512
0.0073017343
0.030045541
0.0042149192
0.0051978058
0.0047226865
0.0056678345
0.0053533446
0.0058521382
0.0060241232
0.0038916362
0.0014995182
0.0078821955
0.0072127627
0.0059471419
0.0032049543
0.056264155
0.039965153
