kfr_imm_other_female_mean
""
""
""
""
""
""
0.45328212
""
""
""
""
0.58758807
""
""
""
""
""
""
""
""
""
0.51673859
""
""
0.61333752
""
""
0.48147824
0.57614863
""
""
""
0.6284681
0.52794433
""
0.65220964
""
""
""
""
""
""
""
""
""
""
0.5266456
""
""
""
0.53799444
""
""
""
""
""
""
""
""
""
""
0.6759485
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.48583081
""
""
""
""
0.44301322
""
""
0.52411836
0.64846337
""
""
""
""
""
""
""
""
""
0.53552788
""
0.51030809
0.50672066
0.54612303
0.46771652
0.62187922
0.50716579
0.44808277
0.58777785
""
""
""
""
0.4065606
""
0.66083711
""
0.51152581
""
""
""
""
""
""
""
""
""
0.59039456
""
""
""
0.59509158
""
""
""
""
""
""
0.57158446
""
""
""
0.38847226
""
""
""
""
""
""
""
""
""
""
""
""
0.54561812
""
""
""
""
""
""
""
0.65338933
0.64183152
""
0.66032243
""
""
""
""
0.60112202
""
""
""
""
""
""
0.5856306
""
""
""
""
0.59380412
""
""
0.56560397
""
""
""
""
""
0.47499919
0.66647738
""
""
""
""
""
""
""
""
""
""
""
""
""
0.53266633
""
""
""
""
""
""
""
0.66269004
""
""
0.58836597
""
""
""
""
""
""
0.6432572
""
""
""
0.59059429
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.61850631
""
""
0.57065904
""
""
""
""
""
""
0.61037201
""
""
""
0.69177336
0.60141999
0.52224714
0.54109764
0.55036479
0.54147279
0.63895684
0.58067244
0.65047592
0.45671272
""
""
""
""
""
0.5603233
""
""
""
0.49503842
""
""
0.55908442
0.58005691
""
0.52821571
0.55294847
""
""
""
""
""
""
""
""
""
""
""
""
0.58992869
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.60552818
""
0.62121338
0.58262658
0.64234376
""
0.59784359
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.40486333
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.56549668
""
""
""
""
""
""
0.51821327
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.57526624
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.37594104
""
0.63698983
""
""
""
""
""
""
0.56524241
""
""
""
""
""
""
""
""
""
""
""
""
""
0.43082997
""
0.58984816
""
""
""
0.5448252
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.60748231
""
0.59846878
""
""
""
""
""
""
""
""
""
""
""
0.66931868
""
""
0.65742451
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.48950893
0.57091612
0.59809846
""
""
""
""
0.51551723
""
""
""
""
""
0.58584344
""
""
""
""
""
0.48194465
""
""
""
""
""
""
""
""
""
""
""
""
0.55987537
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.55455518
0.49325857
0.55587965
""
""
""
""
""
0.41490147
""
0.55950111
""
0.54798329
""
""
""
""
""
""
0.50223267
""
""
0.52245688
""
""
""
""
""
""
""
0.55720389
0.55805701
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.57929713
0.61306292
0.55555415
0.55851603
0.54669064
0.64844251
""
""
""
0.55862671
0.57335311
0.59399164
0.51409703
""
""
0.56641304
""
0.6248281
0.60081977
""
""
""
""
0.60166061
""
""
0.55173099
""
0.5675199
""
""
""
""
""
""
""
""
""
""
""
0.57408983
