working_pooled_pooled_p25
0.68482566
0.69619536
0.66174376
0.6926834
0.71884346
0.73262435
0.71137494
0.692321
0.7041741
0.72646958
0.69766784
0.72286761
0.67388421
0.68452823
0.70961285
0.69199467
0.68092471
0.69512981
0.66705167
0.73362201
0.73669058
0.70888424
0.70248371
0.7441026
0.71881551
0.73433328
0.73286694
0.72048366
0.74216837
0.73108977
0.74220371
0.74760509
0.73964924
0.75281298
0.75588965
0.7098248
0.72925681
0.7214402
0.74891871
0.73437142
0.72740501
0.72096503
0.7057488
0.69800115
0.75214148
0.74668449
0.73044956
0.71167332
0.74310857
0.74521053
0.73078626
0.73222166
0.7378208
0.75701457
0.73344249
0.74813247
0.74894184
0.73565215
0.73089725
0.73662025
0.74192762
0.71806741
0.75132275
0.70454901
0.68000382
0.68545783
0.66535378
0.64709461
0.72365761
0.67481494
0.72436422
0.73027605
0.72819793
0.7439549
0.725263
0.69963306
0.75876635
0.70302063
0.73010021
0.72753429
0.73378205
0.71792591
0.71643758
0.71373111
0.71811783
0.72001922
0.71227103
0.7230494
0.70485973
0.69400519
0.70264256
0.69876289
0.69532657
0.71338379
0.68775511
0.65641004
0.70461571
0.69267279
0.71005589
0.71752256
0.71728742
0.73229873
0.72197318
0.72985381
0.7165094
0.73413652
0.72051936
0.71359897
0.72517955
0.71856761
0.72036719
0.74677652
0.74490303
0.73631126
0.75461006
0.71653426
0.73202163
0.75020313
0.74530894
0.72282493
0.73649609
0.7374227
0.73902839
0.73730659
0.72544765
0.7495566
0.72444403
0.72539347
0.73134238
0.73645639
0.70437467
0.72477102
0.71385473
0.71996129
0.68738592
0.72998989
0.71125984
0.72521555
0.75202394
0.74620676
0.72780263
0.72113675
0.75026214
0.72815692
0.73368448
0.73589981
0.7199111
0.73263073
0.73335189
0.73952127
0.6711821
0.70343989
0.72394836
0.73809344
0.7157684
0.71664703
0.73782617
0.72205997
0.74303669
0.70039201
0.65001667
0.66619253
0.72336721
0.71057987
0.74998683
0.73892426
0.76410151
0.78173518
0.74659371
0.72110981
0.70657921
0.72761148
0.71693283
0.73650163
0.72426963
0.74478674
0.73388809
0.73094058
0.73533213
0.72333878
0.73139596
0.7261076
0.73182607
0.69333166
0.7104637
0.7306475
0.71574956
0.74535334
0.72194296
0.69231534
0.6914171
0.75025886
0.74479729
0.75443846
0.745309
0.73492575
0.77201074
0.78042567
0.74536151
0.77143496
0.75340927
0.71375602
0.73305404
0.74104416
0.72734565
0.74381351
0.73620701
0.73885065
0.75069946
0.7436645
0.69645023
0.76014137
0.77238566
0.75755745
0.74986696
0.72370756
0.74663997
0.72816843
0.72737193
0.72366744
0.74154985
0.75492764
0.67681628
0.68018973
0.71979022
0.74252111
0.75202906
0.74518853
0.74960649
0.73237216
0.74970722
0.71597308
0.7525174
0.73464286
0.72150874
0.71963286
0.6939891
0.70582718
0.70443553
0.63679987
0.68844873
0.73911244
0.7440666
0.72390372
0.74405587
0.7403776
0.71736908
0.74658382
0.75327533
0.74329889
0.75594419
0.74203265
0.74761373
0.75029069
0.73513573
0.74418062
0.76464033
0.75536275
0.74357754
0.75966293
0.75082237
0.76254779
0.71746415
0.74439311
0.72597194
0.73795861
0.73915935
0.74986041
0.72370511
0.71909547
0.75115961
0.72990543
0.78233206
0.72150224
0.6734513
0.75302655
0.73463517
0.74345464
0.74889839
0.74178493
0.75123805
0.69396555
0.69048715
0.75087428
0.7338658
0.73520565
0.73998111
0.74865788
0.73913109
0.778736
0.75729036
0.77739996
0.78011233
0.78588498
0.77775425
0.80487734
0.84541082
0.81623334
0.78669786
0.78940666
0.77240682
0.79784369
0.78260994
0.79136479
0.8116346
0.77748841
0.79948145
0.77746856
0.79352689
0.81024355
0.76169366
0.77324891
0.75683838
0.80860299
0.78594488
0.7810744
0.77396297
0.78832042
0.78861731
0.789617
0.78819692
0.76592356
0.81054336
0.74317545
0.7682361
0.73313302
0.75135183
0.77817845
0.77680451
0.77267569
0.80356991
0.75017071
0.75120848
0.76586401
0.7557354
0.73040926
0.74794072
0.7378251
0.72220808
0.74821365
0.75949067
0.77719223
0.75514197
0.73819757
0.77161145
0.74086088
0.72365826
0.71909553
0.7078113
0.72137606
0.73334974
0.73987097
0.72771001
0.71174622
0.76565188
0.73735034
0.70210898
0.7422474
0.71047866
0.71965784
0.7157616
0.79529971
0.77720553
0.76487428
0.76680714
0.75873464
0.76748574
0.77320284
0.79527432
0.77429873
0.77853346
0.74963313
0.82143581
0.84688222
0.82506287
0.87208402
0.76260608
0.82317996
0.74068052
0.78763658
0.78754687
0.6893183
0.72503966
0.76524186
0.78599125
0.89686823
0.71334517
0.79453027
0.76170725
0.79948348
0.77928877
0.76885396
0.77062958
0.81127232
0.84298277
0.80477655
0.80581456
0.85214281
0.78992844
0.7059806
0.78665328
0.81347966
0.77076477
0.82403058
0.82178265
