kir_imm_pooled_pooled_n
273.0
123.0
23.0
456.0
415.0
32.0
867.0
31.0
""
302.0
280.0
1842.0
37.0
142.0
293.0
""
24.0
323.0
""
""
311.0
1197.0
226.0
130.0
2067.0
20.0
233.0
659.0
2412.0
61.0
74.0
128.0
1568.0
1189.0
47.0
524.0
30.0
62.0
""
""
290.0
29.0
""
""
""
29.0
2144.0
184.0
611.0
140.0
441.0
325.0
100.0
""
""
388.0
35.0
""
""
90.0
54.0
534.0
""
55.0
34.0
37.0
""
21.0
""
26.0
24.0
37.0
44.0
91.0
27.0
""
57.0
48.0
""
838.0
56.0
131.0
28.0
106.0
1375.0
80.0
66.0
508.0
627.0
179.0
65.0
39.0
55.0
363.0
35.0
""
93.0
389.0
6137.0
1287.0
1415.0
30396.0
5329.0
1671.0
1398.0
7351.0
1166.0
2369.0
107.0
569.0
483.0
170.0
748.0
37.0
761.0
709.0
786.0
""
""
""
212.0
71.0
67.0
315.0
46.0
471.0
376.0
54.0
32.0
37.0
7056.0
84.0
250.0
28.0
385.0
40.0
410.0
619.0
39.0
127.0
471.0
341.0
""
28.0
107.0
""
397.0
67.0
28.0
40.0
37.0
497.0
96.0
""
1420.0
372.0
""
325.0
46.0
59.0
""
""
529.0
4205.0
32.0
18950.0
94.0
65.0
77.0
225.0
9295.0
624.0
95.0
430.0
87.0
52.0
541.0
1504.0
126.0
61.0
77.0
86.0
1090.0
54.0
42.0
1395.0
""
45.0
397.0
""
46.0
452.0
971.0
""
""
49.0
142.0
127.0
715.0
82.0
788.0
377.0
90.0
132.0
195.0
516.0
1184.0
109.0
125.0
322.0
155.0
192.0
26.0
25.0
1202.0
332.0
499.0
3838.0
77.0
77.0
51.0
68.0
63.0
85.0
1650.0
148.0
243.0
190.0
1805.0
500.0
625.0
317.0
27.0
124.0
""
68.0
""
132.0
""
31.0
118.0
156.0
133.0
323.0
72.0
79.0
243.0
1500.0
169.0
389.0
3453.0
362.0
174.0
23.0
363.0
222.0
147.0
1354.0
133.0
956.0
148.0
1445.0
1786.0
1260.0
2193.0
75418.0
2847.0
31117.0
11635.0
981.0
538.0
147.0
""
300.0
80.0
241.0
658.0
484.0
139.0
265.0
5161.0
""
""
14027.0
1606.0
134.0
1913.0
10598.0
172.0
37.0
54.0
""
55.0
65.0
57.0
69.0
31.0
159.0
130.0
216.0
4654.0
32.0
104.0
318.0
80.0
54.0
37.0
106.0
172.0
21.0
317.0
188.0
120.0
327.0
606.0
329.0
41.0
452.0
291.0
204.0
90.0
689.0
95.0
50.0
48.0
162.0
407.0
108.0
71.0
473.0
35.0
507.0
760.0
2561.0
136.0
31515.0
877.0
240.0
38.0
2286.0
22.0
47.0
200.0
243.0
71.0
26.0
53.0
56.0
25.0
49.0
68.0
39.0
79.0
31.0
114.0
134.0
""
83.0
32.0
52.0
65.0
48.0
234.0
""
32.0
30.0
38.0
""
""
""
20.0
21.0
62.0
""
""
""
""
""
""
126.0
""
""
""
""
""
""
""
""
""
""
""
""
27.0
28.0
""
222.0
""
""
""
""
""
22.0
101.0
78.0
29.0
170.0
190.0
""
""
""
122.0
60.0
""
""
""
""
21.0
""
""
""
""
""
""
""
109.0
62.0
42.0
128.0
41.0
48.0
96.0
71.0
736.0
23.0
""
28.0
171.0
""
""
""
""
91.0
138.0
""
""
68.0
79.0
32.0
""
129.0
265.0
""
437.0
38.0
37.0
1061.0
62.0
25.0
""
""
""
37.0
1730.0
""
""
234.0
30.0
""
""
""
""
""
""
""
""
52.0
88.0
""
104.0
""
20.0
720.0
5138.0
20.0
""
150.0
62.0
66.0
""
""
""
""
""
""
79.0
""
""
420.0
288.0
904.0
73.0
54.0
27.0
90.0
126.0
199.0
2245.0
109.0
107.0
""
""
267.0
44.0
330.0
99.0
215.0
43.0
125.0
371.0
113.0
508.0
84.0
1156.0
51.0
24.0
96.0
8462.0
298.0
""
225.0
20.0
389.0
""
419.0
488.0
287.0
160.0
638.0
133.0
""
""
""
156.0
236.0
46.0
""
157.0
78.0
87.0
174.0
242.0
51.0
48.0
2975.0
59.0
5847.0
39.0
114.0
""
1208.0
212.0
111.0
172.0
95.0
48.0
2109.0
8452.0
1192.0
316.0
881.0
19868.0
714.0
254.0
89.0
360.0
39.0
""
162.0
485.0
659.0
139.0
37.0
46.0
428.0
""
29.0
329.0
23.0
""
48.0
109.0
99.0
512.0
125.0
1459.0
4992.0
10752.0
182.0
549.0
306.0
240.0
638.0
111.0
""
90.0
72.0
82.0
2005.0
47.0
133.0
127.0
81.0
""
968.0
""
""
""
""
""
63.0
81.0
24.0
43.0
""
""
""
254.0
""
""
166.0
""
34.0
""
""
35.0
""
""
""
110.0
""
""
90.0
70.0
36.0
""
""
115.0
112.0
37.0
""
68.0
""
6022.0
219.0
601.0
29.0
218.0
""
""
62.0
1644.0
33.0
8269.0
39.0
3855.0
195.0
""
142.0
343.0
32.0
95.0
377.0
217.0
110.0
811.0
106.0
""
151.0
55.0
""
""
""
912.0
2852.0
277.0
463.0
""
""
31.0
38.0
24.0
71.0
190.0
""
""
362.0
169.0
293.0
53.0
152.0
4057.0
3689.0
7350.0
1259.0
10062.0
16483.0
116.0
48.0
""
1241.0
1554.0
26174.0
5793.0
""
43.0
16331.0
3506.0
2428.0
117459.0
60.0
93.0
285.0
202.0
788.0
112.0
285.0
4287.0
125.0
1582.0
58.0
857.0
931.0
30.0
""
141.0
""
""
""
418.0
98.0
10708.0
