staytract_other_male_p75_se
0.082650185
0.082445063
""
""
0.083334938
""
""
0.074466147
""
""
""
""
""
""
""
0.09141729
0.1636482
""
""
""
""
0.1868688
0.049057234
0.22024383
0.084935457
0.067130342
0.18757716
0.10677233
""
""
""
""
""
""
0.08628688
0.12125919
0.034409117
""
0.079187334
0.10773548
0.068000562
0.079216041
""
""
0.030229123
""
""
0.049172021
0.029874964
""
0.036402475
0.064582318
""
""
""
""
0.1548129
0.19125584
0.054875892
""
0.10690533
""
0.071131796
0.16298264
""
""
""
""
""
0.01973
0.162091
""
""
""
0.037450921
""
""
0.049556755
0.095162056
0.11533185
0.13756241
""
""
0.059757382
0.1589797
""
""
""
""
0.097778343
""
""
""
""
""
""
0.075455278
0.03194879
0.058116566
0.069655687
""
""
""
0.0092033222
0.03456435
0.07852874
0.016881851
0.047083966
""
0.057221808
0.03945642
""
""
0.068147153
0.041721366
0.17973715
""
""
""
""
""
""
""
""
""
""
0.072657436
0.063327715
0.12321437
""
""
""
""
0.118585
""
""
0.086514898
""
""
0.15972419
0.26091814
""
0.13713688
""
""
0.062860824
""
""
""
""
""
""
""
0.06037413
""
""
0.15642378
0.1436432
""
""
""
""
""
""
""
""
""
0.25442278
0.10009778
""
0.028847501
""
""
0.082963564
""
""
0.055449501
""
""
""
0.20486049
""
0.065709315
0.077941157
""
""
0.0090913419
""
0.046678528
0.028401224
0.044037979
0.070237391
0.010891144
0.13510056
0.028047843
0.020102428
0.1565747
0.043622524
0.058881141
0.098208822
0.017871335
0.034264058
0.078152589
0.048988093
0.0061453008
0.054154284
0.024894856
0.088026345
0.059753299
0.02750388
""
""
0.017963065
0.038826149
0.049649734
0.0087697124
0.020987652
""
0.010614268
0.0094555244
0.059198074
0.009964467
0.0073022521
0.017545883
0.014365897
0.028628197
0.015127605
0.02175241
0.0088918163
0.027736602
0.039086003
""
0.095865659
0.01285795
0.018476969
0.018624393
0.037129823
0.069096878
""
0.030665435
0.12204814
0.015234153
0.032304436
0.047050912
0.023171769
""
0.015574494
""
""
""
0.028022226
0.06113486
""
""
""
""
""
""
""
0.1472142
0.020158369
""
0.02816136
""
""
0.014246114
0.14600877
0.14924191
""
""
""
""
""
""
0.018147245
""
""
""
0.094559573
0.03304629
""
""
""
0.048298173
""
""
0.18674135
0.081205137
0.10418805
""
""
0.12087836
""
""
""
0.044821251
""
""
""
""
""
""
""
""
0.093302995
""
0.03213099
""
0.021832502
0.02235583
0.04498085
0.046002135
0.022553392
0.030548073
0.044713993
0.054710925
0.049970135
0.027061203
0.06347993
0.025828052
0.040757705
""
0.042495497
""
0.021378767
0.017560188
""
0.056688022
0.10101525
0.031563606
0.048503615
0.12758791
""
""
0.020794248
0.026604876
0.066419043
""
0.16757098
""
""
""
""
""
""
0.073619232
0.062467828
0.017625637
""
0.089775212
0.1937073
""
""
0.06010602
0.030308882
0.040491611
0.23377439
""
""
0.040800206
0.03713873
0.061656814
0.019001195
0.052017063
0.10815675
0.028792733
0.17665587
0.016504921
0.050869357
0.01765755
0.04050583
0.019361714
0.037525259
0.10414534
0.056025766
0.032495044
0.045812175
0.048366405
0.025953216
0.1528658
0.14814019
""
""
0.027955376
""
0.13109154
""
""
""
""
""
""
""
0.074338861
0.1246106
""
""
0.051292002
""
""
""
0.068590134
0.12730497
""
""
""
0.069775231
""
0.075017884
0.19814585
""
0.037870195
0.057847891
""
0.057926845
0.06201091
""
0.029710736
""
0.022011852
0.13445735
""
0.038692426
""
0.056682825
""
""
""
""
""
0.026144894
""
""
0.095319644
