kir_imm_asian_female_mean
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.70789373
""
""
""
""
""
""
""
0.64352554
""
""
""
0.43614179
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.55429256
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.63365752
""
""
0.54512119
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.51980078
""
""
""
""
""
0.61414152
""
""
""
""
""
0.47388342
""
""
""
0.65924406
""
""
0.63878685
""
""
0.6455726
""
""
0.53080928
""
""
""
""
0.61612421
0.5725823
""
""
0.62846106
""
0.65710163
""
""
0.57229847
""
""
0.55749875
0.51517749
""
0.62717313
0.65725565
""
0.61032736
0.59338105
""
0.61751634
0.59398228
0.6645031
0.55651259
0.76332045
0.67366666
0.59281403
0.67947507
0.59107715
""
""
""
0.62150681
0.6269958
0.60500783
0.52553397
""
""
0.57506198
""
0.63646907
0.64285278
0.55267465
0.5755856
""
0.64350641
""
""
""
0.59536785
""
""
""
""
""
""
""
""
""
0.5551905
""
0.6824193
""
""
0.60644537
""
""
""
""
""
""
""
""
0.64363843
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.65946394
0.66611719
""
""
0.63520932
0.54707235
0.50596786
""
""
0.74532032
""
0.57678306
0.67408371
""
0.55877823
""
0.60307628
0.63327551
""
""
""
0.5004279
""
""
""
""
0.58821267
0.54364789
""
""
""
""
""
""
""
""
""
""
""
0.58616352
""
""
""
""
""
""
0.76621026
0.69274354
""
""
""
""
""
""
0.58346599
""
""
0.47806057
""
0.57278162
0.59105194
0.59306651
0.5647676
0.57323891
0.54841477
""
""
0.56787527
""
0.56013459
0.58077872
""
""
""
""
0.55264467
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.58665806
""
""
""
""
""
0.50291413
""
0.59540099
""
""
0.66725862
""
""
""
""
""
""
""
0.57241035
""
""
""
""
""
""
""
""
""
""
""
0.59789908
""
""
""
0.64940912
""
""
""
""
""
""
0.59775555
""
""
""
""
""
""
""
0.57500535
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.57190639
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.60862625
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.49213749
0.55563956
0.58912081
0.49593791
0.50825542
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.60190481
""
""
""
""
""
