spouse_rk_hisp_male_n
109.0
56.0
""
220.0
257.0
""
386.0
24.0
""
100.0
138.0
713.0
23.0
45.0
142.0
""
""
149.0
""
""
119.0
630.0
112.0
79.0
712.0
""
166.0
404.0
830.0
23.0
34.0
60.0
431.0
442.0
""
220.0
""
40.0
""
""
103.0
21.0
""
""
""
27.0
1125.0
96.0
287.0
60.0
207.0
184.0
72.0
""
""
216.0
""
""
""
55.0
24.0
290.0
""
36.0
""
24.0
""
""
""
""
""
""
24.0
58.0
20.0
""
40.0
24.0
""
389.0
33.0
62.0
""
83.0
461.0
41.0
37.0
229.0
205.0
91.0
41.0
32.0
28.0
135.0
28.0
20.0
74.0
405.0
3972.0
1144.0
710.0
19451.0
2878.0
1205.0
801.0
4892.0
714.0
993.0
69.0
418.0
246.0
102.0
298.0
""
297.0
338.0
328.0
""
""
""
107.0
49.0
32.0
152.0
23.0
230.0
185.0
27.0
""
""
2508.0
43.0
109.0
""
373.0
22.0
177.0
306.0
""
39.0
197.0
123.0
""
""
43.0
""
148.0
34.0
""
""
23.0
270.0
35.0
""
545.0
161.0
""
133.0
""
""
""
""
274.0
1052.0
""
5799.0
21.0
""
""
240.0
2466.0
395.0
79.0
518.0
36.0
30.0
313.0
1215.0
56.0
22.0
30.0
39.0
371.0
""
23.0
449.0
""
27.0
148.0
""
""
163.0
288.0
""
""
32.0
215.0
127.0
736.0
133.0
465.0
342.0
90.0
120.0
131.0
361.0
601.0
50.0
51.0
231.0
71.0
97.0
""
""
1466.0
160.0
535.0
1034.0
33.0
36.0
27.0
""
28.0
""
439.0
88.0
51.0
67.0
376.0
265.0
206.0
105.0
""
54.0
""
37.0
""
45.0
""
""
42.0
93.0
60.0
158.0
21.0
57.0
82.0
384.0
43.0
81.0
1154.0
84.0
41.0
""
124.0
32.0
78.0
349.0
47.0
447.0
42.0
724.0
1013.0
492.0
1084.0
24158.0
1152.0
11194.0
3771.0
452.0
187.0
52.0
""
51.0
""
""
131.0
56.0
""
44.0
1060.0
""
""
3295.0
426.0
24.0
622.0
3512.0
42.0
""
""
""
""
24.0
""
37.0
""
82.0
76.0
69.0
1265.0
""
33.0
77.0
64.0
47.0
""
109.0
83.0
""
218.0
81.0
41.0
92.0
237.0
168.0
""
100.0
75.0
76.0
46.0
264.0
40.0
32.0
27.0
116.0
134.0
52.0
67.0
502.0
25.0
347.0
671.0
1596.0
118.0
17242.0
674.0
108.0
23.0
862.0
""
29.0
77.0
117.0
33.0
21.0
30.0
51.0
""
""
31.0
42.0
29.0
""
32.0
63.0
""
35.0
""
45.0
65.0
""
61.0
""
""
""
20.0
""
""
""
""
""
32.0
""
""
""
""
""
""
51.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
69.0
""
""
""
""
""
""
25.0
""
""
83.0
99.0
""
""
""
32.0
""
""
""
""
""
""
""
""
""
""
""
""
""
66.0
20.0
27.0
58.0
20.0
30.0
57.0
36.0
316.0
""
""
28.0
113.0
""
""
""
""
179.0
250.0
46.0
""
74.0
74.0
39.0
""
148.0
236.0
""
195.0
""
21.0
855.0
101.0
25.0
""
""
""
46.0
1384.0
""
""
1098.0
147.0
22.0
""
""
""
""
""
""
""
53.0
123.0
23.0
173.0
""
42.0
1430.0
5811.0
""
""
194.0
63.0
98.0
""
""
""
""
""
""
67.0
""
""
191.0
317.0
716.0
100.0
52.0
28.0
114.0
123.0
116.0
1493.0
92.0
48.0
""
""
82.0
22.0
167.0
101.0
149.0
20.0
93.0
209.0
90.0
455.0
48.0
769.0
28.0
37.0
96.0
11716.0
371.0
52.0
494.0
""
987.0
63.0
856.0
1550.0
530.0
317.0
1112.0
218.0
33.0
29.0
""
480.0
311.0
92.0
22.0
172.0
118.0
98.0
208.0
975.0
141.0
119.0
4560.0
142.0
13962.0
374.0
239.0
""
2482.0
525.0
227.0
232.0
294.0
193.0
3139.0
12811.0
4848.0
508.0
1676.0
19201.0
691.0
370.0
128.0
753.0
137.0
26.0
367.0
783.0
929.0
443.0
142.0
202.0
732.0
41.0
59.0
369.0
64.0
""
98.0
192.0
188.0
822.0
165.0
1196.0
5257.0
9870.0
215.0
781.0
388.0
269.0
375.0
148.0
36.0
118.0
101.0
54.0
1390.0
30.0
179.0
98.0
77.0
""
321.0
""
""
""
""
""
""
24.0
""
""
""
""
""
114.0
""
""
76.0
""
52.0
28.0
41.0
29.0
""
""
""
110.0
""
""
50.0
29.0
29.0
""
""
50.0
63.0
44.0
44.0
95.0
""
1298.0
73.0
178.0
428.0
1032.0
80.0
26.0
294.0
4664.0
101.0
9191.0
189.0
4729.0
434.0
""
501.0
510.0
70.0
327.0
177.0
255.0
244.0
863.0
204.0
""
158.0
88.0
""
""
""
667.0
2532.0
233.0
514.0
""
""
51.0
36.0
""
175.0
256.0
""
""
406.0
122.0
358.0
71.0
119.0
4485.0
4590.0
9757.0
1289.0
7754.0
10027.0
181.0
80.0
24.0
964.0
1368.0
11030.0
3942.0
""
34.0
11519.0
3556.0
2764.0
77011.0
61.0
27.0
425.0
286.0
409.0
65.0
172.0
1794.0
170.0
1273.0
54.0
1176.0
1032.0
24.0
""
145.0
""
""
""
172.0
41.0
3150.0
