staytract_other_pooled_n
483.0
239.0
41.0
870.0
503.0
89.0
1288.0
58.0
36.0
313.0
406.0
1867.0
49.0
164.0
398.0
23.0
69.0
458.0
54.0
102.0
562.0
1988.0
424.0
222.0
2003.0
62.0
336.0
1199.0
3312.0
113.0
155.0
273.0
1919.0
1890.0
151.0
834.0
59.0
152.0
30.0
34.0
430.0
87.0
30.0
""
50.0
86.0
2082.0
403.0
827.0
273.0
716.0
647.0
229.0
""
21.0
788.0
65.0
55.0
24.0
159.0
103.0
955.0
38.0
98.0
109.0
105.0
21.0
47.0
69.0
67.0
72.0
92.0
125.0
209.0
73.0
34.0
123.0
86.0
37.0
1542.0
124.0
197.0
74.0
177.0
1691.0
156.0
181.0
862.0
1007.0
359.0
192.0
74.0
82.0
576.0
97.0
33.0
204.0
382.0
4058.0
866.0
984.0
6184.0
2266.0
842.0
1283.0
3781.0
951.0
2655.0
170.0
531.0
439.0
376.0
1115.0
49.0
1158.0
894.0
1170.0
42.0
31.0
26.0
299.0
122.0
130.0
442.0
105.0
710.0
594.0
83.0
53.0
41.0
5846.0
141.0
246.0
67.0
291.0
144.0
645.0
768.0
62.0
148.0
582.0
579.0
31.0
74.0
202.0
42.0
450.0
146.0
86.0
67.0
109.0
934.0
216.0
37.0
2172.0
631.0
76.0
502.0
66.0
126.0
22.0
48.0
806.0
4774.0
64.0
12915.0
260.0
114.0
245.0
452.0
8557.0
1040.0
195.0
765.0
178.0
71.0
1027.0
2179.0
198.0
193.0
128.0
134.0
2318.0
169.0
166.0
2631.0
32.0
121.0
710.0
32.0
101.0
623.0
1464.0
54.0
54.0
192.0
333.0
345.0
1235.0
98.0
1147.0
515.0
144.0
268.0
514.0
892.0
2276.0
189.0
291.0
388.0
311.0
451.0
46.0
52.0
904.0
934.0
825.0
3688.0
214.0
302.0
152.0
198.0
300.0
164.0
3060.0
439.0
260.0
323.0
2657.0
949.0
725.0
512.0
34.0
265.0
37.0
180.0
44.0
403.0
""
77.0
290.0
155.0
263.0
668.0
138.0
182.0
416.0
1623.0
166.0
447.0
2943.0
511.0
238.0
30.0
490.0
160.0
116.0
1468.0
132.0
782.0
221.0
870.0
1318.0
1520.0
1560.0
19705.0
1588.0
8813.0
8381.0
1028.0
832.0
210.0
54.0
326.0
43.0
90.0
978.0
419.0
135.0
319.0
3653.0
""
""
8654.0
1573.0
158.0
975.0
5331.0
225.0
88.0
53.0
28.0
99.0
117.0
75.0
57.0
36.0
140.0
124.0
329.0
5960.0
77.0
243.0
338.0
81.0
83.0
44.0
126.0
239.0
""
235.0
354.0
132.0
241.0
600.0
461.0
125.0
396.0
296.0
266.0
99.0
901.0
139.0
96.0
88.0
306.0
584.0
189.0
197.0
680.0
72.0
673.0
939.0
2540.0
202.0
11164.0
954.0
348.0
127.0
3711.0
42.0
75.0
346.0
507.0
213.0
75.0
125.0
111.0
52.0
70.0
172.0
98.0
157.0
31.0
147.0
258.0
33.0
173.0
95.0
145.0
185.0
""
521.0
""
24.0
94.0
78.0
31.0
""
""
23.0
25.0
142.0
""
""
""
33.0
""
42.0
187.0
""
""
""
""
""
""
33.0
""
22.0
""
32.0
47.0
57.0
54.0
""
314.0
55.0
21.0
32.0
""
""
51.0
274.0
31.0
30.0
249.0
277.0
""
57.0
""
118.0
81.0
""
""
""
""
52.0
34.0
20.0
20.0
24.0
""
56.0
""
75.0
49.0
49.0
70.0
66.0
41.0
62.0
109.0
812.0
35.0
32.0
34.0
565.0
46.0
""
""
""
98.0
290.0
23.0
34.0
54.0
53.0
54.0
22.0
82.0
298.0
34.0
556.0
42.0
52.0
1706.0
55.0
""
""
""
""
55.0
2824.0
""
""
325.0
45.0
""
""
""
""
""
""
""
24.0
39.0
39.0
21.0
114.0
""
51.0
803.0
5365.0
33.0
""
78.0
71.0
167.0
39.0
""
""
23.0
""
""
151.0
46.0
""
626.0
826.0
1404.0
138.0
153.0
94.0
85.0
655.0
338.0
3598.0
253.0
135.0
""
""
518.0
86.0
765.0
190.0
764.0
94.0
171.0
1341.0
1176.0
991.0
357.0
5225.0
391.0
52.0
358.0
1479.0
271.0
""
65.0
""
184.0
""
105.0
366.0
245.0
33.0
364.0
79.0
""
""
""
48.0
91.0
24.0
""
69.0
21.0
41.0
32.0
154.0
37.0
""
2131.0
47.0
3266.0
51.0
75.0
""
389.0
41.0
""
""
""
""
72.0
386.0
703.0
207.0
422.0
6957.0
606.0
187.0
101.0
247.0
""
""
""
51.0
""
51.0
""
27.0
431.0
""
""
374.0
22.0
""
40.0
63.0
40.0
330.0
101.0
1897.0
3467.0
5584.0
278.0
502.0
384.0
327.0
1170.0
169.0
25.0
520.0
162.0
331.0
5295.0
445.0
458.0
275.0
312.0
""
2670.0
24.0
""
20.0
50.0
29.0
74.0
304.0
109.0
136.0
78.0
29.0
""
685.0
85.0
59.0
364.0
30.0
61.0
""
84.0
94.0
20.0
""
""
339.0
""
""
144.0
154.0
111.0
""
38.0
367.0
296.0
70.0
31.0
166.0
""
26751.0
1321.0
3438.0
47.0
295.0
""
""
50.0
1841.0
28.0
6709.0
28.0
2382.0
331.0
""
364.0
552.0
81.0
377.0
3963.0
177.0
86.0
1194.0
171.0
""
278.0
66.0
""
43.0
""
984.0
4356.0
293.0
500.0
""
""
43.0
66.0
""
148.0
507.0
""
30.0
731.0
461.0
787.0
131.0
516.0
2705.0
1975.0
3404.0
1460.0
11791.0
9518.0
122.0
36.0
38.0
1505.0
1981.0
21834.0
6226.0
""
54.0
11074.0
416.0
1822.0
42477.0
188.0
136.0
184.0
197.0
1761.0
231.0
747.0
6727.0
184.0
2970.0
248.0
669.0
899.0
101.0
20.0
406.0
""
""
24.0
520.0
336.0
19013.0
