hs_black_male_n
67.0
107.0
110.0
24.0
""
47.0
99.0
230.0
150.0
""
33.0
55.0
87.0
21.0
""
92.0
81.0
35.0
25.0
36.0
25.0
""
116.0
210.0
""
93.0
88.0
127.0
22.0
""
""
88.0
74.0
61.0
302.0
""
2002.0
""
65.0
54.0
200.0
63.0
108.0
141.0
462.0
85.0
""
""
1107.0
49.0
877.0
127.0
69.0
84.0
94.0
38.0
172.0
40.0
85.0
82.0
202.0
85.0
373.0
36.0
37.0
57.0
""
""
""
161.0
""
""
""
""
53.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
78.0
""
""
""
""
""
843.0
""
""
202.0
34.0
""
""
24.0
50.0
37.0
""
""
""
37.0
""
""
76.0
40.0
""
""
""
72.0
27.0
50.0
""
218.0
44.0
21.0
55.0
32.0
51.0
""
""
54.0
""
""
49.0
39.0
29.0
""
""
""
345.0
""
26.0
""
42.0
34.0
23.0
""
48.0
""
""
86.0
142.0
33.0
""
28.0
""
84.0
""
109.0
""
""
""
""
""
966.0
""
108.0
24.0
""
""
69.0
""
""
""
143.0
""
20.0
""
""
""
1292.0
""
""
27.0
""
""
665.0
""
""
277.0
""
""
21.0
""
251.0
49.0
""
""
5378.0
21.0
42.0
""
""
70.0
""
""
102.0
""
""
389.0
25.0
""
774.0
816.0
""
1203.0
1001.0
346.0
286.0
24.0
233.0
100.0
390.0
24.0
""
""
""
503.0
47.0
70.0
""
""
""
47.0
""
141.0
28.0
23.0
124.0
""
362.0
""
""
""
22.0
""
""
""
""
""
""
""
""
""
489.0
""
""
""
""
348.0
""
""
""
""
""
""
""
""
62.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
605.0
683.0
20.0
55.0
538.0
107.0
23.0
""
251.0
831.0
215.0
2496.0
278.0
""
167.0
21.0
283.0
2402.0
""
61.0
""
119.0
75.0
56.0
28.0
""
1489.0
478.0
31.0
""
196.0
""
""
""
25.0
""
25.0
58.0
61.0
1087.0
""
80.0
96.0
40.0
""
150.0
243.0
437.0
""
""
45.0
173.0
205.0
51.0
3247.0
""
32.0
147.0
""
1224.0
121.0
1274.0
75.0
591.0
540.0
76.0
62.0
283.0
50.0
125.0
331.0
36.0
21.0
26.0
""
299.0
""
21.0
20.0
30.0
""
""
""
129.0
""
30.0
53.0
53.0
""
551.0
""
""
52.0
22.0
96.0
90.0
51.0
""
58.0
22.0
128.0
""
""
713.0
72.0
""
40.0
226.0
""
1040.0
""
696.0
46.0
73.0
119.0
39.0
143.0
26.0
66.0
""
""
75.0
2884.0
32.0
47.0
425.0
196.0
44.0
""
35.0
49.0
49.0
26.0
""
129.0
81.0
""
""
2392.0
""
""
136.0
""
40.0
79.0
655.0
""
86.0
51.0
""
26.0
24.0
""
213.0
242.0
28.0
28.0
27.0
""
57.0
""
30.0
66.0
34.0
""
137.0
29.0
242.0
22.0
""
270.0
""
59.0
22.0
54.0
""
27.0
69.0
""
86.0
42.0
""
36.0
""
736.0
125.0
20.0
22.0
61.0
101.0
""
""
""
35.0
""
43.0
""
""
28.0
813.0
128.0
""
43.0
25.0
148.0
23.0
25.0
95.0
40.0
21.0
20.0
28.0
36.0
43.0
98.0
96.0
52.0
""
""
158.0
29.0
43.0
""
58.0
20.0
51.0
75.0
41.0
98.0
42.0
""
""
""
29.0
""
40.0
43.0
56.0
""
251.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
34.0
""
""
""
""
""
""
""
179.0
""
""
""
""
""
9077.0
""
""
22.0
""
""
311.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
46.0
""
29.0
""
""
""
231.0
157.0
""
""
378.0
""
""
""
""
""
""
26.0
73.0
160.0
""
162.0
""
""
""
""
""
""
""
""
""
""
""
252.0
""
""
""
""
25.0
""
""
""
86.0
594.0
""
146.0
""
""
""
""
43.0
""
""
74.0
""
""
""
""
""
""
516.0
""
236.0
""
""
359.0
""
""
""
""
""
""
""
61.0
""
""
""
""
""
""
""
66.0
""
74.0
""
29.0
""
""
""
""
38.0
""
23.0
""
""
""
""
53.0
""
""
""
""
""
""
""
""
""
""
1048.0
88.0
""
82.0
1434.0
""
""
""
24.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
265.0
""
""
""
""
""
""
""
24.0
""
""
113.0
""
43.0
""
""
""
""
30.0
""
""
""
""
""
""
""
""
""
102.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
28.0
""
""
""
""
42.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
149.0
""
""
""
""
88.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
30.0
""
""
""
""
""
""
""
74.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
120.0
""
""
""
""
""
72.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
50.0
""
""
""
""
""
328.0
""
133.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
447.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
136.0
20.0
""
""
""
""
47.0
""
""
""
263.0
""
""
35.0
""
""
""
""
""
""
""
""
""
147.0
""
""
""
26.0
""
""
25.0
""
1040.0
""
""
58.0
""
""
""
""
""
""
""
""
""
""
""
""
""
53.0
""
""
""
""
""
""
""
""
29.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
22.0
22.0
""
""
""
""
""
""
""
51.0
""
""
""
""
""
""
79.0
24.0
132.0
54.0
87.0
53.0
81.0
264.0
939.0
371.0
""
""
27.0
52.0
57.0
89.0
1308.0
43.0
56.0
54.0
63.0
""
223.0
121.0
45.0
1026.0
60.0
352.0
93.0
""
123.0
36.0
79.0
144.0
148.0
2500.0
463.0
36.0
61.0
412.0
40.0
59.0
34.0
32.0
74.0
42.0
76.0
197.0
257.0
142.0
155.0
194.0
205.0
""
141.0
62.0
51.0
159.0
101.0
127.0
75.0
""
""
30.0
""
""
20.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
506.0
1256.0
85.0
50.0
35.0
26.0
307.0
75.0
106.0
""
217.0
288.0
20.0
1064.0
4142.0
27.0
65.0
57.0
48.0
55.0
146.0
65.0
2773.0
37.0
20.0
105.0
""
106.0
""
209.0
""
365.0
""
193.0
166.0
951.0
150.0
""
""
""
""
""
""
""
""
""
""
233.0
""
115.0
46.0
""
""
""
""
""
""
""
""
76.0
""
689.0
""
""
""
""
""
""
""
242.0
""
""
""
""
79.0
169.0
""
406.0
""
""
""
""
""
""
""
""
272.0
""
""
""
""
""
""
""
32.0
""
""
195.0
""
1089.0
""
""
""
""
""
""
""
""
""
327.0
44.0
""
""
""
""
""
39.0
267.0
5484.0
""
""
58.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
112.0
""
""
""
""
""
""
""
720.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
20.0
""
""
""
""
""
""
315.0
""
""
""
""
""
""
22.0
""
""
""
""
""
""
""
""
""
""
""
""
39.0
""
""
""
""
""
160.0
48.0
47.0
68.0
22.0
217.0
25.0
33.0
71.0
36.0
81.0
52.0
129.0
196.0
112.0
43.0
124.0
216.0
33.0
""
""
84.0
26.0
349.0
1355.0
124.0
91.0
""
""
245.0
66.0
62.0
75.0
168.0
39.0
61.0
50.0
250.0
37.0
63.0
146.0
228.0
107.0
267.0
244.0
68.0
121.0
113.0
49.0
52.0
59.0
92.0
134.0
125.0
57.0
20.0
198.0
35.0
25.0
73.0
159.0
93.0
48.0
66.0
27.0
""
198.0
66.0
69.0
31.0
""
39.0
43.0
54.0
172.0
453.0
67.0
21.0
28.0
84.0
53.0
113.0
""
""
""
""
""
""
""
""
""
101.0
24.0
""
""
""
""
42.0
""
""
23.0
""
""
""
""
78.0
""
42.0
""
""
""
""
""
""
""
""
32.0
""
""
""
53.0
""
""
""
""
""
""
""
""
1157.0
""
26.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
23.0
""
""
""
""
26.0
""
""
""
""
""
65.0
""
21.0
""
""
26.0
""
65.0
""
""
""
""
""
""
106.0
""
""
""
1878.0
""
""
""
45.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
1583.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
450.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
73.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
80.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
893.0
""
""
""
""
""
""
""
""
""
""
""
""
69.0
""
""
""
""
""
""
""
37.0
""
28.0
""
""
301.0
318.0
485.0
702.0
43.0
184.0
2064.0
203.0
484.0
""
435.0
491.0
346.0
112.0
136.0
438.0
69.0
184.0
21.0
859.0
""
120.0
""
""
""
""
37.0
""
""
""
""
""
""
""
""
""
""
""
""
""
27.0
""
""
""
""
""
""
""
""
""
""
""
""
""
194.0
""
2580.0
41.0
""
""
20.0
30.0
""
""
21.0
""
""
169.0
601.0
""
""
""
""
""
""
""
63.0
5761.0
""
""
""
715.0
""
1203.0
1237.0
90.0
70.0
298.0
24.0
194.0
""
""
""
""
3090.0
39.0
263.0
262.0
""
20.0
63.0
""
""
""
""
762.0
28.0
""
21.0
51.0
""
""
28.0
811.0
""
""
177.0
""
""
105.0
""
""
113.0
103.0
68.0
75.0
101.0
31.0
107.0
27.0
""
29.0
62.0
101.0
47.0
""
38.0
""
165.0
107.0
182.0
913.0
""
""
101.0
20.0
102.0
537.0
295.0
543.0
116.0
188.0
35.0
""
107.0
71.0
890.0
247.0
138.0
""
31.0
91.0
98.0
""
121.0
""
