has_mom_hisp_male_p1
0.90502524
0.86372751
""
""
0.53135985
""
""
0.8851133
""
""
0.78148526
""
""
""
""
0.83279568
0.76966709
""
""
""
""
0.68700314
0.92104959
0.63753748
0.6607824
0.87583083
0.98141354
0.8405062
""
0.67783582
0.92828554
""
""
""
0.92413425
0.71397543
0.73813862
""
0.88902879
0.81013066
0.82202727
0.50855589
""
""
0.87159234
""
""
0.63337922
0.76232719
""
0.78220999
0.75423741
""
""
""
""
0.85368592
0.89838189
0.72203124
""
0.90531057
0.90450025
0.80482149
0.86237246
""
""
""
""
""
0.83171403
""
""
""
""
0.89458126
""
""
0.8276546
0.87091815
0.92429346
0.75683492
""
""
0.88916928
""
""
""
""
""
""
""
""
""
""
""
""
0.82129681
0.89104307
0.81941509
0.78194213
0.90892142
0.81291986
0.87992501
0.77564639
0.83779168
0.85777855
0.86733621
0.79761475
0.92187279
0.83293933
0.8786968
""
0.7137152
0.92785984
0.60977793
0.90692562
0.77197707
""
0.54467052
""
0.71470535
""
""
""
""
0.79884005
0.66818941
0.81787246
0.70443165
""
""
0.82606107
""
0.92021966
0.88642925
""
0.85908943
""
0.86832786
0.49632826
0.62283391
0.59322959
0.86636418
""
""
0.84159702
0.59247124
""
""
""
""
""
0.90351748
0.92722803
""
""
0.77652293
0.8197329
""
""
""
""
""
""
0.81906319
""
0.75021768
0.91795957
0.89112872
""
0.79471737
""
0.44473231
0.92002428
""
""
0.53300369
0.68875647
""
""
0.69875109
0.98997378
0.61108398
0.74680799
""
0.79556757
0.77774334
""
0.85859257
0.80886024
0.83535171
0.71716559
0.78989786
0.84296584
0.86711311
0.75180787
0.72417098
0.86255139
0.91124499
0.81619668
0.76697487
0.75416875
0.84749174
0.7749151
0.81667411
0.70424026
0.81173527
0.84220392
0.72967827
0.78744173
0.70371985
0.96582872
0.72555667
0.6556446
0.88360602
0.77887791
0.82270026
0.89202285
0.81566602
0.79718637
0.78888947
0.83488053
0.80868477
0.83322012
0.77180427
0.77851713
0.80358493
0.79746395
0.7816301
0.71133924
0.87043267
""
0.8605395
0.78538358
0.69934839
0.79871595
0.7648719
0.76899529
""
0.74714929
0.88131374
0.78006542
0.76984203
0.74824923
0.78134024
0.81351882
0.79656118
0.96241027
""
0.84370059
0.74003839
0.8437382
0.87819338
""
0.74784911
0.83289379
0.8734616
0.89371866
""
0.80081052
0.78176355
""
0.86826891
0.564758
0.71055472
0.88864112
0.90157217
0.75845474
""
""
0.75507444
""
0.94072098
""
0.85097915
""
0.89690077
0.8704356
0.89575177
0.86594397
0.87476569
""
0.80483019
0.87027347
""
0.81611383
0.86830777
0.82116526
0.71729445
0.86090648
""
0.50556922
0.89724308
""
0.84506577
0.88327682
0.913405
0.85659564
""
0.57034785
""
""
0.99413067
""
0.93753552
0.91724414
0.75950468
0.80502719
0.8327108
0.82946008
0.81952566
0.77509511
0.84856707
0.85183853
0.84251839
0.83385473
0.82097727
0.74243003
0.76398027
0.7467041
0.91286963
""
0.89168656
0.82624072
0.88567758
0.85971725
""
0.87774545
0.91537976
0.87434304
0.75644112
0.89391023
0.69764513
""
0.88326663
0.89149153
0.88523823
""
0.79660678
""
0.81977713
""
""
0.79711497
0.6583668
0.89010191
0.7657398
0.84932137
""
0.71263927
0.7569406
""
""
0.78352469
0.83169734
0.84479189
0.75247836
""
""
0.81036431
0.83935964
0.74152124
0.84645349
0.87889409
0.80641615
0.89870059
0.56600505
0.84010875
0.83770204
0.81556362
0.84416848
0.85068434
0.76694196
0.79934859
0.93028879
0.72817224
0.93227422
0.85240024
0.87732983
0.84166127
0.92867368
0.80695915
""
0.88073087
0.84702146
0.80987483
0.83908814
""
""
""
""
0.82175857
0.6531226
0.72454238
0.82083648
0.78508329
""
0.83193433
""
""
""
0.91515166
0.94523084
0.86280245
0.88378638
""
0.94755441
0.54104704
0.7944231
0.83979082
""
0.87156236
0.894705
0.74073088
0.72640681
0.61880642
""
0.77340323
""
0.69253361
0.80252105
0.77103895
0.83162135
""
0.77042729
""
""
""
""
0.76995206
0.68858314
""
""
0.7574842
0.8322987
""
""
0.80719954
""
""
""
""
0.89803511
0.52484894
0.57024455
""
0.67288792
0.52429819
""
0.81753206
0.67756969
0.76412976
""
0.72362494
0.65846372
0.59094375
""
""
0.90632731
""
""
0.848418
0.79683405
""
0.74182492
""
""
""
""
""
""
""
""
0.69231707
0.95236826
0.95222253
""
0.85440576
0.89127904
0.52920097
""
""
""
0.90319437
""
""
""
0.56899744
""
""
""
0.62656939
0.81589609
0.67669064
0.5170449
""
0.81665087
0.53896916
0.94645029
""
""
0.51738417
""
0.7644102
""
""
""
0.87736523
0.46489686
""
""
""
0.79231846
""
""
0.80296969
""
""
0.72467554
""
""
""
0.94212413
0.62402523
0.72935748
""
""
0.76344049
""
""
""
""
0.90017372
0.79388016
0.72321492
""
""
0.85451794
""
""
0.72364831
0.49965197
""
""
""
0.88148028
0.89354086
0.88962662
0.83441842
