coll_white_pooled_n
4807.0
2034.0
515.0
5856.0
3391.0
549.0
6621.0
650.0
479.0
2450.0
3105.0
9171.0
505.0
1122.0
2919.0
315.0
233.0
2752.0
397.0
416.0
3322.0
3363.0
2303.0
1059.0
8189.0
281.0
1278.0
3310.0
7882.0
686.0
803.0
1742.0
6604.0
4047.0
558.0
3345.0
601.0
975.0
159.0
160.0
2755.0
537.0
312.0
193.0
380.0
408.0
7694.0
2158.0
4780.0
1408.0
2957.0
3755.0
1613.0
123.0
220.0
3343.0
555.0
252.0
195.0
1000.0
645.0
4948.0
334.0
932.0
1139.0
994.0
367.0
627.0
790.0
1001.0
331.0
576.0
499.0
1577.0
755.0
441.0
1406.0
1138.0
432.0
6414.0
756.0
1587.0
949.0
1681.0
9996.0
1301.0
1487.0
1967.0
4000.0
2778.0
1941.0
815.0
902.0
3860.0
835.0
278.0
1677.0
3073.0
14690.0
3993.0
5168.0
10432.0
8055.0
4286.0
4490.0
9839.0
3833.0
7985.0
885.0
2524.0
1863.0
1342.0
4272.0
272.0
3804.0
6400.0
3141.0
246.0
176.0
254.0
1400.0
740.0
488.0
729.0
589.0
2419.0
2311.0
641.0
390.0
440.0
19095.0
930.0
1358.0
617.0
2037.0
1034.0
3680.0
1710.0
290.0
727.0
2322.0
1589.0
214.0
403.0
970.0
284.0
2574.0
873.0
508.0
547.0
1243.0
6849.0
1436.0
209.0
5001.0
3707.0
418.0
2485.0
689.0
1391.0
218.0
571.0
2288.0
16051.0
272.0
24851.0
1844.0
1959.0
622.0
4479.0
43232.0
5294.0
2404.0
7818.0
2404.0
1031.0
6093.0
15342.0
2196.0
1482.0
1520.0
1755.0
12766.0
1444.0
1393.0
18328.0
544.0
1949.0
4570.0
377.0
864.0
2130.0
10416.0
574.0
834.0
2092.0
3572.0
4073.0
8959.0
1493.0
7329.0
4961.0
1867.0
2431.0
4617.0
6742.0
12975.0
1837.0
2932.0
4033.0
2787.0
4449.0
829.0
722.0
5953.0
8198.0
4894.0
22172.0
2216.0
2515.0
1397.0
2300.0
2386.0
1408.0
14444.0
3963.0
4290.0
6327.0
26180.0
8691.0
9151.0
3225.0
536.0
2498.0
395.0
1160.0
545.0
2864.0
239.0
1293.0
