somecoll_asian_pooled_n
25.0
""
""
60.0
38.0
""
165.0
""
""
51.0
41.0
311.0
""
43.0
69.0
""
""
26.0
""
""
29.0
77.0
28.0
""
268.0
""
""
55.0
433.0
""
""
""
226.0
118.0
""
95.0
""
""
""
""
43.0
""
""
""
""
""
372.0
40.0
101.0
""
40.0
52.0
""
""
""
49.0
""
""
""
""
""
56.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
148.0
""
""
""
""
188.0
""
""
25.0
72.0
""
""
""
""
60.0
""
""
""
23.0
458.0
78.0
67.0
597.0
198.0
55.0
74.0
455.0
60.0
280.0
""
33.0
61.0
""
76.0
""
79.0
63.0
91.0
""
""
""
""
""
""
""
""
42.0
47.0
""
""
""
1004.0
""
37.0
""
36.0
""
26.0
43.0
""
""
42.0
40.0
""
""
""
""
34.0
""
""
""
""
84.0
23.0
""
135.0
60.0
""
45.0
""
""
""
""
42.0
696.0
""
2790.0
""
""
""
""
1150.0
99.0
""
61.0
""
""
63.0
192.0
""
""
""
""
138.0
""
""
214.0
""
""
58.0
""
""
24.0
127.0
""
""
""
25.0
""
104.0
""
70.0
32.0
""
""
21.0
76.0
210.0
""
""
41.0
""
22.0
""
""
84.0
44.0
35.0
405.0
""
""
""
""
""
""
260.0
30.0
31.0
25.0
241.0
40.0
52.0
42.0
""
33.0
""
""
""
23.0
""
""
""
""
""
36.0
""
""
31.0
156.0
""
51.0
361.0
44.0
""
""
24.0
""
""
167.0
""
95.0
""
114.0
210.0
167.0
169.0
8025.0
402.0
3870.0
1839.0
133.0
73.0
22.0
""
""
""
""
65.0
45.0
""
23.0
239.0
""
""
1508.0
154.0
""
100.0
718.0
""
""
""
""
""
""
""
""
""
""
""
44.0
1213.0
""
""
61.0
""
""
""
""
32.0
""
32.0
33.0
""
75.0
130.0
58.0
""
104.0
68.0
56.0
""
126.0
""
""
""
22.0
56.0
20.0
""
50.0
""
73.0
58.0
326.0
""
3482.0
98.0
""
""
338.0
""
""
26.0
24.0
""
""
""
""
""
""
""
""
""
""
""
22.0
""
""
""
""
""
""
29.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
27.0
""
""
""
""
""
""
""
""
""
""
26.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
31.0
""
""
""
""
152.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
35.0
""
69.0
""
""
110.0
""
""
""
""
""
""
131.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
46.0
613.0
""
""
""
""
""
""
""
""
""
""
""
23.0
""
""
""
34.0
152.0
""
""
""
""
22.0
""
313.0
""
""
""
""
42.0
""
35.0
""
20.0
""
""
67.0
""
35.0
""
127.0
""
""
""
78.0
""
""
""
""
""
""
""
30.0
""
""
49.0
""
""
""
""
""
24.0
""
""
""
""
""
""
25.0
""
""
264.0
""
236.0
""
""
""
31.0
""
""
""
""
""
""
76.0
56.0
27.0
81.0
2022.0
85.0
""
""
""
""
""
""
""
""
""
""
""
25.0
""
""
28.0
""
""
""
""
""
""
""
68.0
599.0
1239.0
""
""
""
""
35.0
""
""
""
""
""
279.0
""
""
""
""
""
179.0
""
""
""
""
""
26.0
""
""
""
""
""
""
20.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
2798.0
116.0
267.0
""
""
""
""
""
112.0
""
548.0
""
141.0
22.0
""
""
""
""
""
192.0
""
""
74.0
""
""
""
""
""
""
""
46.0
293.0
20.0
22.0
""
""
""
""
""
""
""
""
""
28.0
23.0
24.0
""
""
341.0
261.0
774.0
159.0
1996.0
3677.0
""
""
""
152.0
136.0
7034.0
717.0
""
""
2339.0
48.0
169.0
14880.0
""
""
""
""
78.0
""
46.0
770.0
""
144.0
""
26.0
68.0
""
""
""
""
""
""
31.0
""
2395.0
