lpov_nbh_white_male_n
20420.0
9299.0
2144.0
26334.0
14293.0
2237.0
28714.0
2990.0
2036.0
10766.0
13243.0
40186.0
2027.0
5234.0
12796.0
1489.0
1156.0
13003.0
1824.0
1688.0
14251.0
14484.0
10270.0
4494.0
34994.0
1031.0
5276.0
14713.0
33255.0
2932.0
3343.0
7224.0
27546.0
16981.0
2018.0
16691.0
3200.0
4508.0
643.0
678.0
12859.0
2546.0
1406.0
707.0
1663.0
1797.0
33746.0
9380.0
22911.0
5880.0
11796.0
17546.0
7234.0
477.0
871.0
13842.0
2080.0
723.0
678.0
3993.0
2601.0
20905.0
1126.0
3514.0
5052.0
4182.0
1393.0
2606.0
3098.0
4328.0
1664.0
2636.0
2152.0
6187.0
2886.0
1736.0
5911.0
4516.0
1759.0
27830.0
3081.0
6611.0
3660.0
7107.0
42709.0
5548.0
5851.0
8451.0
17330.0
10541.0
8018.0
3366.0
3989.0
17252.0
3763.0
1468.0
7587.0
14417.0
67801.0
17968.0
24015.0
49956.0
38535.0
19871.0
21771.0
47238.0
19178.0
39005.0
4466.0
12437.0
8602.0
5595.0
17713.0
1126.0
17095.0
28156.0
14273.0
870.0
857.0
922.0
6424.0
3356.0
2772.0
3180.0
2566.0
10996.0
10660.0
2801.0
1765.0
1874.0
87522.0
4337.0
5822.0
2798.0
9416.0
4389.0
16046.0
7566.0
1153.0
3161.0
10912.0
7435.0
906.0
1607.0
4048.0
962.0
7614.0
4077.0
2226.0
2136.0
5258.0
29537.0
6154.0
924.0
23819.0
16985.0
1844.0
10184.0
2370.0
6114.0
849.0
2505.0
9920.0
65783.0
1190.0
101309.0
5309.0
5386.0
1791.0
13907.0
156424.0
17020.0
5904.0
22583.0
5810.0
2534.0
19671.0
50314.0
6891.0
3744.0
4276.0
5082.0
47655.0
5664.0
4851.0
74648.0
2090.0
6903.0
18993.0
1523.0
3430.0
8369.0
39545.0
2236.0
3104.0
7571.0
11915.0
12442.0
33000.0
4686.0
25901.0
16865.0
6216.0
8507.0
16444.0
23658.0
53033.0
7283.0
10798.0
13664.0
10612.0
16406.0
2363.0
2382.0
23849.0
29709.0
18151.0
85751.0
8505.0
8644.0
5027.0
7665.0
9665.0
5383.0
57454.0
14812.0
10839.0
16251.0
85380.0
30725.0
26679.0
14630.0
2005.0
