par_rank_other_female_mean
0.43608221
0.41714117
0.31662822
0.48491117
0.52180624
0.42731947
0.45417896
0.42735186
0.43953943
0.46245381
0.41765389
0.49845541
0.41798672
0.43208066
0.45740274
""
0.36418757
0.47312984
0.31681082
0.37336388
0.39400283
0.4258832
0.46465498
0.39230552
0.53670818
0.29193443
0.47142929
0.44835928
0.49023661
0.34574869
0.39395291
0.47056839
0.50137305
0.48838186
0.39817104
0.45362136
0.38615981
0.37954977
""
""
0.45167667
0.30273381
""
""
0.3235482
0.37882999
0.45226267
0.38453853
0.49279538
0.39988554
0.45846382
0.44012216
0.37641695
""
""
0.43841377
0.49564222
0.34656668
""
0.42826349
0.37523565
0.48974955
""
0.36648315
0.35606092
0.44850701
""
""
0.36394432
0.29066312
0.31923309
0.37233663
0.32125214
0.43088052
0.37021443
""
0.36574963
0.37091345
0.43581739
0.48567352
0.3960323
0.48184186
0.35214123
0.47638723
0.49327201
0.43472198
0.37487704
0.45946386
0.55991709
0.44362608
0.39215407
0.38329861
0.49006599
0.46467865
0.45212132
0.48487815
0.45587862
0.41945139
0.46338859
0.41391599
0.47050792
0.42637235
0.44794601
0.43522102
0.51263845
0.45213455
0.40325072
0.49366322
0.42483914
0.38463572
0.45605186
0.41071334
0.45776325
0.33125827
0.4499526
0.48027378
0.47132018
0.34270373
""
""
0.42920542
0.35316491
0.49194238
0.44240931
0.39496225
0.48536927
0.50711769
0.45917138
0.42123616
0.32248855
0.51319975
0.40143451
0.41891289
0.41959089
0.48335075
0.42498532
0.46465868
0.4249104
0.35572144
0.48174071
0.46042159
0.44850457
""
0.44121727
0.42767489
""
0.44806769
0.40005398
0.44066626
0.32192785
0.36910459
0.49182853
0.44805315
0.33161271
0.4564712
0.43853131
0.4587574
0.4632124
0.3527208
0.51819259
""
""
0.58887196
0.55125707
0.33550981
0.61040968
0.49871349
0.49355891
0.44791245
0.45598954
0.54925984
0.52990568
0.56632012
0.51635247
0.41568533
0.38888389
