kir_top01_natam_female_p75_se
0.012361363
0.024667365
""
0.0076137525
0.01458984
""
0.01056467
""
""
0.036073864
0.0140593
0.0033176283
""
0.038663074
0.03386857
""
0.0041167554
0.01516199
""
0.0088484958
0.022824625
0.00035087185
0.0073065176
0.027079392
0.00466293
0.019347375
0.019200452
0.0081753898
0.0037995221
""
""
0.0081154853
0.0014160904
0.0042560189
0.0078942189
0.0072241612
0.028806776
""
""
""
0.021359179
""
""
""
""
""
0.0020492775
0.0013106629
0.0086671356
0.0058753686
0.0048375968
0.006731682
0.02024328
""
""
0.0047106361
""
0.0097457338
""
""
""
0.0070059896
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.006206762
""
""
""
0.033743314
0.0059692613
""
""
0.011103603
0.0022269876
0.0039958511
0.017733779
""
""
0.011289243
""
""
0.022790577
0.017526729
0.0083359098
0.0057648197
0.0048962957
0.0040309546
0.0033080676
0.027165607
0.0073362198
0.0024323722
0.0056989156
0.002413484
0.022445485
0.0099757342
0.012574648
0.021619756
0.007720062
""
0.005542567
0.0080059301
0.022471134
""
""
""
0.051097106
""
""
0.03872408
""
0.022640089
0.022773769
""
""
""
0.0030191655
""
""
""
0.056715902
""
0.02219134
0.021070549
""
""
0.024352189
0.0081620561
""
""
""
""
0.0086197779
0.0035215733
""
""
0.019679315
0.0041240794
0.020582845
""
0.00221451
0.0021317722
0.0073509393
0.01039889
""
""
""
""
0.0059026312
0.0024285582
""
0.0014754991
0.019425631
0.01387886
0.0019910287
0.012157748
0.0012627182
0.0083934925
0.0069898763
0.0077459966
0.01670751
0.025385743
0.0080157937
0.0027182852
0.0072922804
0.008553898
0.044204749
0.032219648
0.018925998
""
""
0.0047815479
""
""
0.022430437
""
""
0.018191587
0.0060521779
""
""
""
0.01603465
""
0.0061119841
""
0.0058071194
0.0096350797
0.028384874
0.018467128
0.026629133
0.0085292067
0.0052747475
""
0.032818012
0.018435845
""
0.016553354
""
""
0.0082707461
0.0073601669
0.010813516
0.0041487534
""
0.029168099
""
""
0.011067853
""
0.0050406544
0.016628524
""
""
0.0054169726
0.0093535455
0.007553651
0.0090111699
""
""
""
""
""
0.025377689
""
""
""
""
0.010696458
0.019706706
""
""
""
0.0036116322
""
""
0.0012277873
0.036154121
0.0055973213
""
0.0076039862
0.0053340541
""
0.0069574621
""
0.013681564
""
0.0087809851
0.0074653742
0.013890579
0.012203524
0.0012234979
0.0054457136
0.0021513689
0.0019744819
0.0012666567
0.0049773981
""
""
0.011336446
0.011130924
0.011116415
0.0052214228
0.010144706
""
0.019689247
0.0011147058
""
""
0.002045559
0.00074889924
""
0.0030807287
0.00030708889
""
0.0097903498
0.014591114
""
0.018145485
0.0067309556
0.058050498
""
""
0.030012865
""
0.0093283225
0.0063410047
0.019889951
0.004354612
0.016916106
""
""
""
0.017661469
""
""
""
0.029296789
""
0.026847862
0.0042438856
0.0031491253
0.0046921507
0.011713472
0.013575302
0.014447623
""
0.010620571
""
""
""
""
0.007216996
""
""
0.0086009596
""
0.010387734
0.012677248
0.0027429692
""
0.0012079619
0.007385029
0.024393758
""
0.0031019491
""
""
""
0.0095810574
0.064032726
""
0.030492196
0.041561522
""
""
""
""
0.054956697
""
""
0.014681229
""
""
""
""
0.040995229
""
0.0022470141
""
""
""
""
""
""
""
""
""
0.0069706365
""
""
""
0.021960106
""
0.0057637962
0.036154941
""
""
""
""
""
""
0.021273935
""
0.07291656
""
0.066054121
0.01935837
0.065087616
0.037138756
""
0.0091017997
0.048182566
""
0.012389803
0.018983888
0.057909206
0.02997175
0.0085202754
""
""
0.012587067
0.0051573361
""
0.076299131
""
0.01881614
""
""
""
""
0.14241396
0.053124581
0.23820682
""
0.039856125
0.026290946
""
0.024430597
""
0.05353478
""
""
""
""
""
""
""
0.025080377
""
""
""
0.0042798463
0.017212119
0.17557894
""
0.01266342
0.021733353
0.03009236
""
0.007302715
0.069502868
""
""
""
""
0.0057667261
0.015148512
0.011943065
""
""
0.0066598868
""
""
""
""
""
""
0.0041359211
""
""
0.012741911
""
""
""
""
""
""
""
""
""
""
""
""
0.043255329
""
""
0.0073595522
0.0019597691
""
""
""
""
0.049207617
""
""
""
""
""
""
""
0.015891127
""
0.024310779
0.0024189397
0.0019558473
""
0.0095696812
""
""
0.0012780171
""
0.001972541
0.021014392
""
""
""
0.018650394
""
0.0053419424
0.017424112
0.0011009637
0.034848224
0.022658423
0.00073655701
0.00044338036
0.0014613201
0.0047208755
0.00093466538
0.0020835621
0.026288031
0.0047946721
0.0058376174
0.026993621
""
""
""
0.023523321
""
""
0.023270708
0.041165814
""
0.016020702
0.029385105
""
""
""
""
0.025600819
""
""
""
""
""
""
""
""
""
0.0093489569
""
0.0044785086
""
""
""
0.013175767
""
""
""
""
""
""
0.031349238
0.018731084
""
0.016677115
0.0021812641
0.0086960122
0.12834941
""
0.049403675
""
""
""
""
""
""
""
""
0.020189902
""
""
0.029432047
""
""
""
""
""
0.019480938
0.066741213
0.011519671
0.0024056246
0.0023766235
0.013306284
0.011839222
0.016541027
0.016529597
0.001754232
0.014556945
""
0.0018980546
0.0060554906
0.0020445937
0.00029487661
0.0077041523
0.0033736459
0.022655258
0.002462755
0.065019742
0.0021128014
0.059653483
""
0.010817477
0.009945944
0.018075528
0.032194421
0.012212524
0.025015976
0.015356367
0.0035820454
0.01344457
""
0.0083159357
0.017044295
0.0097390031
0.020764332
""
""
""
0.0098075597
0.014053459
""
""
0.032388043
0.0085782791
""
""
0.035644803
0.038951699
0.058417872
""
""
0.010134926
0.019834725
0.04225482
""
0.034445118
""
0.0015034963
""
""
""
0.0035950805
""
""
""
0.00060580566
0.019107727
0.0005073314
0.0066704261
0.0019117125
0.01255453
""
0.00036868572
0.0010078035
0.0053480691
0.00035581278
""
0.019969208
0.023967499
0.003699237
0.024982935
""
0.0061683399
0.031112043
""
""
""
0.0049929293
0.0012005755
0.012705367
0.0028017901
""
""
""
0.0085895127
""
0.041067656
0.0034918871
""
""
0.0032748564
0.0023470691
0.0045773713
0.0079179266
0.0040504797
0.007466597
0.004348136
0.0015546837
0.0024389322
0.00075579574
0.0057363044
0.0046295975
0.015211181
""
0.00094634586
0.0090942187
0.0012511286
0.00070030364
""
0.0078172935
0.0014568728
0.0089173252
0.0046865316
0.0024657031
0.0076918746
""
0.015780976
0.012086734
0.0019705687
0.0031029207
0.0026844018
0.00088109024
0.008602743
0.0012595451
0.0088646887
0.0014569374
0.0030238996
""
""
0.0046148906
""
""
""
0.0025979334
0.005015221
0.00092223444
