staycz_hisp_pooled_mean_se
0.020594718
0.024783384
0.079071298
0.014350242
0.012611268
0.049441256
0.0093746707
0.041005615
0.054360267
0.017771181
0.01687054
0.0070971185
0.054018475
0.030313954
0.015540313
0.066353552
0.055306993
0.017232364
0.05901676
0.052426402
0.016713157
0.0084300432
0.019096784
0.022003891
0.0071849595
0.046327151
0.016261527
0.010944456
0.0071716225
0.037382141
0.036682405
0.027684376
0.0093030483
0.010486448
0.040266287
0.013440053
0.050288513
0.034257106
0.088011883
0.076134101
0.018273259
0.049354155
0.079014689
""
0.068517432
0.049986824
0.0058310945
0.020680347
0.012668254
0.026027199
0.014574968
0.015490242
0.024171285
0.077688769
0.077814184
0.013948547
0.053909533
0.070240028
0.061880883
0.028586645
0.039833058
0.012135446
0.075337514
0.040202662
0.049078971
0.047318671
""
0.086982936
0.058827907
0.049536914
0.057996053
0.045178842
0.040362496
0.027666263
0.039586913
0.065922245
0.031452067
0.042246241
0.053410053
0.0097764544
0.034614611
0.028411273
0.050515048
0.022529695
0.0087171877
0.028939286
0.031610627
0.014007067
0.013942826
0.019146219
0.026949162
0.039606281
0.038511109
0.018345442
0.041332331
0.056285262
0.024279242
0.0085169757
0.0028168522
0.0057960469
0.0068845036
0.0012497582
0.0035289538
0.0051772986
0.0077872863
0.0026027597
0.0074794022
0.0061571635
0.024263754
0.010267705
0.01388511
0.022051692
0.011885802
0.060714349
0.01211815
0.011008455
0.012055878
0.070781857
0.061022438
0.069042616
0.018258495
0.029450981
0.032715246
0.017793126
0.040062148
0.013976022
0.015866121
0.033014711
0.050481133
0.050985381
0.0037986962
0.037115749
0.019791119
0.045744717
0.0094508408
0.040190816
0.015273621
0.012243593
0.044012967
0.034911837
0.014545375
0.018805502
0.064758822
0.040138029
0.026681246
0.081499189
0.019179689
0.034509286
0.05735201
0.053959284
0.043714851
0.01256632
0.032282971
0.070359163
0.0095851598
0.016411275
0.061184589
0.019846112
0.059103183
0.049505282
""
0.092997715
0.013680538
0.0060621435
0.063662715
0.0024176738
0.044763137
0.046341464
0.058208011
0.013281964
0.0038132158
0.0095761837
0.023497466
0.0091497386
0.033904675
0.034670252
0.011054082
0.005220043
0.027903909
0.042193323
0.04420187
0.03620261
