lpov_nbh_black_male_p75_se
""
0.16730902
0.18094723
""
0.13824044
0.46740592
0.49568948
""
0.18676621
0.1878313
0.25770056
0.134541
1.1717099
""
0.16311617
""
0.20611206
0.19861393
""
0.20937459
""
0.1413033
0.15333827
0.59865922
""
""
""
""
""
""
""
0.17436872
""
0.11942005
""
""
""
""
""
0.27772385
0.20107676
""
""
0.11143614
0.18485706
0.29385433
0.38578051
0.34258649
0.078966364
0.29571503
0.34613228
0.11918379
""
0.37308544
0.35247198
0.24587187
""
""
""
""
""
""
""
""
""
0.11704037
0.079275139
0.29686502
0.15268606
""
0.19128007
0.44169751
0.18285452
0.17943814
0.36746788
0.19492167
""
0.17916438
0.14416921
0.099969752
0.18311471
0.15565431
0.13596578
0.14789547
0.18552212
0.10643431
0.25082943
0.38604778
0.17805794
""
0.22765467
0.20186383
0.22168609
0.097029589
0.15380238
""
""
0.16642408
0.12532799
""
0.20910238
""
0.12415556
""
""
""
0.1056415
0.11177076
0.10840586
0.13648514
0.16151455
0.12834078
0.11618143
0.099137314
0.09257137
""
""
""
0.1668282
""
""
0.18811865
0.24581784
""
""
""
""
0.13629395
""
0.25883302
0.090886243
0.15366848
0.15856437
0.3285566
0.3834205
""
0.13196161
0.22751315
0.16801201
0.15132552
0.080326162
0.21101724
0.20733213
0.18026435
""
""
""
""
0.55319804
""
""
""
""
0.36095273
0.34618527
0.20569928
""
""
""
0.20576485
0.088757865
0.13194905
0.13712616
0.096085608
0.17038383
0.21588048
0.43716276
0.21628992
""
0.53302169
0.12202369
0.20294805
0.11814669
0.31678578
0.079447664
""
""
""
0.13226482
0.30900645
0.1451757
0.21941356
0.40065986
0.12844084
0.34058127
""
0.6106866
""
""
0.20413156
""
0.29291433
0.73309833
""
""
""
""
0.23947433
""
""
0.392021
0.18734533
""
0.33039257
0.83191311
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.10548832
""
""
0.10531265
""
""
""
""
0.20631313
0.13595483
0.19075638
0.24158336
0.12481716
0.15426356
0.20543766
0.27303898
0.12244856
0.094241969
0.17271288
0.879179
0.075620659
0.15150388
0.12216382
0.093766145
""
0.20966406
0.21876904
0.12004682
0.18014494
""
0.083871737
0.15836497
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.14051861
""
0.45673186
0.6521911
0.16562101
""
0.18015958
0.18653372
0.13798983
""
0.17520611
0.28301212
0.37286064
0.17516288
0.1554487
0.10394768
0.14699531
0.15830033
""
0.25279212
0.21847518
0.11674025
0.27349949
0.10631745
0.087512001
""
""
""
""
0.067518078
0.1298544
0.23741151
""
0.13343282
0.15867831
0.055186618
0.27299255
0.1559758
0.15154506
""
""
""
""
""
""
""
""
""
""
""
""
""
0.16916707
""
""
0.23190026
0.12540965
""
""
""
""
0.18378177
""
""
""
""
""
0.64851528
""
0.16912408
0.41449288
""
""
0.13850558
0.13685958
0.071203485
0.12264661
0.41810694
0.28542751
0.17096838
0.18824275
0.41220921
0.095901787
0.1916801
0.14180443
0.10524555
0.14361882
""
""
0.17103955
0.14500515
0.12809251
0.11823991
0.41375002
0.38511938
0.14236619
0.14722693
0.17653646
0.12767231
0.079580255
0.12558365
0.40778369
0.17781109
0.078128234
0.17937833
""
0.20117244
0.17279425
""
0.22074257
""
""
""
""
""
0.26813003
""
""
""
""
""
0.10218393
0.1327831
0.10727497
0.10769976
0.22894564
0.070915304
0.051599238
0.094595395
0.10690623
0.10566862
0.095517121
0.093241729
0.1169934
0.13777663
0.1080814
0.086497493
0.11353613
0.15129682
0.12272052
0.2560209
0.068382122
0.081225805
0.1017041
0.072641887
0.14805005
