kir_native_asian_male_n
""
""
""
22.0
""
""
34.0
""
""
""
""
66.0
""
""
22.0
""
""
""
""
""
""
30.0
""
""
63.0
""
""
""
72.0
""
""
""
32.0
""
""
29.0
""
""
""
""
""
""
""
""
""
""
54.0
""
""
""
""
22.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
44.0
""
""
""
""
45.0
""
""
""
22.0
""
""
""
""
23.0
""
""
""
""
99.0
20.0
21.0
65.0
41.0
""
36.0
70.0
""
51.0
""
""
""
""
25.0
""
28.0
24.0
25.0
""
""
""
""
""
""
""
""
""
""
""
""
""
147.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
20.0
""
""
43.0
21.0
""
""
""
""
""
""
""
137.0
""
277.0
""
""
""
""
248.0
24.0
""
26.0
""
""
29.0
76.0
""
""
""
""
39.0
""
""
53.0
""
""
21.0
""
""
""
40.0
""
""
""
""
""
39.0
""
""
20.0
""
""
""
20.0
57.0
""
""
""
""
""
""
""
""
""
23.0
103.0
""
""
""
""
""
""
71.0
""
""
""
98.0
29.0
33.0
""
""
""
""
""
""
""
""
""
""
""
""
25.0
""
""
""
62.0
""
""
138.0
28.0
""
""
""
""
""
55.0
""
44.0
""
31.0
65.0
64.0
45.0
504.0
75.0
273.0
326.0
34.0
26.0
""
""
""
""
""
24.0
21.0
""
""
48.0
""
""
216.0
52.0
""
26.0
157.0
""
""
""
""
""
""
""
""
""
""
""
""
317.0
""
""
27.0
""
""
""
""
""
""
""
""
""
25.0
29.0
20.0
""
33.0
21.0
""
""
41.0
""
""
""
""
""
""
""
""
""
28.0
36.0
94.0
""
371.0
36.0
""
""
88.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
29.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
50.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
40.0
""
""
""
""
""
""
37.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
36.0
150.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
26.0
""
""
""
""
""
""
85.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
42.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
44.0
""
62.0
""
""
""
""
""
""
""
""
""
""
22.0
25.0
""
""
171.0
20.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
75.0
153.0
""
""
""
""
""
""
""
""
""
""
57.0
""
""
""
""
""
32.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
1131.0
57.0
103.0
""
""
""
""
""
37.0
""
157.0
""
42.0
""
""
""
""
""
""
140.0
""
""
29.0
""
""
""
""
""
""
""
""
85.0
""
22.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
58.0
51.0
155.0
27.0
303.0
313.0
""
""
""
36.0
44.0
748.0
115.0
""
""
222.0
""
52.0
1239.0
""
""
""
""
31.0
""
""
134.0
""
60.0
""
""
""
""
""
""
""
""
""
""
""
400.0
