kir_29_pooled_male_p75_se
0.003090844
0.004889959
0.011953146
0.0023865057
0.0028561226
0.0088069579
0.0020290564
0.0082813539
0.010901872
0.0036772289
0.0033592659
0.0016364921
0.010100639
0.0059082084
0.0032798795
0.011607786
0.013226698
0.0034015966
0.011557438
0.0096863294
0.0032007897
0.002781081
0.0037129093
0.0050515588
0.0016954632
0.011551077
0.0051170997
0.0030066255
0.0018487651
0.0070673758
0.0066614812
0.0043766596
0.0017883835
0.0024232932
0.007608796
0.0032220525
0.0079050977
0.006191262
0.015621045
0.014876703
0.0030801473
0.0085749356
0.011161773
0.017384443
0.0097865397
0.007885538
0.0018722358
0.0038171965
0.0023206268
0.0055142222
0.0034797746
0.0029781328
0.0046835174
0.022330659
0.012879868
0.003153349
0.00863297
0.016026432
0.014685948
0.0059251362
0.0075889681
0.0025912162
0.013539555
0.0078886924
0.0071243211
0.0070896642
0.015374281
0.0097182319
0.0096338848
0.0083798412
0.0094041675
0.0073258304
0.0074183457
0.0048458809
0.0076457318
0.011328626
0.005342633
0.0069681318
0.010226793
0.001941681
0.0070398175
0.0051813391
0.0082935113
0.0044546337
0.0016875963
0.0056934855
0.005730663
0.0042095352
0.0025915103
0.0045402218
0.0047802823
0.0079590594
0.0072862809
0.0030121384
0.0080520511
0.012394721
0.0050329478
0.0035051098
0.0014566191
0.0029483291
0.0025850448
0.0012553452
0.0018200981
0.0027561642
0.0024559363
0.0016071061
0.0029429842
0.0018000221
0.0064822934
0.0038839264
0.0041144406
0.0048669665
0.0024937529
0.010149314
0.0027203911
0.002246364
0.0027502144
0.01332137
0.014251196
0.013327457
0.0049518566
0.0077524623
0.0071110348
0.0062826779
0.0079306355
0.0032466869
0.0032717013
0.0083915386
0.0083763627
0.0084271478
0.001012014
0.0059571574
0.0047374344
0.0081516718
0.0040806658
0.0064350991
0.0030782062
0.0039376314
0.010383316
0.0061076251
0.0035036183
0.0047950796
0.013684469
0.0095564453
0.0054390836
0.011761803
0.0045765922
0.0061362167
0.0077649509
0.0081012817
0.0065579005
0.0020619819
0.0045875926
0.011094707
0.0025219447
0.0029398038
