hours_wk_asian_male_p25_se
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
2.1401541
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
1.9494437
""
""
4.5114655
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.95954305
""
""
3.2327914
""
""
1.4366702
""
""
1.4981543
""
""
""
""
2.3943386
""
""
""
0.3624444
""
3.2281454
""
""
3.3801451
""
""
2.7401571
5.9162364
""
0.59689432
6.6902518
""
1.6794879
1.1902186
""
1.6283953
0.94753265
0.87061316
1.949909
""
1.2980447
3.9249854
0.83424115
""
""
""
""
2.4983187
3.9120729
1.9982628
3.4608159
""
""
3.1427658
""
2.4296727
2.7794037
""
3.1679945
""
2.4478931
""
""
""
7.437397
""
""
""
""
""
""
""
""
""
3.0469682
""
""
""
""
3.5741618
""
""
""
""
""
""
""
""
3.2998779
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
3.1839137
1.8589909
""
""
3.4208539
""
""
""
""
2.6157901
""
4.0376196
""
""
""
""
""
1.5986871
""
""
""
""
""
""
""
""
2.5519745
""
""
""
""
""
""
""
""
""
""
""
""
2.7570858
""
""
""
""
""
""
""
""
""
""
""
""
""
""
2.0826354
""
""
""
""
2.4393635
""
3.5667763
""
3.0000305
5.4940872
""
""
""
""
""
2.8230584
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
3.1515014
""
3.8654799
""
""
""
""
""
""
""
""
""
""
2.8144715
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
3.5423942
""
""
""
""
""
""
1.5393541
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
2.3679152
1.0477966
4.5396881
3.4438105
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.92265368
""
""
""
""
""
1.3455378
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
5.0855021
""
""
""
3.4443061
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
