work_26_white_female_n
17247.0
7804.0
1842.0
21946.0
11954.0
1909.0
23686.0
2404.0
1693.0
8992.0
11206.0
33520.0
1728.0
4274.0
10733.0
1219.0
886.0
10806.0
1577.0
1367.0
11872.0
12000.0
8772.0
3739.0
29803.0
893.0
4472.0
12496.0
28109.0
2505.0
2744.0
5924.0
23068.0
14011.0
1674.0
13863.0
2542.0
4097.0
532.0
547.0
10496.0
2164.0
1151.0
622.0
1431.0
1528.0
28215.0
8033.0
19082.0
4946.0
9965.0
14777.0
6051.0
408.0
681.0
11476.0
1756.0
613.0
621.0
3329.0
2074.0
16929.0
976.0
3033.0
4321.0
3541.0
1188.0
2237.0
2531.0
3622.0
1422.0
2114.0
1755.0
5112.0
2363.0
1461.0
4820.0
3746.0
1528.0
22807.0
2602.0
5465.0
3040.0
5728.0
35981.0
4585.0
4880.0
6880.0
14192.0
9072.0
6655.0
2860.0
3182.0
14277.0
3178.0
1206.0
6309.0
11920.0
56581.0
15452.0
20082.0
41134.0
32125.0
17008.0
18403.0
40097.0
16071.0
33171.0
3722.0
10422.0
7241.0
4655.0
15066.0
976.0
14807.0
23395.0
11829.0
743.0
695.0
762.0
5195.0
2891.0
2348.0
2764.0
2108.0
9483.0
8920.0
2436.0
1447.0
1484.0
73592.0
3555.0
4957.0
2386.0
7957.0
3525.0
13580.0
6340.0
993.0
2642.0
8902.0
6174.0
779.0
1385.0
3428.0
821.0
6223.0
3292.0
1761.0
1769.0
4343.0
24510.0
5131.0
758.0
19771.0
14105.0
1488.0
8446.0
1966.0
5197.0
731.0
2063.0
8332.0
55469.0
990.0
84147.0
4323.0
4441.0
1458.0
11235.0
127621.0
14333.0
4833.0
18232.0
4714.0
2130.0
16297.0
41834.0
5581.0
3107.0
3437.0
4126.0
39337.0
4558.0
3994.0
62065.0
1802.0
5755.0
16029.0
1279.0
2916.0
6860.0
32614.0
1879.0
2558.0
6338.0
9633.0
10130.0
27106.0
3925.0
21342.0
13971.0
5058.0
7049.0
13265.0
19520.0
44230.0
6002.0
9043.0
10995.0
8561.0
13633.0
2010.0
2003.0
19624.0
24684.0
14928.0
70596.0
6939.0
7185.0
4063.0
6503.0
