kid_pooled_female_n
60451
25171
7925
79864
57298
10193
123269
9607
6431
42692
49800
176989
6599
18420
44755
4492
5438
41161
5604
9288
66411
86094
39498
27443
168227
7973
28162
64032
146312
14313
17270
25981
127519
71019
17010
59731
15945
20638
5828
5699
73742
13843
6139
3125
9277
12122
180699
38101
106270
25053
45212
77430
34222
2930
4154
65898
8514
3002
3226
21511
11160
78936
4981
11199
18107
13050
5762
13952
9447
14792
11553
19050
21591
24005
11343
5196
26159
14806
6807
158757
20202
19367
10954
19607
150155
15849
16195
33839
64110
36015
26742
9720
10698
56938
11435
4760
23380
52830
255511
68706
66657
466646
159894
66219
61356
202717
56374
151773
17839
36676
32801
27843
88584
9524
74107
105849
70260
4269
3684
5583
31981
14783
11744
18539
13645
53827
51216
13919
9443
9801
491365
17201
23869
10375
33715
17775
58110
39645
8785
17788
46764
19688
5949
9005
25148
7762
27613
20622
13276
12777
18362
126286
32338
8662
73869
78772
9720
47450
9445
20759
5812
9302
33980
310905
5961
569940
13210
13084
6051
38081
684576
54006
15000
67713
14468
5956
63319
176755
18683
10190
9134
11691
144400
14086
12289
252430
6439
17889
59339
4780
10143
23171
133257
6044
8665
21622
30973
34572
106129
12841
82443
51797
16701
23851
47574
75035
197313
21034
30298
39955
30569
47065
6331
6038
87866
88381
54340
327804
23136
24079
13589
21219
27276
14838
207273
39789
31139
44325
277049
94365
78232
48083
6380
26772
4356
18138
6453
37798
2591
24064
37504
18536
20227
47839
16756
13861
30920
132938
18765
34362
288704
39177
24164
4794
30859
18875
13083
123142
20498
94583
26046
72994
134438
123489
111016
1413881
136251
701247
692619
72075
51382
17887
5971
32208
3871
8152
79799
38177
11252
30070
184814
883
1630
568601
148245
13385
80885
410591
18922
5580
4984
3184
7271
11150
6997
9669
4391
17790
14012
33686
377323
5203
16785
30240
8526
9259
8806
13565
25966
3427
22743
31383
17255
24498
68787
38843
8349
46402
36006
27200
14338
67239
20354
10952
12449
24117
43179
16351
14937
46875
8844
64692
75126
213306
17412
1075877
78509
13847
16757
301306
4582
9654
32040
45673
18550
6246
10987
8837
5478
7206
17697
13259
15410
3147
17065
28387
4142
22414
8598
14830
23468
2919
31653
515
1632
6703
5829
2757
1621
1466
3631
4068
14392
306
1121
298
3102
789
2760
9172
1259
399
329
504
1038
235
2028
458
1514
1494
3339
3053
2993
4501
1688
25471
5340
2249
2880
1528
920
6184
13376
3786
3400
12810
24472
1894
4247
314
13812
9348
1982
1218
734
1443
6070
3521
2276
2915
1818
640
2808
305
10561
6477
7581
7617
7313
5806
6304
12038
72405
4159
4263
6228
20009
1702
812
151
2299
8278
12063
2544
1382
7536
8492
5156
3378
10435
24950
3597
36138
4920
5699
106455
5061
2023
239
1028
1626
4591
76594
712
525
23661
2622
1521
702
598
1200
2193
1030
605
2424
6818
6468
1573
14569
1338
3050
57703
304211
2215
199
6260
5806
9638
4151
1005
638
2165
1317
1363
7950
2898
2058
16555
38128
76154
9477
6477
6408
6015
17883
11166
227812
19200
10368
3279
2109
35500
8795
52261
16077
33016
6759
17161
42280
19344
48353
7904
119879
6556
3242
12016
132835
11121
1270
8612
444
15904
807
13644
36727
10664
4457
32572
7236
1040
1157
145
7751
8472
2452
1228
4877
2556
4249
4802
22221
5042
2508
159942
5434
239176
5340
7046
396
39167
4503
2886
2438
3658
3183
37291
167394
70662
23049
44878
637130
63233
21594
12315
14446
2886
784
5164
7563
8640
6696
2617
3026
23989
992
1878
18734
3385
481
2701
7000
6658
35972
12337
45683
245975
467165
23464
52537
36838
29570
22335
6112
1154
14446
7298
10048
144606
8215
21680
23826
12909
218
53534
1442
190
1450
1632
1245
2228
4860
2135
2870
2981
1338
454
14435
3686
3849
12207
1527
4714
1614
4772
6172
1499
144
1897
18716
552
1061
10284
8911
6088
1415
2280
14205
15493
6574
1821
10065
246
100811
7391
16015
6350
27071
1341
574
6322
98484
2888
431026
6157
122829
22749
1287
24107
34193
6047
44351
18520
16473
6660
68366
8692
1240
19807
8444
1129
4151
399
64665
217904
24165
40765
1534
2646
4701
6783
2199
11811
17753
909
890
28095
15756
30133
5360
18444
110819
102926
221407
50357
344596
295370
9328
3230
2671
55206
71825
523108
192773
582
3578
352262
44524
74036
2279526
10528
7031
14252
13788
76663
11911
27168
228477
8638
113989
7126
37795
47061
4919
821
19256
356
992
1321
19735
9403
455744
