kfr_stycz_other_pooled_n
306.0
153.0
27.0
557.0
288.0
48.0
791.0
28.0
""
199.0
238.0
1170.0
""
87.0
237.0
""
43.0
262.0
34.0
56.0
306.0
1003.0
232.0
100.0
1174.0
28.0
151.0
595.0
1865.0
50.0
76.0
150.0
1169.0
940.0
54.0
452.0
28.0
77.0
""
""
252.0
41.0
""
""
29.0
32.0
1223.0
267.0
504.0
150.0
387.0
403.0
119.0
""
""
453.0
32.0
41.0
""
72.0
42.0
549.0
""
55.0
60.0
55.0
""
28.0
37.0
38.0
""
41.0
48.0
97.0
36.0
""
74.0
52.0
""
916.0
63.0
117.0
47.0
98.0
1119.0
90.0
103.0
452.0
632.0
219.0
122.0
40.0
46.0
337.0
52.0
""
114.0
229.0
2594.0
477.0
541.0
3798.0
1292.0
471.0
701.0
2357.0
483.0
1647.0
93.0
286.0
225.0
157.0
622.0
22.0
677.0
520.0
605.0
20.0
""
""
133.0
66.0
57.0
176.0
44.0
381.0
312.0
46.0
30.0
""
3725.0
67.0
130.0
37.0
162.0
72.0
344.0
395.0
26.0
64.0
314.0
294.0
""
37.0
92.0
""
226.0
70.0
30.0
29.0
65.0
565.0
107.0
""
1151.0
374.0
42.0
247.0
36.0
56.0
""
29.0
409.0
3013.0
29.0
7805.0
142.0
57.0
145.0
275.0
5685.0
604.0
99.0
379.0
98.0
37.0
611.0
1450.0
101.0
95.0
53.0
60.0
1423.0
95.0
100.0
1790.0
22.0
61.0
456.0
22.0
58.0
290.0
1021.0
28.0
34.0
112.0
174.0
226.0
750.0
51.0
671.0
297.0
74.0
152.0
306.0
552.0
1476.0
89.0
157.0
199.0
158.0
269.0
23.0
23.0
473.0
590.0
501.0
2314.0
125.0
191.0
79.0
96.0
194.0
80.0
2135.0
250.0
127.0
174.0
1743.0
529.0
418.0
290.0
""
177.0
25.0
102.0
20.0
248.0
""
34.0
174.0
94.0
136.0
415.0
72.0
106.0
230.0
1004.0
70.0
248.0
1926.0
289.0
123.0
""
223.0
89.0
63.0
963.0
67.0
431.0
106.0
525.0
823.0
927.0
856.0
13631.0
872.0
5295.0
5688.0
640.0
510.0
122.0
30.0
170.0
23.0
37.0
571.0
246.0
70.0
150.0
2623.0
""
""
5997.0
910.0
71.0
543.0
3394.0
121.0
50.0
29.0
""
43.0
54.0
38.0
25.0
""
70.0
65.0
179.0
4377.0
36.0
131.0
177.0
39.0
45.0
""
57.0
141.0
""
115.0
202.0
69.0
127.0
368.0
261.0
64.0
203.0
157.0
150.0
48.0
529.0
77.0
36.0
39.0
158.0
310.0
102.0
100.0
428.0
31.0
397.0
526.0
1643.0
124.0
7386.0
563.0
154.0
76.0
2421.0
22.0
39.0
190.0
283.0
133.0
35.0
61.0
61.0
26.0
31.0
109.0
54.0
103.0
""
72.0
128.0
""
96.0
53.0
72.0
111.0
""
325.0
""
""
45.0
32.0
""
""
""
""
""
82.0
""
""
""
""
""
""
73.0
""
""
""
""
""
""
""
""
""
""
""
21.0
25.0
""
""
162.0
23.0
""
""
""
""
21.0
158.0
""
""
124.0
143.0
""
22.0
""
59.0
32.0
""
""
""
""
22.0
""
""
""
""
""
21.0
""
30.0
""
24.0
32.0
31.0
""
27.0
45.0
481.0
""
""
""
290.0
23.0
""
""
""
35.0
137.0
""
""
23.0
20.0
26.0
""
38.0
176.0
""
352.0
""
""
1090.0
29.0
""
""
""
""
24.0
1557.0
""
""
172.0
21.0
""
""
""
""
""
""
""
""
""
""
""
50.0
""
""
433.0
3555.0
""
""
35.0
26.0
82.0
""
""
""
""
""
""
64.0
20.0
""
296.0
481.0
884.0
58.0
64.0
50.0
31.0
364.0
152.0
2365.0
147.0
66.0
""
""
286.0
50.0
448.0
93.0
469.0
53.0
96.0
811.0
746.0
624.0
178.0
3727.0
219.0
24.0
171.0
658.0
112.0
""
26.0
""
92.0
""
40.0
198.0
120.0
""
180.0
36.0
""
""
""
24.0
32.0
""
""
28.0
""
""
""
77.0
""
""
1356.0
25.0
1915.0
23.0
34.0
""
184.0
""
""
""
""
""
34.0
192.0
355.0
98.0
225.0
4543.0
340.0
87.0
38.0
126.0
""
""
""
25.0
""
22.0
""
""
196.0
""
""
178.0
""
""
""
40.0
20.0
168.0
45.0
925.0
2066.0
3502.0
152.0
270.0
199.0
169.0
604.0
65.0
""
324.0
76.0
174.0
3710.0
258.0
293.0
156.0
183.0
""
1757.0
""
""
""
27.0
""
35.0
170.0
49.0
71.0
35.0
""
""
368.0
39.0
23.0
170.0
""
23.0
""
40.0
36.0
""
""
""
164.0
""
""
57.0
75.0
46.0
""
""
205.0
148.0
28.0
""
80.0
""
18053.0
765.0
2322.0
""
122.0
""
""
""
1049.0
""
4589.0
""
1334.0
172.0
""
183.0
265.0
34.0
172.0
2553.0
78.0
36.0
733.0
78.0
""
141.0
31.0
""
""
""
595.0
2985.0
169.0
253.0
""
""
""
40.0
""
69.0
236.0
""
""
424.0
254.0
427.0
69.0
277.0
1619.0
1133.0
2144.0
841.0
7893.0
5476.0
47.0
""
""
898.0
1150.0
14740.0
4182.0
""
24.0
6968.0
199.0
965.0
30274.0
106.0
61.0
91.0
114.0
1039.0
100.0
406.0
4585.0
80.0
1723.0
125.0
361.0
486.0
44.0
""
206.0
""
""
""
301.0
170.0
13934.0
