married_other_male_p25
0.30056733
0.38304096
0.36426973
0.38211232
0.26240808
0.24578133
0.22961837
0.47261828
""
0.27571842
0.29889357
0.25217232
0.33873719
0.27994934
0.29501909
""
0.34602645
0.31552583
0.60168004
0.15805224
0.27925187
0.28383005
0.26289991
0.28679803
0.3009035
0.20476387
0.33321476
0.34094572
0.31923786
0.47339869
0.21444596
0.25326863
0.2869283
0.30098969
0.25894386
0.347363
0.32187191
0.23851779
""
0.2341118
0.25999221
0.19487388
""
""
0.4232862
0.26269078
0.27127138
0.38044327
0.2659114
0.29224545
0.34569395
0.36632377
0.32921922
""
""
0.28917089
0.29999277
0.39717272
""
0.21611865
0.16724735
0.32448164
0.18944217
0.36756006
0.42649817
0.28193128
""
0.36089781
0.24048184
0.25843099
0.25271899
0.37196532
0.28798419
0.32652271
0.15101065
""
0.32920966
0.19972873
""
0.25122651
0.3524994
0.28298321
0.50289929
0.28149945
0.36734268
0.53116971
0.3436704
0.36485597
0.38669553
0.36491597
0.44435465
0.56302083
0.41700622
0.3116616
0.49458799
""
0.30196643
0.33491397
0.27895352
0.29483846
0.24558973
0.250191
0.28181779
0.25575024
0.32957336
0.2988497
0.27956349
0.32470343
0.4128927
0.27340069
0.29553962
0.3104893
0.30796617
0.42291111
0.32233232
0.35470754
0.26692066
""
0.42029256
""
0.40311843
0.33260247
0.38858372
0.31935799
0.35054538
0.25304407
0.29931545
0.29513717
0.2964941
""
0.27972409
0.2589635
0.43362659
0.33956119
0.36690107
0.24432348
0.33222896
0.36405531
0.29543811
0.17380218
0.32238728
0.33808976
""
0.30515936
0.30254591
0.28067023
0.22434667
0.24170142
0.31320733
0.15925768
0.30505693
0.32000872
0.24192719
""
0.39686152
0.25306791
0.29060045
0.28204533
0.2468466
0.33292934
""
0.40014926
0.35075128
0.27723402
0.13479765
0.33372971
0.5144282
0.33152354
0.38550636
0.31504795
0.28656122
0.34043369
0.31284738
0.33675355
0.23656815
0.59302276
0.30475235
0.29060856
0.28552008
0.43616188
0.40558937
0.37692702
0.31035385
0.31778121
0.30963185
0.27916485
""
0.33609393
0.20130298
""
0.32303426
0.35427123
0.30812529
0.39354193
0.3605777
0.36555797
0.34874257
0.36603019
0.29021293
0.5297125
0.27979612
0.29885477
0.45449129
0.40906528
0.36018032
0.34617579
0.30096957
0.31789917
0.34416851
0.32109985
0.28157401
0.42981911
0.29386565
0.49003747
0.30439016
0.31664774
0.27804789
0.27148482
0.44158104
0.36517158
0.25328952
0.38839069
0.28592396
0.31284323
0.28620633
0.22019768
0.44670376
0.30190527
0.30946776
0.28281063
0.3252849
0.39545983
0.38692728
0.37472036
""
0.26844904
0.22060394
0.35090044
""
0.32842222
0.30734032
0.30145186
0.35085988
0.39600003
0.39654619
0.4070887
0.35066092
0.30469394
0.27655965
0.29338756
0.27579066
0.32890165
0.37882391
""
0.4881078
0.52798438
0.29748857
0.35303888
0.36129943
0.26811674
0.28889573
0.30049929
0.36190468
0.28215149
0.29242927
0.33136576
0.34218454
0.32482123
0.29017663
0.23666589
0.35216588
0.33915687
0.2911143
0.22486115
0.237839
0.30763781
0.3360925
0.32027903
0.37429112
0.24252641
0.22701843
""
""
0.26718384
0.28899109
0.30049735
0.34675682
0.2525703
0.16069998
0.2457642
0.46859568
""
0.35586053
0.22935127
0.3751131
0.53557885
0.58711714
0.4409034
0.23989484
0.31176862
0.25313354
0.30584869
0.31935623
0.40425611
0.27312398
0.35110614
""
0.43427476
0.26702452
""
0.25062346
0.38742959
0.44784403
0.3760218
0.3353585
0.20129053
0.34135529
0.4037289
0.30971745
0.34331754
0.27962101
0.30123591
0.45426184
0.21492076
0.53545249
0.33855498
0.31208989
0.25983301
0.27266079
0.26755658
0.59289783
0.20281406
0.33561364
0.29266572
0.17717654
0.30289236
0.32214373
0.24680273
0.35177442
0.2595889
""
0.26346859
0.28272456
0.30522555
0.39733365
0.26675668
0.49108046
0.38612437
0.22219545
0.68910944
0.29134166
0.10277237
0.32183734
""
0.37581959
0.31631643
""
0.19316076
0.32972124
0.29000333
0.43438917
""
0.28076008
""
""
0.26320016
0.21269338
""
""
""
""
""
0.33881184
""
""
""
""
""
""
0.28035885
""
""
""
""
""
""
""
""
""
""
""
""
0.41186723
0.38632661
""
0.28327525
0.3615472
""
""
""
""
0.29717594
0.27483356
""
""
0.39030927
0.42866197
""
0.38313985
""
0.39832434
0.18557498
""
""
""
""
""
""
""
""
""
""
-0.067137823
""
0.29530776
0.49122086
0.43398207
0.32946214
0.28981149
0.33694181
0.27080038
0.22991644
0.29559627
""
""
""
0.31101787
0.22539087
""
""
""
0.32217643
0.35049611
""
""
0.21732517
0.32827055
0.31941128
""
0.50087154
0.3147293
""
0.33038577
0.49621812
0.22849455
0.30282965
0.29187435
""
""
""
""
0.29676026
0.34757641
""
""
0.232521
0.32670552
""
""
""
""
""
""
""
""
""
0.62194574
""
0.18180184
""
0.38953081
0.39678523
0.35593119
""
""
0.37072822
0.52477998
0.45129147
0.3667995
""
""
""
""
""
0.28393233
0.45642543
""
0.32773045
0.30456722
0.42474973
0.48077506
0.46436939
0.40275693
0.42822179
0.42377746
0.41976452
0.3159292
0.32700932
0.35758898
""
""
0.38435316
0.21859194
0.37354025
0.40913209
0.39071923
0.31707898
0.36288428
0.3943938
0.4508613
0.41703933
0.48718011
0.35928977
0.4802281
0.092021689
0.43907815
0.40138024
0.45191571
""
0.23985903
""
0.39479053
""
0.35475993
0.35651058
0.39451838
""
0.31526878
