comcoll_other_male_p50
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.27296191
""
""
""
""
""
""
""
0.27758658
""
""
""
0.37164816
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.16639428
""
""
""
""
0.22890051
""
""
""
""
""
""
""
""
0.24665515
""
""
""
""
""
""
""
""
""
""
""
""
""
0.30509841
""
""
""
""
""
0.32102776
""
""
0.37225744
""
""
""
""
""
""
""
0.35429549
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.38060281
""
""
""
""
""
0.41448823
""
""
""
""
""
""
""
""
""
0.4312973
""
""
0.25765905
""
""
0.32585305
""
0.1734512
0.44982591
""
0.26717871
""
""
0.29944327
0.41555926
""
""
0.42341194
""
0.58289009
""
""
0.21737565
""
""
0.415382
0.44160387
""
0.45974264
0.3923164
""
0.25698075
0.359689
""
0.4181647
0.40662795
0.47311285
0.22510198
0.34984913
0.4322018
0.39573884
0.49538851
0.43275204
0.13786395
""
""
0.25060397
0.35868046
0.38235238
0.29656196
""
""
0.34116244
""
0.33238226
0.50836617
""
0.17904325
""
0.38929853
""
""
""
0.35933766
""
""
""
""
""
""
""
""
""
0.38141233
""
0.53536695
""
""
0.41076994
""
""
""
""
""
""
""
""
0.37949017
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.20008986
""
0.33813968
0.5721153
""
""
0.40371525
0.11734841
""
""
""
0.1611577
0.3792865
0.26324365
""
""
0.28480139
""
0.3876532
0.47427541
""
""
""
0.19317175
""
""
""
""
0.27357355
0.28059411
""
""
""
""
""
""
""
""
""
""
""
0.35006276
""
""
""
""
""
""
0.22755943
0.58036649
""
""
""
0.49391669
""
""
0.3939293
""
""
0.53343308
""
0.45591679
0.079392664
0.40232608
0.28462106
0.37398005
0.22697513
""
""
""
""
0.33289188
0.2976
""
""
""
""
0.23127332
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.26168516
""
""
""
""
""
0.24339631
""
0.51586747
""
""
""
""
""
""
""
""
""
""
0.43312323
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.46201536
""
""
""
""
""
""
0.54498839
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.58937198
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.21160719
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.31281629
0.33923918
0.39968073
0.24129145
0.50392503
""
""
""
""
""
""
""
""
""
""
""
""
0.30033943
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.4653914
""
""
""
