kfr_imm_pooled_pooled_p100
0.90062582
0.87858045
""
""
0.468649
""
""
0.56798434
""
""
""
""
""
""
""
0.69354242
""
""
""
""
""
1.0526282
0.56648695
""
1.0197784
0.59434158
""
0.73059231
""
""
""
""
""
""
0.61484742
0.76710641
0.69452989
""
0.55227226
""
0.69502693
0.8364014
""
""
0.7208969
""
""
0.71987551
0.72979182
""
0.70664668
0.73852789
""
""
0.8148883
""
0.44957155
1.0143992
0.77292293
""
0.69241953
""
0.75604391
""
""
""
""
""
""
0.53447312
""
""
""
""
0.75768822
""
""
0.96544659
0.41392034
0.67179
0.52236962
""
""
0.51078421
""
""
""
""
""
0.46161008
""
""
""
""
""
""
""
0.77753025
0.6639713
0.83066654
0.6040647
""
0.94710135
0.71181738
0.74850619
0.82939059
0.70996851
0.60467684
0.76174062
0.7443729
0.6878162
""
""
""
0.73283261
""
""
""
0.56257272
""
""
""
""
""
""
""
0.38674855
0.96410567
0.4800036
""
""
""
""
0.41371316
""
""
0.83817095
""
""
0.46344709
""
""
0.58199894
""
""
0.83084536
0.85044062
""
""
""
""
""
""
0.70096898
""
""
0.72559047
0.94038737
""
""
""
""
""
""
""
""
""
0.58671564
0.78707981
""
0.77173942
""
""
0.71409559
""
""
0.8058036
0.70846993
""
""
0.84848094
""
0.77681482
0.86697298
""
0.82952082
0.73082572
""
0.65048945
0.69400889
0.33248085
0.55235475
0.72760302
0.87356317
0.64474821
0.74878055
0.55621934
0.59977371
0.62374121
0.59020257
0.72022253
0.63366646
0.76838851
0.79432333
0.68833941
0.74734926
0.64963818
""
0.69620323
0.69514734
""
""
0.68717933
0.76797736
0.68383765
0.68523049
0.67665219
""
0.66663331
0.66512692
0.54731345
0.65181899
0.68562424
0.72496194
0.67512035
0.6783455
0.73180914
0.67318386
0.72390282
0.68325597
0.77457517
""
0.50611597
0.67829329
0.66310346
0.67179585
0.81017655
0.60097545
""
0.73298979
0.68707514
0.67739511
0.64937592
0.63080245
0.6669215
""
0.70629978
""
""
""
0.71617806
0.64169353
""
""
""
""
""
""
""
0.67237663
0.67257744
""
0.68129861
0.51317364
0.78129071
0.72034496
0.76422513
0.5382216
""
""
""
""
""
""
0.69935805
""
""
""
0.7040835
0.67559963
0.84534943
""
