married_black_female_mean
0.27633256
0.27980658
0.24322307
0.19046228
0.16727747
0.18536805
0.17111751
0.17921542
0.2081717
0.15017168
0.16378616
0.14781512
""
0.22469103
0.15328978
""
""
0.16538243
""
0.13424154
0.15065847
0.18613653
0.16447613
0.14615315
0.18105255
0.13686629
0.19139929
0.19142815
0.19548076
0.17663075
0.19757944
0.22683229
0.17780392
0.20127408
0.15298195
0.14592582
0.13188614
0.14427553
0.10452635
0.085520402
0.13601232
0.15451264
0.14716545
0.15243551
0.13510287
0.11045599
0.13831231
0.12905252
0.1295207
0.14152241
0.18743928
0.15451029
0.10343789
0.079183869
0.16564223
0.12676062
0.15753095
0.21848099
0.11551461
0.14136058
0.1475822
0.15984039
0.11542903
0.17456421
0.32247108
0.30025265
""
0.34803039
0.22797218
0.38467315
0.11307796
0.092147954
0.097624838
0.14270812
0.11388856
0.16509302
0.13003755
0.13115159
0.17784376
0.1079359
0.10923702
0.2091535
0.24050057
0.17557129
0.17265642
0.23435022
0.21290424
0.2007952
0.17044763
0.14012566
0.18262023
0.23119667
0.25035444
0.15194874
0.0499794
""
0.23178798
0.15298404
0.1535759
0.14182998
0.16648106
0.16472191
0.16208294
0.1775277
0.18366033
0.17162441
0.1520859
0.16263148
0.12284864
0.18291873
0.1422137
0.17466888
0.16089886
0.1346672
0.17233631
0.16442263
0.16842015
0.11345436
0.11891215
0.10849227
0.15188572
0.17410912
0.16865
0.23518673
0.14000745
0.15788917
0.15423068
0.14491163
0.12870571
0.13466896
0.1606604
0.11658335
0.12640394
0.14871921
0.15687566
0.12059543
0.13440149
0.15260071
0.11440191
0.13052478
0.15522251
0.20224723
0.11849613
0.13764651
0.12560199
0.13644321
0.16195509
0.13724497
0.12093513
0.13555294
0.20899463
0.12973401
0.11878058
0.12802719
0.17960623
0.12562014
0.12672205
0.1211696
0.13332908
0.2132031
0.14742699
0.28966618
0.24536221
0.14183527
0.21782301
0.20324674
0.48323062
0.59756744
""
0.20723526
0.15116225
0.19970103
0.39349681
0.16554484
0.34081915
""
0.17984395
0.15402246
0.31822073
""
0.41262379
0.22632562
0.16839775
0.19802698
0.24252611
0.15656079
0.24503027
0.37874174
0.16859409
0.2971299
0.22756781
0.24742392
0.15262952
0.31160945
0.20704958
0.19677165
0.23601669
0.18608004
0.14816439
0.25405335
0.15246485
0.18305975
0.54792124
0.21726605
0.16256705
0.16403912
0.15902664
0.41422918
0.23846006
0.20996647
0.29308942
0.19251092
""
0.17521539
0.16720891
0.20847064
0.16980864
0.14930853
0.41717088
0.20636007
0.1621743
0.27014679
0.23073256
0.36769539
0.17933953
0.18463211
0.33321649
0.20589557
0.17839885
0.17968878
0.18042755
0.24283913
""
0.2450536
""
0.20522368
""
0.21559043
""
0.35275793
0.22597829
0.2648004
0.22535014
0.23354355
0.25753734
0.25866753
0.21092153
0.17402253
0.34328017
0.21580999
0.17006056
0.24176681
0.31708813
""
0.28350535
0.2745631
0.33818859
0.19849789
0.4174028
0.23446369
0.21850345
0.26335344
0.24539553
0.17932445
0.19364689
0.16443233
0.21035784
0.17081602
0.14991939
0.16743483
0.16894609
0.16552052
0.17014848
0.32863003
""
""
0.32127622
0.32062876
""
0.51493937
0.23822327
""
""
0.21317446
0.33806276
0.33729601
0.19203007
0.19912535
0.22739434
""
""
""
""
0.32236922
""
""
""
0.12292529
0.2019988
0.31924912
0.20192303
""
0.38820446
0.15348496
0.33028868
0.50198644
""
0.43864754
0.15116437
""
0.27000734
0.23792294
0.36210617
0.51484889
0.28312874
0.26288688
""
0.3695932
0.54424375
0.31565809
0.60885251
0.17346922
0.22873239
0.40157652
0.68342525
0.19994895
0.15762329
0.2164958
0.23040175
0.15718055
0.14540176
0.1505942
0.15970089
0.14360748
0.13877974
0.12375265
0.1423931
0.24810696
0.25147
0.13678868
0.12889099
0.22263111
0.15176813
0.17595039
0.22753179
""
""
""
0.49017271
0.24109156
0.2284182
0.15384413
0.16074765
0.1600251
0.1378552
0.19930714
0.29912037
0.1156432
0.19341215
0.11117521
0.17277822
""
0.3911539
""
""
