kid_white_pooled_blw_p50_n
190.22371
78.13195
267.87415
351.06656
331.6369
319.85834
333.83911
141.37239
708.90607
498.0885
232.39676
140.44817
313.22476
336.51129
447.40717
614.03796
276.16971
296.50607
288.21429
301.18744
263.09421
341.48489
183.88771
406.77731
657.95459
747.18689
468.33002
559.96991
379.88434
166.21056
175.59663
231.51051
283.12039
757.84027
388.85135
149.60425
212.29063
240.60957
11.375242
269.92526
607.28748
502.64291
342.23517
147.92696
76.739418
82.584274
216.49249
381.13016
174.55986
59.680492
103.6536
182.81073
303.10526
701.17358
443.91119
486.95895
718.27789
515.81696
360.62799
709.16663
703.88074
813.30994
346.14462
636.13361
955.18274
""
75.558167
117.01727
121.56594
122.10699
65.393021
110.75005
174.22269
330.34848
245.97908
103.18887
150.90407
88.050011
48.656044
222.95255
32.990582
86.916504
130.68863
35.506649
106.85397
249.87697
465.33286
263.29849
342.52023
399.16776
327.84634
655.81366
463.60602
408.07721
651.94983
638.32532
98.744675
94.887688
333.4104
413.98929
470.06805
534.68518
632.33588
501.70151
554.31073
""
239.58916
130.29848
234.70087
296.76184
288.3342
45.061817
241.13258
286.43759
410.21597
449.14584
420.36288
659.67346
488.66089
318.32391
588.02087
445.55521
490.90536
322.573
390.5979
459.54764
960.29834
331.82169
466.2406
517.54083
42.996353
237.83662
413.8028
146.98083
163.11662
73.991508
347.51523
73.513077
319.78641
199.56639
192.41484
23.445498
52.482468
406.75034
282.67432
445.34656
314.51501
323.95422
398.84814
501.0
585.63947
298.23276
209.8848
366.43842
272.05173
359.50735
204.29466
299.63663
183.29134
179.39725
216.81514
117.23124
252.97311
329.05414
136.27792
330.76102
199.95163
127.15401
53.430367
413.09015
184.80795
456.2977
277.21542
262.85229
337.68359
429.8157
567.64233
525.2251
485.3703
87.235893
195.3951
222.84833
98.297905
274.11826
227.2603
458.06561
239.12633
567.48914
532.43848
311.77341
154.70251
291.44012
235.17058
458.79416
312.16434
189.0018
198.50822
160.53871
240.01685
209.785
433.7142
134.73129
248.29555
290.71262
306.78333
185.86655
157.33521
770.39203
1103.2292
591.41888
535.38892
787.04034
502.30725
612.86688
358.0275
512.53772
546.82568
442.34418
243.74921
666.211
380.1825
550.28326
667.92792
245.02972
369.88205
419.02521
457.11462
248.54433
220.71007
110.69651
128.64305
149.80765
271.0553
244.06216
300.25061
240.6819
273.17957
307.05637
471.2919
469.71512
181.66226
179.84387
38.209057
""
""
47.858723
67.31916
55.900723
69.563004
38.665028
33.29678
37.8321
""
79.173775
902.48163
516.06897
870.77612
768.07672
729.48004
825.96332
1136.0907
458.43842
445.68442
483.28021
278.01819
102.95483
509.37439
506.31207
617.98755
366.69821
177.88284
536.64331
556.12976
364.93494
268.91147
139.43721
273.30298
332.82928
333.80414
376.2966
279.81488
79.212936
236.67415
724.50696
461.63998
222.8037
19.903179
427.62219
264.83182
402.96304
121.34447
245.55229
251.13139
24.517536
217.46359
265.74057
324.27298
177.91066
70.215607
463.17517
97.831169
236.70424
138.81218
142.56485
130.257
108.6678
276.01999
830.39612
304.67493
358.62024
362.9584
493.15884
505.61978
417.13913
546.65576
504.57971
517.71832
245.56613
572.44238
704.96301
810.76367
146.86023
214.0513
630.15674
345.75742
417.73672
551.2135
424.87427
365.66138
290.86462
362.23499
339.32904
307.39798
208.43387
278.18008
859.49274
615.94739
296.90268
659.46613
612.56287
480.94879
465.33871
21.918417
73.951843
77.353127
241.84563
87.211296
99.831017
51.434479
146.90747
62.563938
119.90005
110.59697
196.87022
130.69725
321.88748
119.0022
355.00958
349.83725
179.8942
163.67912
192.39326
111.71531
153.75252
61.338737
227.37415
616.1167
250.30591
261.59003
290.15927
154.81274
14.950122
68.635406
502.28394
177.51649
208.55861
641.28052
543.75513
840.97711
909.11218
372.11929
608.88617
423.75699
463.37051
742.90601
481.91916
348.67325
356.08688
526.87415
1033.9022
154.20877
63.239574
43.30872
18.142447
""
""
23.928242
5.0648794
""
""
5.9180865
31.587627
42.098949
65.475159
80.57444
32.612698
68.301476
90.063217
49.121662
4.34583
""
""
""
16.361912
""
""
16.144966
51.517776
23.203743
21.03351
40.605709
12.851745
""
2.8832722
""
8.3827829
34.886219
54.199623
33.864773
8.655654
56.117531
90.134018
""
""
31.246532
""
94.748276
87.240143
110.64472
""
""
24.009747
151.73425
246.25119
43.097446
204.69676
36.211029
50.638092
370.58997
395.47644
""
102.89383
84.286682
12.911382
186.24347
43.200222
78.449547
15.32583
6.2041464
93.915657
196.54414
61.077213
77.79113
139.89432
150.48541
186.73076
73.852242
184.283
43.631233
196.73723
600.62006
343.84738
217.44421
364.17749
403.04718
137.72813
167.84769
327.15027
467.09601
136.43007
364.34317
217.22893
249.0538
169.62474
246.11259
354.59756
391.91907
600.85638
574.20178
390.98969
356.20541
235.81006
489.09723
299.81851
446.47891
209.12762
122.44281
318.87234
22.322731
257.23129
342.73346
226.01253
227.94322
236.89668
312.76794
129.67302
182.62187
30.046461
196.13101
170.09656
412.85025
239.80037
223.2496
61.430187
89.940651
117.08612
167.2381
80.068138
167.69025
192.51305
