kir_native_hisp_male_p10
""
""
""
""
""
""
""
0.43605042
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.65802264
""
""
""
""
""
""
""
""
""
""
""
0.39115348
""
0.33745304
""
""
""
0.32467195
""
""
""
0.45905817
""
""
""
0.49727714
""
0.41960955
0.13911819
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.4210209
""
""
""
""
0.67005229
""
""
0.15603332
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.45547912
0.43130034
0.51616055
0.35636339
0.53033507
0.36188847
0.55649489
0.40665853
0.42790002
0.37844741
0.4004418
0.4150618
0.50827789
0.48794511
0.4402616
""
""
""
0.38670179
""
""
""
""
""
""
""
""
""
""
""
""
0.4326219
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.37672448
""
""
""
""
""
0.52882469
""
""
""
""
""
0.3075949
""
""
""
0.45964754
""
0.579705
0.3214916
0.4616541
0.49444044
0.41943023
0.30836463
0.46423003
0.39568964
0.38467601
0.46833816
0.47550854
""
0.51529282
0.40454715
0.34092402
0.4438853
0.44211596
0.37690184
0.34937781
""
0.52379858
0.34805819
""
""
0.46211204
0.39235222
0.47695711
0.43441653
0.3463366
""
0.43165433
0.38220614
0.39801073
0.43256843
0.43967474
0.49912795
0.3947992
0.49746525
0.43458056
0.42875838
0.43258888
0.44801053
0.42535338
""
0.45956761
0.41713408
0.46732593
0.41529402
0.32947698
0.30449781
""
0.40660578
0.40236342
0.41544169
0.42542377
0.36027601
0.46740642
0.44140804
0.4942314
""
""
0.3496874
0.53880078
0.68806684
""
""
""
0.42131606
""
""
""
0.49568254
0.42995089
""
0.38764951
""
""
0.41417643
0.56333774
0.34095764
""
""
""
""
0.36315891
""
0.46530491
""
""
""
0.45435706
0.44427747
0.28067791
""
0.32550508
0.45536563
""
""
0.56495148
0.48468766
0.55804741
0.5009042
""
""
""
""
0.22353123
0.39512682
""
0.28309625
""
0.58344311
""
""
""
""
""
""
0.43930763
""
0.3772727
0.4008294
0.26188818
0.4547298
0.36512852
0.40998402
0.42838204
0.34226561
0.43954718
0.39848194
0.29124281
0.56556386
0.43060327
""
0.33624771
""
0.35822323
0.38999221
""
0.36499241
0.40206078
0.49884492
0.4261702
""
""
""
0.38674819
0.26680899
0.56026423
""
""
""
""
""
""
0.52094626
0.31851226
0.37408069
0.41881579
0.4101333
""
0.43935272
""
""
""
0.42572126
0.39676195
0.51230013
""
""
""
0.47838876
0.4421314
0.46027225
0.43054056
0.54909205
""
0.50262439
""
0.39776915
0.42384776
0.38473627
0.49354559
0.41794258
0.42385307
0.34993863
0.14751652
0.32940811
0.43202835
0.34468767
0.3886838
""
""
""
""
0.40204266
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.24593009
""
""
""
""
0.61657357
0.37820777
""
0.36106133
0.55613875
""
0.506782
""
0.40598381
""
""
0.39614916
""
""
""
""
""
""
""
0.3301141
""
""
""
""
""
""
""
""
""
""
""
-0.12159542
""
""
""
0.26946113
""
""
""
""
""
""
