working_white_male_mean
0.80281788
0.78581917
0.82696193
0.78618687
0.77521408
0.86291665
0.82338119
0.79478383
0.7895878
0.72941846
0.77727056
0.82725275
0.82432365
0.79939872
0.75708795
0.80619657
0.81967169
0.77990925
0.83579534
0.81340772
0.83596754
0.77495331
0.82535869
0.80046749
0.78473395
0.7928285
0.82837284
0.7479012
0.77004838
0.80663395
0.77944469
0.77174938
0.80579704
0.7848534
0.81185114
0.81618714
0.80453229
0.84231454
0.80149382
0.78293782
0.7960521
0.78061938
0.79198313
0.73088855
0.80644584
0.84146762
0.77276325
0.77021581
0.80291224
0.85169542
0.80620879
0.80087429
0.81000978
0.82663816
0.8458094
0.78583592
0.74712795
0.79410791
0.820755
0.68624389
0.78566641
0.78688455
0.8022846
0.75810724
0.85244131
0.79283708
0.78324217
""
""
0.83777833
0.8175922
""
0.88323718
""
0.84263295
0.84331316
0.65364236
0.83589071
0.81732225
0.82520431
0.77530533
""
""
0.83422112
0.94522542
0.84906828
""
0.65321791
0.82916129
0.77391005
""
0.83329576
0.84817189
0.78207016
""
0.83694476
0.82990503
0.81016695
0.82708406
0.8043744
0.81208181
0.80649251
0.78343272
0.81001258
0.78657222
0.80683523
0.81031525
0.7931636
0.81972498
0.8107267
0.81515622
0.81006676
0.81231254
0.79494321
0.81118256
0.79155397
0.82266796
0.85122383
0.77614522
0.81035078
0.79481
0.78503376
0.77995425
0.8340959
0.83111858
0.78359985
0.7729404
0.76643294
0.80484116
0.7818858
0.90250915
0.78559601
0.76819414
0.78609967
0.78629375
0.76296186
0.76782572
0.81216753
0.77570206
0.77846891
0.77523732
0.76123357
0.79722273
0.72926593
0.76281583
0.79353303
0.80993778
0.76163125
0.78398931
0.69959903
0.7483266
0.81954473
0.74649632
0.7790463
0.75780118
0.76140988
0.79360169
0.79125088
0.7350058
0.76603436
0.74681598
0.79254043
0.8121053
0.77598667
0.7307381
0.74924475
0.77389282
0.74404442
0.80422956
0.76715797
0.8049174
0.79992652
0.7708109
0.78936148
0.72616822
0.67459434
0.78710079
0.78320348
0.75895858
0.73922402
0.80537117
0.79847205
0.80684435
0.78872669
0.75991303
0.77321535
0.82424897
0.93297005
0.78893054
0.77402431
0.78301388
0.7649821
0.81516773
0.74539208
0.80468035
0.79960299
0.75766283
0.72896856
0.79498428
0.83453101
0.80611551
0.7996093
0.73810983
0.83373016
0.77973562
