kfr_stycz_black_female_p10
""
0.25646839
0.3071897
""
0.25241202
0.24396214
""
0.24386349
0.23533767
0.27555865
0.33273059
0.25775141
""
""
0.29133359
""
""
0.21982257
""
0.25376362
""
0.33032703
0.24486564
""
""
""
""
""
""
""
""
0.22906514
""
0.23750487
""
""
""
""
""
""
0.29517397
""
""
0.27833182
0.28116313
0.22770834
0.31644446
0.17150494
0.21942122
0.24273987
0.29784048
0.21326728
""
""
""
0.30138367
""
""
""
""
""
""
""
""
""
0.33525264
0.28643295
0.30418271
0.28226286
""
0.23985329
0.21789038
0.25588623
0.28209031
""
0.32153383
""
0.29215851
0.24161074
0.25730911
0.27546683
0.24301112
0.29685533
0.3350099
0.28246129
0.26556787
0.27057746
0.3030386
0.25081158
""
0.27934089
""
""
0.27963689
0.27279758
""
""
""
0.25891951
""
0.28892395
""
0.30606127
""
""
""
0.26796919
0.32357877
0.24932139
0.25253531
0.24479845
0.281582
0.28201741
0.3985621
0.32079741
""
""
""
""
""
""
0.32033744
0.39169857
""
""
""
0.29425272
0.2643941
""
""
0.25866738
0.15859975
""
0.33879724
""
""
0.35722661
""
0.25352022
0.27607334
0.29081237
0.24900763
0.26748472
0.24344173
""
""
""
""
""
""
""
""
""
""
""
0.35275513
""
""
""
0.18988988
0.18294205
0.24103369
""
0.27636388
0.27675071
0.2007678
0.29146528
0.1932335
""
""
0.24740857
0.24367127
0.20669319
0.26779482
0.13869116
""
""
""
""
0.23938856
""
0.23309584
""
0.28670558
0.23749816
""
0.19437565
""
""
0.26978526
0.26881912
0.22940139
""
""
""
""
""
0.2243581
""
""
""
0.29257581
""
""
0.32885092
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.32666913
""
""
""
""
0.26271647
0.26417035
0.32030946
0.32481137
0.32242131
0.2962122
""
""
0.35680059
0.25726813
0.2485591
""
0.29652286
0.26516962
0.26716161
0.22622085
""
0.24264935
0.26942539
0.24956216
0.28151679
0.27002019
0.27193454
0.2815136
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.33014724
0.28552896
""
0.29254332
0.30574068
0.3110089
0.35357231
""
0.27401558
0.12181988
""
0.21541515
""
0.24960414
0.27991873
0.27723068
0.30067289
0.26953238
0.23615159
""
""
0.22669637
0.26712638
0.30028486
0.24459212
0.28826821
""
""
""
""
0.28621045
0.22043851
0.32056382
""
0.19337404
0.29269725
0.30251083
0.25868255
0.1876567
0.23904385
""
""
""
""
""
""
""
""
""
""
""
""
""
0.27473882
""
""
0.18890172
0.34438643
""
""
""
""
0.22437872
""
""
""
""
""
0.15324773
""
0.34046635
0.25602686
""
""
0.28986281
0.23891149
0.28773129
0.26058662
0.3022652
0.37476996
0.27545506
0.26593739
0.25267589
0.28400382
0.29033703
0.33915564
0.1272283
0.27234083
""
""
""
0.28701761
0.2086363
0.24417497
0.34410179
0.32863599
0.23254196
0.22523209
0.2395542
0.2802361
0.270668
0.2645275
0.22838505
0.23922046
0.25062659
0.27566257
""
0.28170404
0.21773821
""
""
""
""
""
""
""
""
""
""
""
""
""
0.28258395
0.28766552
0.27172515
0.28912532
0.28657717
0.31024384
0.32439971
0.31576377
0.25516123
0.28200224
0.24836048
0.25010964
0.27996191
0.30576181
0.3091065
0.26653919
0.26333156
0.31435671
0.27892202
0.28209534
0.27301294
0.26837963
0.28848574
0.32493958
0.28395793
0.28459555
0.2891877
0.30314133
0.33446527
0.28506556
0.2795653
0.28519258
0.29581499
0.2869381
0.27171728
0.24932767
0.35514757
""
""
""
0.31737158
0.30248049
0.29520586
0.32041246
0.32852888
0.29445207
0.31901029
0.27674019
0.27714542
0.28902853
0.30929947
0.31859276
0.28237092
0.29645678
0.29494756
0.29703394
0.35445777
0.28433445
0.29599079
0.27878794
